,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,likes
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURweXByVUtREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDpyprUKQ%7CCgwItJCEpwYQ2Lv6sgI%7C?hl=en-US,3.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURweXByVUtREAE,"El trato a los pacientes por lo general bien, aunque una auxiliar me dijo que lavase a mi padre yo... Alguna discusión entre ellas y por lo general, y en mi caso, el trato a mi padre excelente por parte de los médicos.
Ahora te ofrecen que puedas elegir la comida y cena del día siguiente, pero en lo que respecta a mi experiencia, varios días no venían lo que se había pedido.
Debería mirarse con mar detalle por si al paciente que le das la comida que no debes, puede ser peligroso.
También he llegado a ver un paciente fumando como Pedro por su casa.",JAMV 1971,https://www.google.com/maps/contrib/107998959892885779202?hl=en-US,107998959892885779202,https://lh3.googleusercontent.com/a-/ALV-UjXWWwpBEgFD2gMrz3uRyDojgmrpYnxlzZw6AQGrJ4iCbli6=s40-c-rp-mo-ba6-br100,True,263,1069.0,"El trato a los pacientes por lo general bien, aunque una auxiliar me dijo que lavase a mi padre yo... Alguna discusión entre ellas y por lo general, y en mi caso, el trato a mi padre excelente por parte de los médicos.
Ahora te ofrecen que puedas elegir la comida y cena del día siguiente, pero en lo que respecta a mi experiencia, varios días no venían lo que se había pedido.
Debería mirarse con mar detalle por si al paciente que le das la comida que no debes, puede ser peligroso.
También he llegado a ver un paciente fumando como Pedro por su casa.","The treatment of the patients is generally good, although an assistant told me to wash my father myself... Some discussion between them and generally, and in my case, the treatment of my father was excellent by the doctors.
Now they offer you the option to choose lunch and dinner for the next day, but as far as my experience is concerned, several days what was ordered did not come.
It should be looked at in great detail in case giving the patient the wrong food could be dangerous.
I have also seen a patient smoking like Pedro around his house.",
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwZ296QkF3EAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDpgozBAw%7CCgsI0bb9pgYQiKH4LA%7C?hl=en-US,5.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURwZ296QkF3EAE,Es mi hospital desde hace 25 años y siempre he tenido una exelente atención y los profesionales un 10,Juanki 82,https://www.google.com/maps/contrib/106890544731212031157?hl=en-US,106890544731212031157,https://lh3.googleusercontent.com/a/ACg8ocL93ZNQEvtRaOsHwaqbq2_-aiVqRlM7qwheReZmBw4k=s40-c-rp-mo-ba3-br100,True,30,76.0,Es mi hospital desde hace 25 años y siempre he tenido una exelente atención y los profesionales un 10,It has been my hospital for 25 years and I have always had excellent care and the professionals a 10,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwM0tYcTFRRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDp3KXq1QE%7CCgwIrK37pgYQ4Nzv4AI%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURwM0tYcTFRRRAB,"Muy bien siempre, me han  atendido muy bien y rápido",Nieves González González,https://www.google.com/maps/contrib/103282826317188473987?hl=en-US,103282826317188473987,https://lh3.googleusercontent.com/a-/ALV-UjUdo3EnJzYcQ5TLY8songFeccPp6xBinyLEaYVGrM8ojHLq=s40-c-rp-mo-ba3-br100,True,20,79.0,"Muy bien siempre, me han  atendido muy bien y rápido","Always very good, they have treated me very well and quickly",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwOUluLW9BRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDp9In-oAE%7CCgwIjPr2pgYQsL-9zAI%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURwOUluLW9BRRAB,,Eri Martínez,https://www.google.com/maps/contrib/106867817191871411025?hl=en-US,106867817191871411025,https://lh3.googleusercontent.com/a-/ALV-UjW7GQe1SNmG7cgTE5kXDHkdTpXPrV2IKahFd1v-W89IBjtF=s40-c-rp-mo-ba2-br100,True,8,1.0,,,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwLS02VFdREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICp--6TWQ%7CCgsInqXYpgYQ0MyjMw%7C?hl=en-US,5.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwLS02VFdREAE,"ayer atendieron en urgencias a mi hijo con un traumatismo encefálico, derivó en amnesia, le atendieron medico de urgencias y neurolo, el trato excelente, grandes profesionales con mayo vocación, no escatimaron en hacerle todas las pruebas necesaria. gracias por el gran trabajo que hacéis a diario.",nieves roldan torres,https://www.google.com/maps/contrib/106384266180260331300?hl=en-US,106384266180260331300,https://lh3.googleusercontent.com/a/ACg8ocLyfXaHrKUmAhSH3oZg2QpnJkjodyksFNOyb1ayRT83=s40-c-rp-mo-br100,,5,,"ayer atendieron en urgencias a mi hijo con un traumatismo encefálico, derivó en amnesia, le atendieron medico de urgencias y neurolo, el trato excelente, grandes profesionales con mayo vocación, no escatimaron en hacerle todas las pruebas necesaria. gracias por el gran trabajo que hacéis a diario.","Yesterday they treated my son in the emergency room with a brain injury, which led to amnesia, he was treated by an emergency doctor and neurologist, the treatment was excellent, great professionals with great vocation, they did not skimp on doing all the necessary tests. Thank you for the great work you do every day.",3.0
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwdThDYXRRRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICpu8CatQE%7CCgsI-JPXpgYQsMWRYA%7C?hl=en-US,4.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwdThDYXRRRRAB,Buen hospital. Atienden rápido al menos en consulta de especialista,Vero MC,https://www.google.com/maps/contrib/116328609256426156514?hl=en-US,116328609256426156514,https://lh3.googleusercontent.com/a/ACg8ocLw7vyChVpQ8wJR0K5DXKNSdIrr6G1IsMxC8BXsjJNq=s40-c-rp-mo-ba5-br100,True,228,492.0,Buen hospital. Atienden rápido al menos en consulta de especialista,"Good hospital. They respond quickly, at least in specialist consultations",
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNweTc3Zmd3RRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICpy77fgwE%7CCgwI-9LTpgYQ2MT3rwM%7C?hl=en-US,4.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNweTc3Zmd3RRAB,,Matilde Magro Garrido,https://www.google.com/maps/contrib/104601081031400659477?hl=en-US,104601081031400659477,https://lh3.googleusercontent.com/a/ACg8ocJ4qTlJjEAXTYTjz8m0dv1-iBlk8uIw0G0KJN4ts9pA=s40-c-rp-mo-br100,,19,,,,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwODlDa1pREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICp89CkZQ%7CCgwI0fLRpgYQ-J62-QI%7C?hl=en-US,5.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwODlDa1pREAE,Lo mejor,Maria Jose Gil,https://www.google.com/maps/contrib/101368592373932487613?hl=en-US,101368592373932487613,https://lh3.googleusercontent.com/a/ACg8ocL_zKzRs4X9KrIhJ-s_OCv9R8ii0reQ-XKjc0-o80Y=s40-c-rp-mo-ba3-br100,True,14,,Lo mejor,The best,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwMWREZEp3EAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICp1dDdJw%7CCgwI_8vEpgYQgJ2xoQE%7C?hl=en-US,5.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwMWREZEp3EAE,,Laura,https://www.google.com/maps/contrib/111994543678360942069?hl=en-US,111994543678360942069,https://lh3.googleusercontent.com/a/ACg8ocJNWQPubTkoANxafTUcQUWxbUgxvfC0LMu3gyjgQaoNuFg=s40-c-rp-mo-ba3-br100,True,15,43.0,,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwaVliWnV3RRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICpiYbZuwE%7CCgwIn7G7pgYQgOXVjQE%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwaVliWnV3RRAB,"El personal excelente, muy amable. Aunque hay gran cola de espera para algunas pruebas.",Susana González,https://www.google.com/maps/contrib/112237621486178154112?hl=en-US,112237621486178154112,https://lh3.googleusercontent.com/a/ACg8ocIEk5wIGPJrtTrJlw4ndEDC7LzBJ0JZqIeFYbFjikkR=s40-c-rp-mo-br100,,190,2.0,"El personal excelente, muy amable. Aunque hay gran cola de espera para algunas pruebas.","Excellent staff, very friendly. Although there is a long waiting line for some tests.",
