,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,likes,user.local_guide,user.reviews,user.photos,snippet,extracted_snippet.original,extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSNmJiTmlRRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICR6bbNiQE%7CCgwIi5-1oQYQ-Ob42AM%7C?hl=en-US,5.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSNmJiTmlRRRAB,Rodrigo Baeza-Rojano Alvarez,https://www.google.com/maps/contrib/104432917516223467405?hl=en-US,104432917516223467405,https://lh3.googleusercontent.com/a-/ALV-UjUKvqfFrTMfE9WZ_7O70tpVrDEXfvzZ6hLq7FZHUPyneMk=s40-c-rp-mo-br100,,,,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSdG9UWFBREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICRtoTXPQ%7CCgwIur-goQYQ4PyWjgE%7C?hl=en-US,5.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSdG9UWFBREAE,Felix Rodriguez Herranz,https://www.google.com/maps/contrib/104776401081453657286?hl=en-US,104776401081453657286,https://lh3.googleusercontent.com/a/ACg8ocKHY55DBtPX8T_MCezc698wVOyvAE2YjFCItkAlkynz=s40-c-rp-mo-ba6-br100,1.0,True,19.0,1486.0,,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSbXMzQ0Z3EAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICRms3CFw%7CCgwI08SWoQYQwPudsgE%7C?hl=en-US,3.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSbXMzQ0Z3EAE,Narciso Aparicio,https://www.google.com/maps/contrib/112364254004185815077?hl=en-US,112364254004185815077,https://lh3.googleusercontent.com/a-/ALV-UjUcunl1ksHeuw9RfX9a_bRyZN9zwDOeiJXZ9Fln4UevnA=s40-c-rp-mo-ba4-br100,,True,117.0,247.0,,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSX0ppZTZBRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICR_Jie6AE%7CCgwIo4iJoQYQ2OuvnAI%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSX0ppZTZBRRAB,Paula Herraiz,https://www.google.com/maps/contrib/104313398875734784481?hl=en-US,104313398875734784481,https://lh3.googleusercontent.com/a/ACg8ocKUAG34oUkiPIOp0RdV4NqT6xeBmeXR5rPR7HgFzK9D=s40-c-rp-mo-br100,,,1.0,,Déficit en la cura de una úlcera en el talón a este paso casi lo pierdo porque me agrandaron la úlcera y me recetaron mes y medio un antibiótico que me creo resistencia a las bacterias que tenía en el talón y encima puse queja y encima me dijeron que no era problema suyo mi úlcera,Déficit en la cura de una úlcera en el talón a este paso casi lo pierdo porque me agrandaron la úlcera y me recetaron mes y medio un antibiótico que me creo resistencia a las bacterias que tenía en el talón y encima puse queja y encima me dijeron que no era problema suyo mi úlcera,Deficit in the cure of a heel ulcer at this rate I almost lost it because they enlarged the ulcer and they prescribed me an antibiotic for a month and a half that created resistance to the bacteria that I had on my heel and on top of that I complained and on top of that they told me that my ulcer was not his problem
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSdk9EcVFBEAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICRvODqQA%7CCgwI4-OHoQYQ8IncmgE%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSdk9EcVFBEAE,Lucia Sanchez herrador,https://www.google.com/maps/contrib/109503470277449591351?hl=en-US,109503470277449591351,https://lh3.googleusercontent.com/a/ACg8ocJF3nEhmtzOlxrTw6Etd_l_bN-odg8413agp-dnOldk=s40-c-rp-mo-br100,1.0,,2.0,,"Soy de Alcorcón desde que nací, las veces que vienes malo ni te atienden, hablan grosero, te tiras horas y te ponen escudas de que hay una urgencia, es el peor hospital que conozco.","Soy de Alcorcón desde que nací, las veces que vienes malo ni te atienden, hablan grosero, te tiras horas y te ponen escudas de que hay una urgencia, es el peor hospital que conozco.","I have been from Alcorcón since I was born, the times you come in sick they don't even treat you, they speak rudely, you spend hours and they put up shields that there is an emergency, it is the worst hospital I know."
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSM05fRllnEAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICR3N_FYg%7CCgsIwN-HoQYQ-PPsLA%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSM05fRllnEAE,Mila Moreno,https://www.google.com/maps/contrib/110849831612680978348?hl=en-US,110849831612680978348,https://lh3.googleusercontent.com/a/ACg8ocKlDp2hK18vOgLcMSKdSwMyx8g3N26AU2O0aDgz_wkg=s40-c-rp-mo-ba4-br100,1.0,True,62.0,2.0,"Vergonzoso. En un día en que los médicos estaban de huelga nadie es capaz de informar de que no se te va a atender. Me fui después de esperar dos horas. Si preguntas al personal te tratan como si te estuvieran haciendo un favor, y eso si te contestan.","Vergonzoso. En un día en que los médicos estaban de huelga nadie es capaz de informar de que no se te va a atender. Me fui después de esperar dos horas. Si preguntas al personal te tratan como si te estuvieran haciendo un favor, y eso si te contestan.","Shameful. On a day when the doctors were on strike, no one is capable of reporting that you are not going to be treated. I left after waiting two hours. If you ask the staff they treat you as if they were doing you a favor, and that's if they answer you."
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSck5uWUxREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICRrNnYLQ%7CCgwIpfqEoQYQ6OzjrwI%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSck5uWUxREAE,Marga Ibañez,https://www.google.com/maps/contrib/117175580571124509703?hl=en-US,117175580571124509703,https://lh3.googleusercontent.com/a/ACg8ocKSsITtAcQI9VNODwjgOL0KH5W-2HF5bfJggVG9Okrn=s40-c-rp-mo-br100,2.0,,15.0,,Un año de espera para dos revisiones importantes y nadie me da una solución. Una vergüenza,Un año de espera para dos revisiones importantes y nadie me da una solución. Una vergüenza,A year of waiting for two major reviews and no one gives me a solution. A shame
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSOUotWDRnRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICR9J-X4gE%7CCgsIh_yBoQYQiIC1Rg%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSOUotWDRnRRAB,Matias Villarreal,https://www.google.com/maps/contrib/103306407376265952622?hl=en-US,103306407376265952622,https://lh3.googleusercontent.com/a/ACg8ocKAx3oQGtg31UkxOr4NliwPVGIYPEETR2LoVtQFdZP4=s40-c-rp-mo-br100,2.0,,3.0,,"Hoy domingo 26 de marzo de 2023 he acudido al servivio de urgencias del hospital de Alcorcon , hace un mes ingrese de urgencias con una neumonía grave . Hoy he vuelto porque me dolía el pecho los riñones y la garganta y llevo con afonia 15 días desde que me quitaron el antibiótico , bueno pues me han echo un análisis una radiografía de tórax y no me ha visto un otorrino no me han mirado la garganta ni nada parecido . Al pedir que me viese un otorrino porque mi padre padeció cáncer de garganta las dos doctoras que me han atendido se han sonreído entre sí y me han dicho que ya tengo cita para el otorrino el día 5 de junio, y que no había otorrino. Y me han dado el alta sin más tratamiento que paracetamol . Me parece una tomadura de pelo aparte de una falta de respeto yo no voy al hospital por capricho . Mal muy mal y muy poco tacto tienen la doctora Mata y la doctora Palencia . Espero que recapaciten y si no les gusta su trabajo que se dediquen a otra cosa. Sin más un saludo.","Hoy domingo 26 de marzo de 2023 he acudido al servivio de urgencias del hospital de Alcorcon , hace un mes ingrese de urgencias con una neumonía grave . Hoy he vuelto porque me dolía el pecho los riñones y la garganta y llevo con afonia 15 días desde que me quitaron el antibiótico , bueno pues me han echo un análisis una radiografía de tórax y no me ha visto un otorrino no me han mirado la garganta ni nada parecido . Al pedir que me viese un otorrino porque mi padre padeció cáncer de garganta las dos doctoras que me han atendido se han sonreído entre sí y me han dicho que ya tengo cita para el otorrino el día 5 de junio, y que no había otorrino. Y me han dado el alta sin más tratamiento que paracetamol . Me parece una tomadura de pelo aparte de una falta de respeto yo no voy al hospital por capricho . Mal muy mal y muy poco tacto tienen la doctora Mata y la doctora Palencia . Espero que recapaciten y si no les gusta su trabajo que se dediquen a otra cosa. Sin más un saludo.","Today, Sunday, March 26, 2023, I went to the emergency service at the Alcorcon hospital. A month ago, I entered the emergency room with severe pneumonia. Today I came back because my chest, kidneys and throat hurt and I have been suffering from hoarseness for 15 days since they took me off the antibiotic. Well, they did an analysis, a chest x-ray, and an ENT doctor hasn't seen me, they haven't looked at my throat. Nor nothing alike . When I asked to see an ENT doctor because my father suffered from throat cancer, the two doctors who treated me smiled at each other and told me that I already had an appointment for the ENT doctor on June 5, and that there was no ENT doctor. And they discharged me without any treatment other than paracetamol. I think it's a joke apart from a lack of respect, I don't go to the hospital on a whim. Bad, very bad and very little tact Dr. Mata and Dr. Palencia have. I hope they reconsider and if they don't like their job, they dedicate themselves to something else. Without further ado, greetings."
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSbFBiSFBBEAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICRlPbHPA%7CCgwI5Zv-oAYQ0I-q6QI%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSbFBiSFBBEAE,Beatriz,https://www.google.com/maps/contrib/115205747527282847362?hl=en-US,115205747527282847362,https://lh3.googleusercontent.com/a/ACg8ocIRQWUJcHgt55YtwC_5EPx08ec0WcjWWMWv-8K2JKGWRXY=s40-c-rp-mo-br100,1.0,,3.0,,"UNA VERGÜENZA LA ZONA DE PEDIATRÍA.
Hemos ido esta noche de urgencias porque nuestro bebé llevaba varios días muy decaído, sin querer comer  y con fiebre que intentábamos controlar con dalsy y decidimos ir porque tenía un llanto de dolor que no conseguíamos calmar.
La ""profesional"" que nos atendió lo primero que nos a dicho según hemos entrado es
"" Pues yo no veo tan mal al niño"" a lo que muy educadamente le hemos explicado lo que le pasaba, los días que lleva mal y que no es normal en él, ni sus llantos, ni que no quiera comer, ni obviamente la fiebre.
De forma muy seca nos ha seguido haciendo algunas preguntas y se ha dignado a mirarle los oídos. Uno se lo ha visto rojito y el otro directamente no se lo ha mirado porque tenía cera por dentro Y ya con eso daba por concluida la consulta. Ha venido una supervisora y ha mirado algo más al niño porque eso era de VERGÜENZA!!!! entre tantas, su pregunta ha sido que sí le ha mirado mejor su pediatra del centro de salud!!!!!! A lo que le he cnt que no, porque empezó con fiebre el jueves , se la íbamos controlando con dalsy y si finalmente hemos decidido ir era porque era un llanto desconsolado ya que no se calmaba y era sábado noche..
cuando he preguntado qué le podía pasar porque conozco bien a mi hijo y algo le ocurre me a dicho encogiéndose de hombros que son cosas que ocurren y ya le he dicho que anteriormente también fuimos al hospital porque el niño estaba mal y según ellos tampoco le ocurría nada, me tuve que ir a otro centro y le detectaron una otitis hasta con heridas!!!!
Quiero dejar claro que el hospital no estaba saturado, en la sala de espera éramos tres y me parece increíble que alguien que se supone que tiene que tener tacto, vocación y PROFESIONALIDAD, trate así a los enfermos y sus familias.
Si podéis ahorraros el viaje e iros a un centro de calidad porque no va a servir de nada","UNA VERGÜENZA LA ZONA DE PEDIATRÍA.
Hemos ido esta noche de urgencias porque nuestro bebé llevaba varios días muy decaído, sin querer comer  y con fiebre que intentábamos controlar con dalsy y decidimos ir porque tenía un llanto de dolor que no conseguíamos calmar.
La ""profesional"" que nos atendió lo primero que nos a dicho según hemos entrado es
"" Pues yo no veo tan mal al niño"" a lo que muy educadamente le hemos explicado lo que le pasaba, los días que lleva mal y que no es normal en él, ni sus llantos, ni que no quiera comer, ni obviamente la fiebre.
De forma muy seca nos ha seguido haciendo algunas preguntas y se ha dignado a mirarle los oídos. Uno se lo ha visto rojito y el otro directamente no se lo ha mirado porque tenía cera por dentro Y ya con eso daba por concluida la consulta. Ha venido una supervisora y ha mirado algo más al niño porque eso era de VERGÜENZA!!!! entre tantas, su pregunta ha sido que sí le ha mirado mejor su pediatra del centro de salud!!!!!! A lo que le he cnt que no, porque empezó con fiebre el jueves , se la íbamos controlando con dalsy y si finalmente hemos decidido ir era porque era un llanto desconsolado ya que no se calmaba y era sábado noche..
cuando he preguntado qué le podía pasar porque conozco bien a mi hijo y algo le ocurre me a dicho encogiéndose de hombros que son cosas que ocurren y ya le he dicho que anteriormente también fuimos al hospital porque el niño estaba mal y según ellos tampoco le ocurría nada, me tuve que ir a otro centro y le detectaron una otitis hasta con heridas!!!!
Quiero dejar claro que el hospital no estaba saturado, en la sala de espera éramos tres y me parece increíble que alguien que se supone que tiene que tener tacto, vocación y PROFESIONALIDAD, trate así a los enfermos y sus familias.
Si podéis ahorraros el viaje e iros a un centro de calidad porque no va a servir de nada","THE PEDIATRICS AREA IS A SHAME.
We went to the emergency room tonight because our baby had been very weak for several days, not wanting to eat and with a fever that we tried to control with dalsy and we decided to go because he was crying in pain that we couldn't calm down.
The ""professional"" who attended us, the first thing she told us as we entered was
""Well, I don't see the child as bad,"" to which we very politely explained what was happening to him, the days he had been ill and that it was not normal for him, nor his crying, nor the fact that he did not want to eat, nor obviously the fever. .
In a very dry manner he continued asking us some questions and deigned to look into our ears. One looked red and the other didn't look at it at all because it had wax inside. And with that, the consultation was concluded. A supervisor came and looked at the child a little more because that was SHAME!!!! Among many, his question has been that his pediatrician at the health center has looked at him better!!!!!! To which I told him no, because he started with a fever on Thursday, we were controlling it with dalsy and if we finally decided to go it was because he was crying inconsolably since he did not calm down and it was Saturday night...
When I asked what could happen to him because I know my son well and something happens to him, he told me with a shrug of his shoulders that these are things that happen and I have already told him that previously we also went to the hospital because the child was unwell and according to them it wasn't happening to him either. nothing, I had to go to another center and they detected an otitis with even wounds!!!!
I want to make it clear that the hospital was not saturated, there were three of us in the waiting room and it seems incredible to me that someone who is supposed to have tact, vocation and PROFESSIONALISM, treats the sick and their families like this.
If you can save the trip and go to a quality center because it will not be of any use."
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSMk5XaXlnRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICR2NWiygE%7CCgwIqKP3oAYQ4POv2gE%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSMk5XaXlnRRAB,mercedes gil,https://www.google.com/maps/contrib/100454013471827289353?hl=en-US,100454013471827289353,https://lh3.googleusercontent.com/a-/ALV-UjUNnTUXn6CORPIa4WLEulk_i6zJvM7DzLuYGX_aT_gin9nI=s40-c-rp-mo-ba3-br100,3.0,True,23.0,3.0,"Penoso!! Desde septiembre del 2022, llevan anulando la cita, a día de hoy sigo sin tener consulta","Penoso!! Desde septiembre del 2022, llevan anulando la cita, a día de hoy sigo sin tener consulta","Painful!! Since September 2022, they have been canceling the appointment, to this day I still have no consultation"
