,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,user.local_guide
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKN3I2VVhREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICJ7r6UXQ%7CCgwI8KrspAYQwMuGvwE%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKN3I2VVhREAE,"Quiero felicitar al Servicio de Oftalmología el de Urología y el de digestivo,Mucha profesionalidad ,agrado y puntualidad ,muchas gracias",1.0,José Luis M,https://www.google.com/maps/contrib/115537173939624049576?hl=en-US,115537173939624049576,https://lh3.googleusercontent.com/a-/ALV-UjU9dRBzsk49bu8oVW7iH2fkwTVQTwEGtVJSjtBrKTrrbM8F=s40-c-rp-mo-br100,37,1.0,"Quiero felicitar al Servicio de Oftalmología el de Urología y el de digestivo,Mucha profesionalidad ,agrado y puntualidad ,muchas gracias","I want to congratulate the Ophthalmology Service, the Urology Service and the Digestive Service, a lot of professionalism, pleasantness and punctuality, thank you very much",
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKanJhckdBEAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICJjrarGA%7CCgwI76HqpAYQsK_EhgI%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKanJhckdBEAE,,,Rafael Gatell,https://www.google.com/maps/contrib/105842747337563747521?hl=en-US,105842747337563747521,https://lh3.googleusercontent.com/a-/ALV-UjVzc0V_O8B31PqLFkRhldKjQ-pWlNOz3CBX4QJ6gR75iQ=s40-c-rp-mo-ba4-br100,81,2.0,,,True
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKNXNqS3RRRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICJ5sjKtQE%7CCgsIwvLlpAYQ-N-FGQ%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKNXNqS3RRRRAB,"Incompetente la Unidad Inflamatoria de Digestivo. Mi pareja lleva meses asistiendo al hospital para tratamiento de enfermedad de Crohn, insistiendo al DR cuyo nombre ni menciono (porque YO SI tengo educación y respeto) los síntomas adversos de las bombas medicamentosas que le estaba metiendo y a él le daba exactamente igual. Fallaba en las citas telefónicas y para colmo, cuando le informamos de desistir de su pésimo servicio, le hace a mí pareja un informe por despecho alegando que su situación psicológica sugestiona su enfermedad, es decir, QUE SE LO ESTA INVENTANDO. Vergonzoso que este señor trate así a los pacientes que dice cuidar. No volveremos.",2.0,Paula PT,https://www.google.com/maps/contrib/115642115824838152173?hl=en-US,115642115824838152173,https://lh3.googleusercontent.com/a-/ALV-UjVxU_sxL1Y5z2J3cvC1ygMoUaw5CTAxGdb7oc1VaFpN1pk=s40-c-rp-mo-br100,20,1.0,"Incompetente la Unidad Inflamatoria de Digestivo. Mi pareja lleva meses asistiendo al hospital para tratamiento de enfermedad de Crohn, insistiendo al DR cuyo nombre ni menciono (porque YO SI tengo educación y respeto) los síntomas adversos de las bombas medicamentosas que le estaba metiendo y a él le daba exactamente igual. Fallaba en las citas telefónicas y para colmo, cuando le informamos de desistir de su pésimo servicio, le hace a mí pareja un informe por despecho alegando que su situación psicológica sugestiona su enfermedad, es decir, QUE SE LO ESTA INVENTANDO. Vergonzoso que este señor trate así a los pacientes que dice cuidar. No volveremos.","Incompetent Digestive Inflammatory Unit. My partner has been attending the hospital for Crohn's disease treatment for months, insisting to the DR whose name I don't even mention (because I DO have education and respect) about the adverse symptoms of the medication pumps he was giving him and he didn't care exactly. He failed in telephone appointments and to make matters worse, when we informed him to desist from his terrible service, he made a report to my partner out of spite alleging that his psychological situation suggests his illness, that is, THAT HE IS MAKING IT UP. Shameful that this man treats the patients he claims to care for like this. We will not return.",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKMHJDZnlBRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICJ0rCfyAE%7CCgwIqfXZpAYQ0PH-0wE%7C?hl=en-US,3.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKMHJDZnlBRRAB,"Poco espacio para aparcar, debes hacerlo en el de pago.",,manuel vargas mejias,https://www.google.com/maps/contrib/101234213454455393377?hl=en-US,101234213454455393377,https://lh3.googleusercontent.com/a-/ALV-UjXHXuBAlEa-5yJU2KkybYVZxrHHgpCjP60G8MLGRLTP7HY=s40-c-rp-mo-ba3-br100,21,38.0,"Poco espacio para aparcar, debes hacerlo en el de pago.","Little space to park, you must do it in the paid parking lot.",True
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHZ3ZyaDdnRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgICGgvrh7gE%7CCgsIpoq4pAYQ6PnvdQ%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNHZ3ZyaDdnRRAB,"Una vergüenza como esta la sanidad pública. Voy al hospital por dolor en el pecho, tos , y falta de aire y lo primero me mandan a sala de covid a las 15:30 del mediodía, recién llegada de trabajar y por supuesto sin comer.  Lo primero lógico prueba covid, y da negativo, y después me pasan a la sala de espera general.  Veo que llega gente después que yo, a las 17h, a las 18h y que les llaman y pasan para ser atendidos, y yo sigo en la sala esperando. Pregunto en tres ocasiones y me dicen que no es por orden de llegada, es por orden de urgencia, osea que estoy con dolor de pecho, tos y me falta el aire y los que vienen después que no se ven que tengan ni cara de dolor pasan antes. A las 21:30 pasó y me dice el médico que me atiende que las pruebas a realizar por protocolo, analítica y después radiagrafia tardarán de 3 a 4 horas más. Evidentemente primero lo acepto, después de esperar 15 minutos más entro y les digo que me voy que ni me llamen.  Yo , como todos pagamos para ser atendidos, no es gratis, y si quiero ser atendido tengo que estar como 10 o 12 horas para saber que tengo. Habia gente desde las 9, y 11 de la mañana allí. Que ascoooo que tengamos esta sanidad, cuanta gente morira por esta falta de atención y de humanidad. Hasta cuando vamos a seguir soportando esto??? Igual que hemos aplaudido, pq no salimos a las calles ahora a luchar por lo que es nuestro y nos han quitado??? BASTA YA!!!!",,Marbe Y.R,https://www.google.com/maps/contrib/109262748148046530899?hl=en-US,109262748148046530899,https://lh3.googleusercontent.com/a/ACg8ocL_p2Zr7btVG4bppSWiNfj3ia5sRKKwyO7SZGizRyWg=s40-c-rp-mo-br100,15,2.0,"Una vergüenza como esta la sanidad pública. Voy al hospital por dolor en el pecho, tos , y falta de aire y lo primero me mandan a sala de covid a las 15:30 del mediodía, recién llegada de trabajar y por supuesto sin comer.  Lo primero lógico prueba covid, y da negativo, y después me pasan a la sala de espera general.  Veo que llega gente después que yo, a las 17h, a las 18h y que les llaman y pasan para ser atendidos, y yo sigo en la sala esperando. Pregunto en tres ocasiones y me dicen que no es por orden de llegada, es por orden de urgencia, osea que estoy con dolor de pecho, tos y me falta el aire y los que vienen después que no se ven que tengan ni cara de dolor pasan antes. A las 21:30 pasó y me dice el médico que me atiende que las pruebas a realizar por protocolo, analítica y después radiagrafia tardarán de 3 a 4 horas más. Evidentemente primero lo acepto, después de esperar 15 minutos más entro y les digo que me voy que ni me llamen.  Yo , como todos pagamos para ser atendidos, no es gratis, y si quiero ser atendido tengo que estar como 10 o 12 horas para saber que tengo. Habia gente desde las 9, y 11 de la mañana allí. Que ascoooo que tengamos esta sanidad, cuanta gente morira por esta falta de atención y de humanidad. Hasta cuando vamos a seguir soportando esto??? Igual que hemos aplaudido, pq no salimos a las calles ahora a luchar por lo que es nuestro y nos han quitado??? BASTA YA!!!!","Public health is a shame like this. I go to the hospital for chest pain, cough, and shortness of breath and the first thing they send me to the covid ward at 3:30 p.m., fresh from work and of course without eating. The logical first thing is to test for covid, and it is negative, and then they move me to the general waiting room. I see that people arrive after me, at 5 p.m., at 6 p.m. and they call them and they come in to be attended to, and I am still in the room waiting. I ask three times and they tell me that it is not in order of arrival, it is in order of urgency, I mean I have chest pain, cough and I am short of breath and those who come after do not even look like they are in pain. they happen before. At 9:30 p.m. it happened and the doctor who is treating me tells me that the tests to be performed according to protocol, analysis and then x-ray will take 3 to 4 more hours. Obviously I accept it first, after waiting 15 more minutes I go in and tell them I'm leaving so they don't even call me. As we all pay to be treated, it is not free, and if I want to be treated I have to be there for about 10 or 12 hours to know what I have. There were people there from 9 and 11 in the morning. How disgusting that we have this healthcare, how many people will die from this lack of care and humanity. How long are we going to continue putting up with this??? Just as we have applauded, why don't we take to the streets now to fight for what is ours and has been taken from us??? ENOUGH NOW!!!!",
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4czczZ3ZRRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDxs73gvQE%7CCgwI6LmnpAYQoLTr0QI%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4czczZ3ZRRRAB,"Muy mal hospital y llevo viniendo toda la vida a el, lo peor cuando vienes de urgencia la mala cara que te ponen, las malas formas de dirigirse al paciente, secreen que nos aburrimos y queremos verles la cara de amargados que tienen, y tenemos que aguantar su falta de modales, te dejan aquí tirado sin solucionarte nada",1.0,Jordi,https://www.google.com/maps/contrib/100439572111018794882?hl=en-US,100439572111018794882,https://lh3.googleusercontent.com/a-/ALV-UjWWbsabVsdmiK9r8_aQ2VZe2qAY-gbjouz1CpaDqRq0gbU=s40-c-rp-mo-ba2-br100,20,3.0,"Muy mal hospital y llevo viniendo toda la vida a el, lo peor cuando vienes de urgencia la mala cara que te ponen, las malas formas de dirigirse al paciente, secreen que nos aburrimos y queremos verles la cara de amargados que tienen, y tenemos que aguantar su falta de modales, te dejan aquí tirado sin solucionarte nada","Very bad hospital and I have been coming to it all my life, the worst thing is when you come in urgently, the bad face they give you, the bad ways of addressing the patient, they think we are bored and we want to see the bitter face they have, and we have to put up with their lack of manners, they leave you lying here without solving anything",True
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4MDdPbUZREAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDx07OmFQ%7CCgwI0u2mpAYQkJ2SrgM%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4MDdPbUZREAE,"Estas semanas me han atendido con mucha educación y amabilidad. Tenía unos análisis, una colonoscopia y un TAC. Todos los profesionales han sido amables, rápidos y eficaces",1.0,Álex Mira,https://www.google.com/maps/contrib/111320408597416000267?hl=en-US,111320408597416000267,https://lh3.googleusercontent.com/a-/ALV-UjXnJXaulN_mhtcahWXjxV2sVMwEJvgjG5CDGcPNz2Pc2WY=s40-c-rp-mo-ba3-br100,51,7.0,"Estas semanas me han atendido con mucha educación y amabilidad. Tenía unos análisis, una colonoscopia y un TAC. Todos los profesionales han sido amables, rápidos y eficaces","These weeks they have treated me with great education and kindness. I had some tests, a colonoscopy and a CT scan. All the professionals have been friendly, fast and efficient",True
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4dVp1V0NnEAE!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDxuZuWCg%7CCgsImIaYpAYQyNWMXw%7C?hl=en-US,4.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4dVp1V0NnEAE,Buen hospital,,Mª LOURDES DEL CAMPO,https://www.google.com/maps/contrib/110854836978836314343?hl=en-US,110854836978836314343,https://lh3.googleusercontent.com/a/ACg8ocIOGbFxfOvosu-Y-ST4Azd7I7km08UTLfctiw_m1Z0p=s40-c-rp-mo-br100,12,4.0,Buen hospital,good hospital,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4enJpeHdnRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDxzrixwgE%7CCgwIhJ-GpAYQ-PDmzwM%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4enJpeHdnRRAB,"Un desastre de hospital, a mi madre le programaron una intervención quirúrjica y después de ir en ayunas, como se pidió, le dicen que no tiene nada programado. Una hora después, una vez en casa le llaman diciendo que ha sido un error, que le habían programado para 2 días distintos, que sí la tenía que vuelva otra vez pero ya no la podían operar porque había desayunado.
Y encima a mi no me quieren hacer justificante para el trabajo por lo que pierdo un día de mis vacaciones. UNA VERGÜENZA.",2.0,mayte catela,https://www.google.com/maps/contrib/102495745559456749085?hl=en-US,102495745559456749085,https://lh3.googleusercontent.com/a/ACg8ocIY6OMC-UDFK8ibqZ65EA8m-d8ZBCPsp8Rl-raqsPRX=s40-c-rp-mo-br100,17,,"Un desastre de hospital, a mi madre le programaron una intervención quirúrjica y después de ir en ayunas, como se pidió, le dicen que no tiene nada programado. Una hora después, una vez en casa le llaman diciendo que ha sido un error, que le habían programado para 2 días distintos, que sí la tenía que vuelva otra vez pero ya no la podían operar porque había desayunado.
Y encima a mi no me quieren hacer justificante para el trabajo por lo que pierdo un día de mis vacaciones. UNA VERGÜENZA.","A hospital disaster, my mother was scheduled for surgery and after fasting, as requested, they told her that she has nothing scheduled. An hour later, once at home they called her saying that it was a mistake, that they had scheduled her for 2 different days, that she did have to come back again but they couldn't operate on her because she had had breakfast.
And on top of that, they don't want to give me proof of work, so I lose a day of my vacation. A SHAME.",
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4ck5EaW9nRRAB!2m1!1s0x0:0x2485c300bbdbbc52!3m1!1s2@1:CIHM0ogKEICAgIDxrNDiogE%7CCgwIvqTsowYQ6I6AlQI%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4ck5EaW9nRRAB,"No hemos podido tener peores experiencias en este hospital, todo el pe sonal super desagradable, vas una vez te tratan mal y dices bueno será que a esa persona la he encontrado en un mal día pero es que vas al mes siguiente y la siguiente es aún peor, mi hermana embarazada a punto de perder un bebé por malas decisiones por parte del personal incompetente, finalmente se está tratando en el hospital de Móstoles y expectacular el trato en todas las ocasiones son como la noche y el día, no entiendo cómo permiten tener personal tan mal cualificado en el hospital de Alcorcón. Si yo fuera el jefe se quedaba vacío.",1.0,ConguitO 7R,https://www.google.com/maps/contrib/111079776989666680962?hl=en-US,111079776989666680962,https://lh3.googleusercontent.com/a/ACg8ocKMdNHOHWdF0lwvRwf7bWBlYrPQjJOopEGxuHoU2Ij1=s40-c-rp-mo-br100,10,8.0,"No hemos podido tener peores experiencias en este hospital, todo el pe sonal super desagradable, vas una vez te tratan mal y dices bueno será que a esa persona la he encontrado en un mal día pero es que vas al mes siguiente y la siguiente es aún peor, mi hermana embarazada a punto de perder un bebé por malas decisiones por parte del personal incompetente, finalmente se está tratando en el hospital de Móstoles y expectacular el trato en todas las ocasiones son como la noche y el día, no entiendo cómo permiten tener personal tan mal cualificado en el hospital de Alcorcón. Si yo fuera el jefe se quedaba vacío.","We could not have had worse experiences in this hospital, all the staff are super unpleasant, you go once they treat you badly and you say well it must be that I found that person on a bad day but the thing is that you go the following month and the next one is still Worse, my pregnant sister on the verge of losing a baby due to bad decisions by incompetent staff, is finally being treated at the Móstoles hospital and the treatment on all occasions is like night and day, I don't understand how they allow her to have such poorly qualified staff at the Alcorcón hospital. If I were the boss it would be empty.",
