,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,snippet,likes,extracted_snippet.original,extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4ajlHQTJBRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICxj9GA2AE%7CCgwIxP3OowYQsPrOoQM%7C?hl=en-US,3.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4ajlHQTJBRRAB,Pichuli Chuli,https://www.google.com/maps/contrib/109611581685528333454?hl=en-US,109611581685528333454,https://lh3.googleusercontent.com/a-/ALV-UjWFIeOeniRddysMBcmScLGD1OhaFF8RFYmPdaltrTz-Oo8=s40-c-rp-mo-ba4-br100,True,13,382.0,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4MTRTS1NBEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx14SKSA%7CCgwIuanMowYQuILk1QM%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4MTRTS1NBEAE,Manuel Rodriguez,https://www.google.com/maps/contrib/117878553949735228133?hl=en-US,117878553949735228133,https://lh3.googleusercontent.com/a/ACg8ocLC2o6LvKiAZHjnS0Q2BEg57Nbjtxka9fygx3AgyGLC=s40-c-rp-mo-br100,,7,,"Se entra en urgencias con ambulancia  tumbado ,sientan a mi suegro con dolor en estómago y tórax. Se tiran dos horas en una sala, se reclama asistencia..se Bufan..que es normal esperar 4 o 5 horas tanto en consulta 1 como en atención al paciente. Cómo incluso preguntando a los auxiliares, el guardia,dice que esperen en una salita con más pacientes.y todo esto es normal o es penoso...",6.0,"Se entra en urgencias con ambulancia  tumbado ,sientan a mi suegro con dolor en estómago y tórax. Se tiran dos horas en una sala, se reclama asistencia..se Bufan..que es normal esperar 4 o 5 horas tanto en consulta 1 como en atención al paciente. Cómo incluso preguntando a los auxiliares, el guardia,dice que esperen en una salita con más pacientes.y todo esto es normal o es penoso...","You enter the emergency room with an ambulance lying down, they sit my father-in-law with pain in his stomach and chest. You spend two hours in a room, you ask for assistance... you Bufan... that it is normal to wait 4 or 5 hours both in consultation 1 and in patient care. How even when asking the assistants, the guard says to wait in a room with more patients. And is all this normal or is it painful..."
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4NTZlbXFRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx56emqQE%7CCgwI1fzKowYQ-KHCzgE%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4NTZlbXFRRRAB,Alejandro Ramos Pereiro,https://www.google.com/maps/contrib/112515118396822687860?hl=en-US,112515118396822687860,https://lh3.googleusercontent.com/a-/ALV-UjWlsMZh81IVERIE-KhqCUh6HgwIjoSbI91nLBvwi0Vhchg=s40-c-rp-mo-ba3-br100,True,17,,"3 horas y media en urgencias y todavía no he pasado a consulta.

La verdad, después de haber venido varías veces a este hospital, ni me sorprende ver las salas de esperas vacías, celadores fumando y las pantallas que no avanzan.",,"3 horas y media en urgencias y todavía no he pasado a consulta.

La verdad, después de haber venido varías veces a este hospital, ni me sorprende ver las salas de esperas vacías, celadores fumando y las pantallas que no avanzan.","3 and a half hours in the emergency room and I still haven't gone to the consultation.

The truth is, after having come to this hospital several times, I am not even surprised to see the empty waiting rooms, guards smoking and the screens that do not move."
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4MjdqQ3l3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx27jCywE%7CCgsIsYrEowYQqOKuMw%7C?hl=en-US,5.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4MjdqQ3l3RRAB,Salvador Guzmán,https://www.google.com/maps/contrib/112399304387000515873?hl=en-US,112399304387000515873,https://lh3.googleusercontent.com/a/ACg8ocKoABlNKBBlWP1sWbFAX7v08nY2njJ3qnFG6tZ5-htR=s40-c-rp-mo-br100,,1,,"Quería dar las gracias a todo el mundo (desde doctoras hasta el personal de limpieza) que atendió a mi madre en la torre 3, habitación 680  por la atención  que recibió en los veintitrés días que estuvo ingresada.
A pesar de las múltiples patologías que padecía mi madre, las doctoras que la llevaron intentaron en todo momento su recuperación. Falleció el día tres pero el cariño recibido en ese hospital nunca lo olvidaremos.
Muchas gracias por todo.",2.0,"Quería dar las gracias a todo el mundo (desde doctoras hasta el personal de limpieza) que atendió a mi madre en la torre 3, habitación 680  por la atención  que recibió en los veintitrés días que estuvo ingresada.
A pesar de las múltiples patologías que padecía mi madre, las doctoras que la llevaron intentaron en todo momento su recuperación. Falleció el día tres pero el cariño recibido en ese hospital nunca lo olvidaremos.
Muchas gracias por todo.","I wanted to thank everyone (from the doctors to the cleaning staff) who cared for my mother in tower 3, room 680 for the care she received in the twenty-three days she was admitted.
Despite the multiple pathologies that my mother suffered from, the doctors who took her tried at all times to recover her. He passed away on day three but we will never forget the love received in that hospital.
Many thanks for everything."
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4NjR1d0R3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx64uwDw%7CCgsIsIrDowYQkMT7Yw%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4NjR1d0R3EAE,Gonsalvesss,https://www.google.com/maps/contrib/114869944817680991272?hl=en-US,114869944817680991272,https://lh3.googleusercontent.com/a-/ALV-UjUWjC9eH5WLtSEGGPGZc8-hLuIOxg53p9DEBh1xTgiKgVg=s40-c-rp-mo-br100,,2,,"Sois unos hijosdeputa, tanta sanidad publica que tenemos en este país que es la mejor del mundo y llevo 7 meses con la rodilla rota y no sois capaces ni de llamarme, aparte de no coger ni el telefono, fallais vuestra palabra diciendome que me llamariais oara indicarme dia de operacion, ademas de tardar 4 meses solo en hacerme una simple resonancia, y otros 3 en darme los resultados , sigo esperando que me llameis para decirme cuando me operan y aun asi me dareis fecha de aqui a un año, vaya sinverguenzas vagos",2.0,"Sois unos hijosdeputa, tanta sanidad publica que tenemos en este país que es la mejor del mundo y llevo 7 meses con la rodilla rota y no sois capaces ni de llamarme, aparte de no coger ni el telefono, fallais vuestra palabra diciendome que me llamariais oara indicarme dia de operacion, ademas de tardar 4 meses solo en hacerme una simple resonancia, y otros 3 en darme los resultados , sigo esperando que me llameis para decirme cuando me operan y aun asi me dareis fecha de aqui a un año, vaya sinverguenzas vagos","You are sons of bitches, so much public health care that we have in this country is the best in the world and I have had a broken knee for 7 months and you are not even able to call me, apart from not even picking up the phone, you fail your word by telling me that you would call me again tell me the day of the operation, in addition to taking 4 months just to do a simple MRI, and another 3 to give me the results, I'm still waiting for you to call me to tell me when I'm having surgery and even then you'll give me a date a year from now, what lazy scoundrels"
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4Zzk3cGhRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICxg97phQE%7CCgwIrLC4owYQqP335QI%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4Zzk3cGhRRRAB,Amaya hernando,https://www.google.com/maps/contrib/103898142278395505283?hl=en-US,103898142278395505283,https://lh3.googleusercontent.com/a-/ALV-UjUWqHrVD0yf0V7oo8szW4npHSAx2FrRWSt0tdxfpEoStHN1=s40-c-rp-mo-br100,,1,2.0,De los peores hospitales que he visto.,,De los peores hospitales que he visto.,One of the worst hospitals I have ever seen.
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4Zzl5enVnRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICxg9yzugE%7CCgwIt5q4owYQ4MufyAE%7C?hl=en-US,5.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4Zzl5enVnRRAB,O Cs,https://www.google.com/maps/contrib/110652615576081074357?hl=en-US,110652615576081074357,https://lh3.googleusercontent.com/a-/ALV-UjUNeMqB7__GXIjn0Z9GJA8Y1aSDyPiRTM6-8zM9mVKFIn8N=s40-c-rp-mo-br100,,17,,"Fui ayer por la tarde  atencion al paciente y solo estan de 9-14 , entonces me acerque al mostrador que hay nada mas entrar a la izda ( informacion ) y habia una chica ( no se el nombre ) , tenia una duda con una cita de mi hijo , se lo explique y enseguida me resolvio el problema, que gusto dar ir a los sitios y encontrarte con gente que te ayude y no te ponga pegas. Gracias por ser tan atenta y agradable .",1.0,"Fui ayer por la tarde  atencion al paciente y solo estan de 9-14 , entonces me acerque al mostrador que hay nada mas entrar a la izda ( informacion ) y habia una chica ( no se el nombre ) , tenia una duda con una cita de mi hijo , se lo explique y enseguida me resolvio el problema, que gusto dar ir a los sitios y encontrarte con gente que te ayude y no te ponga pegas. Gracias por ser tan atenta y agradable .","I went yesterday afternoon to patient care and they are only open from 9-14, so I approached the counter that is just inside on the left (information) and there was a girl (I don't know her name), I had a question about an appointment. My son, I explained it to him and he immediately solved my problem, what a pleasure it is to go to places and meet people who help you and don't give you trouble. Thank you for being so attentive and pleasant."
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4X1pYREx3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx_ZXDLw%7CCgsIseS3owYQ4K6fag%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4X1pYREx3EAE,Beatriz España,https://www.google.com/maps/contrib/105902854272213188672?hl=en-US,105902854272213188672,https://lh3.googleusercontent.com/a/ACg8ocL-NCa7nZSHuZ6gkSFNOtxArBSis-Ji5PLKOYHldpNO=s40-c-rp-mo-br100,,4,,Llevo más de 3 horas esperando para una cirugía ambulatoria bastante sencilla. No es de recibo. Preguntas y tampoco saben responder ni concretar. Gestionan los tiempos con mediocridad,1.0,Llevo más de 3 horas esperando para una cirugía ambulatoria bastante sencilla. No es de recibo. Preguntas y tampoco saben responder ni concretar. Gestionan los tiempos con mediocridad,I've been waiting for over 3 hours for a fairly simple outpatient surgery. It is not acceptable. You ask questions and they don't know how to answer or specify. They manage time with mediocrity
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4M2U2amdnRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx3e6jggE%7CCgwIk7O1owYQsMykyAE%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4M2U2amdnRRAB,Nana Walker,https://www.google.com/maps/contrib/113144484006757209387?hl=en-US,113144484006757209387,https://lh3.googleusercontent.com/a-/ALV-UjWo6KZeYjXujvqyS9-L8xmgVFPuYXCVZ631QDM71T7XgN0=s40-c-rp-mo-br100,,8,3.0,"Terrible la experiencia, estuve esperando un montón (3h) y había gente que estaba esperando desde hace 5-6h. En medio de la espera se fue la luz en el hospital alrededor de unos 15 minutos. Al final opté por irme a otro hospital porque no aguante más el dolor y no atendían. NO VAYAN, LOS DEJAN MORIR.",3.0,"Terrible la experiencia, estuve esperando un montón (3h) y había gente que estaba esperando desde hace 5-6h. En medio de la espera se fue la luz en el hospital alrededor de unos 15 minutos. Al final opté por irme a otro hospital porque no aguante más el dolor y no atendían. NO VAYAN, LOS DEJAN MORIR.","Terrible experience, I waited a long time (3 hours) and there were people who had been waiting for 5-6 hours. In the middle of the wait, the power went out at the hospital for about 15 minutes. In the end I chose to go to another hospital because I couldn't stand the pain anymore and they didn't treat me. DON'T GO, THEY LET YOU DIE."
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4M2VyOFRnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICx3er8Tg%7CCgwIu5u1owYQ2K7KgQE%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4M2VyOFRnEAE,Mayte Moreno,https://www.google.com/maps/contrib/106545195780508355540?hl=en-US,106545195780508355540,https://lh3.googleusercontent.com/a/ACg8ocLHQoRrGpji8ZenpeN_RMPzVkuJB8Jpeh7ElUX1zMQR=s40-c-rp-mo-br100,,14,,Urgencias!!! Jajajja me río yo vienes de URGENCIA te ven en la primera sala y más de 4 horas y no nos a visto el médico!!! La política hace mucho daño a la sanidad!!,,Urgencias!!! Jajajja me río yo vienes de URGENCIA te ven en la primera sala y más de 4 horas y no nos a visto el médico!!! La política hace mucho daño a la sanidad!!,"Emergencies!!! Hahaha I laugh, you come from the EMERGENCY, they see you in the first room and it's been more than 4 hours and the doctor hasn't seen us!!! Politics does a lot of damage to healthcare!!"
