,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,likes,user.local_guide,user.photos
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNScDdHMG13RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICRp7G0mwE%7CCgwIg-vZoQYQ6Le3jAI%7C?hl=en-US,2.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNScDdHMG13RRAB,"Que vergüenza de hospital, tienen un puñetero teléfono para todo, si quieres ayuda para un problema de un paciente, como  contactar con trabajo social, te mandan a atención al paciente, presencialmente, no te pasan la llamada a ningún sitio, de hecho creo que ni existe un departamento de trabajo social.",yaiza Michael,https://www.google.com/maps/contrib/118177498285261166159?hl=en-US,118177498285261166159,https://lh3.googleusercontent.com/a/ACg8ocJlxJBRv6W-nj63ln3RZke-XNd0YqIArDpA6Fdgc_yj=s40-c-rp-mo-br100,5,"Que vergüenza de hospital, tienen un puñetero teléfono para todo, si quieres ayuda para un problema de un paciente, como  contactar con trabajo social, te mandan a atención al paciente, presencialmente, no te pasan la llamada a ningún sitio, de hecho creo que ni existe un departamento de trabajo social.","What a shame of a hospital, they have a damn phone for everything, if you want help for a patient's problem, like contacting social work, they send you to patient care, in person, they don't pass the call anywhere, in fact I think that nor is there a social work department.",,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNScTRPR0pREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICRq4OGJQ%7CCgsI3o3ToQYQiL34Gw%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNScTRPR0pREAE,"Mi madre derivada desde atención primaria por un dolor de hace dos meses en la zona del costado, habiéndole hecho placa anteriormente y “sin ver nada”. Lleva desde las 17 de la tarde en urgencias para repetirle la placa. Se la han hecho en torno a las 21h, hace dos horas le han dicho que tiene 3 costillas fracturadas. Le hacen una analítica la cual se supone que tardaba hora y media. Dos horas para darle los resultados de la analítica y acaba de salir de urgencias. Desde las 17h, casi 12 horas. Esta es la sanidad pública “gratuita” que pagamos.",Aroa Ortiz Otero,https://www.google.com/maps/contrib/111823153808768811168?hl=en-US,111823153808768811168,https://lh3.googleusercontent.com/a/ACg8ocL5zypfRojmxfVXwT1vTcpJhcOPKEdHCP8syQJxSzSmTw=s40-c-rp-mo-ba2-br100,16,"Mi madre derivada desde atención primaria por un dolor de hace dos meses en la zona del costado, habiéndole hecho placa anteriormente y “sin ver nada”. Lleva desde las 17 de la tarde en urgencias para repetirle la placa. Se la han hecho en torno a las 21h, hace dos horas le han dicho que tiene 3 costillas fracturadas. Le hacen una analítica la cual se supone que tardaba hora y media. Dos horas para darle los resultados de la analítica y acaba de salir de urgencias. Desde las 17h, casi 12 horas. Esta es la sanidad pública “gratuita” que pagamos.","My mother was referred from primary care for pain two months ago in the side area, having previously had an X-ray done and “without seeing anything.” He has been in the emergency room since 5 p.m. to repeat the plate. They did it around 9pm, two hours ago they told him that he had 3 fractured ribs. They perform an analysis which was supposed to take an hour and a half. Two hours to give him the results of the analysis and he just left the emergency room. From 5pm, almost 12 hours. This is the “free” public healthcare that we pay for.",2.0,True,1.0
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSMDhXa193RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICR08Wk_wE%7CCgwIoLTOoQYQ4JHB0QE%7C?hl=en-US,1.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSMDhXa193RRAB,"Estoy en este hospital porq hay buenos profesionales en reumatologia ya que es el equipo del doctor Muñoz , el trato es muy bueno por parte de los profesionales pero listas de espera de broma llevo 5 meses para que me hagan una resonancia magnética ... Tanta lista de espera tienen? Si la tienen que deriven a otros hospitales públicos no entiendo a mi marido me han echo una resonancia de rodilla en un mes en la paz ... Y lo suyo no era importante lo mío si ya que tengo una enfermedad ... Y ya he estado dos veces en urgencias con un dolor insoportable y lo único que hacen es analgésicos a mansalva ... Y todos los brotes que he pasado en casa como siempre ...
Tendrían que buscar una solución. .",olga gonzalez,https://www.google.com/maps/contrib/103277910198585162925?hl=en-US,103277910198585162925,https://lh3.googleusercontent.com/a-/ALV-UjV2XTDVI5EMUJPbpY8HGolo7u7dDWD8cCCEr7rcAukVzg=s40-c-rp-mo-br100,27,"Estoy en este hospital porq hay buenos profesionales en reumatologia ya que es el equipo del doctor Muñoz , el trato es muy bueno por parte de los profesionales pero listas de espera de broma llevo 5 meses para que me hagan una resonancia magnética ... Tanta lista de espera tienen? Si la tienen que deriven a otros hospitales públicos no entiendo a mi marido me han echo una resonancia de rodilla en un mes en la paz ... Y lo suyo no era importante lo mío si ya que tengo una enfermedad ... Y ya he estado dos veces en urgencias con un dolor insoportable y lo único que hacen es analgésicos a mansalva ... Y todos los brotes que he pasado en casa como siempre ...
Tendrían que buscar una solución. .","I am in this hospital because there are good professionals in rheumatology since it is Dr. Muñoz's team, the treatment is very good from the professionals but waiting lists are a joke. It has been 5 months for me to have an MRI... So many lists How long do they have? If they have it, they should refer it to other public hospitals. I don't understand. My husband had a knee MRI done in a month in La Paz... And his thing wasn't important, but mine, since I have an illness... And I've already I've been to the emergency room twice with unbearable pain and the only thing they do is take painkillers at random... And all the outbreaks I've had at home as always...
They would have to find a solution. .",,,2.0
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSazViYWlBRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICRk5baiAE%7CCgwIqobNoQYQgOvKjQI%7C?hl=en-US,1.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSazViYWlBRRAB,"Una VERGÜENZA el servicio de urgencias. Más de 4 hrs esperando y nada que atienden, según todo va por la gravedad de la urgencia… todo es malos tratos y malas caras de todo el personal",A.G GGonzalez,https://www.google.com/maps/contrib/103648903855268007648?hl=en-US,103648903855268007648,https://lh3.googleusercontent.com/a/ACg8ocIzqpqfWLywhuYpQQgOpNSsou-qNx732RzDLqNBYYOl=s40-c-rp-mo-ba2-br100,34,"Una VERGÜENZA el servicio de urgencias. Más de 4 hrs esperando y nada que atienden, según todo va por la gravedad de la urgencia… todo es malos tratos y malas caras de todo el personal","The emergency service is a SHAME. More than 4 hours waiting and nothing is attended to, depending on the severity of the emergency... everything is mistreatment and bad faces from all the staff",,True,1.0
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSbmRqWERBEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICRndjXDA%7CCgwIt6rFoQYQiKLw8QE%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSbmRqWERBEAE,"Te sale más rentable morir y no tener que estar esperando en urgencias 8h. Es vergonzoso TODO, se nota que no quieren atenderte.",Alejandro García Pérez,https://www.google.com/maps/contrib/101942036563387065479?hl=en-US,101942036563387065479,https://lh3.googleusercontent.com/a-/ALV-UjUcbm-UThCVQCJAgw0nz8nrpzWny6VGXwwsbE9DFJuNk6Q=s40-c-rp-mo-br100,4,"Te sale más rentable morir y no tener que estar esperando en urgencias 8h. Es vergonzoso TODO, se nota que no quieren atenderte.","It is more profitable for you to die and not have to wait in the emergency room for 8 hours. EVERYTHING is embarrassing, you can tell they don't want to serve you.",,,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSLWRPNFBBEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICR-dO4PA%7CCgsIuLO5oQYQuJ3pBg%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSLWRPNFBBEAE,"El trato y la atencion profesional por parte del personal sanitario es muy buena dado la falta de gente que hay. Las listas de espera para las consultas de los especialistas  y para pruebas diagnosticas es vergonzosa,  siempre te dicen que te van a llamar para darte la cita y nunca llaman.  Un 10 al personal sanitario y un cero, a la gestion politica del hospital",FJ FG,https://www.google.com/maps/contrib/103900978724191190154?hl=en-US,103900978724191190154,https://lh3.googleusercontent.com/a-/ALV-UjUZB--kbCr0qchp6vXgbiDHHw49RQbsf2dhHfl0wux1tg=s40-c-rp-mo-br100,766,"El trato y la atencion profesional por parte del personal sanitario es muy buena dado la falta de gente que hay. Las listas de espera para las consultas de los especialistas  y para pruebas diagnosticas es vergonzosa,  siempre te dicen que te van a llamar para darte la cita y nunca llaman.  Un 10 al personal sanitario y un cero, a la gestion politica del hospital","The treatment and professional attention from the health personnel is very good given the lack of people there. The waiting lists for specialist consultations and for diagnostic tests are embarrassing, they always tell you that they will call you to make an appointment and they never call. A 10 for the health personnel and a zero for the political management of the hospital.",3.0,,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSNGVESllnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICR4eDJYg%7CCgwIqIStoQYQgPfn_wI%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSNGVESllnEAE,Más de 3 horas en urgencias y aún no nos llaman,S M,https://www.google.com/maps/contrib/111963669513947239925?hl=en-US,111963669513947239925,https://lh3.googleusercontent.com/a-/ALV-UjX-vKzwCRNsUn1jNMHo7T_5gZshb-lxhbWH4DAnyzer8g=s40-c-rp-mo-br100,1,Más de 3 horas en urgencias y aún no nos llaman,More than 3 hours in the emergency room and they still haven't called us,1.0,,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSOW9fUWx3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICR9o_QlwE%7CCgwI6IeioQYQuMCbpAI%7C?hl=en-US,5.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSOW9fUWx3RRAB,,Alicia Marina,https://www.google.com/maps/contrib/102255476121226497410?hl=en-US,102255476121226497410,https://lh3.googleusercontent.com/a-/ALV-UjWGe_T2I_XT3zUZoN40MXXodw18SVDYYhlg21W3UzeE63YB=s40-c-rp-mo-br100,11,,,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSeXBqcnZ3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICRypjrvwE%7CCgwI0M6SoQYQyIHM0AE%7C?hl=en-US,4.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSeXBqcnZ3RRAB,,Caty Mata Pozo,https://www.google.com/maps/contrib/111472808722464081683?hl=en-US,111472808722464081683,https://lh3.googleusercontent.com/a-/ALV-UjVQIz0VGgX2D5GTx40QX9GB2mI2S0OPVTobPMTlI9mK0ls=s40-c-rp-mo-ba4-br100,31,,,,True,20.0
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSbkpubGxRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICRnJnllQE%7CCgwIgd-GoQYQwL3U6QI%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSbkpubGxRRRAB,El doctor de medicina interna Gonzalo rassal San Martín no escuchá al paciente no ayuda en nada no tenía nada que ver con medicina Interna valora que estás bien y el paciente suigi con las mismas sentomas y el está tomando su café tranquilo y los pacientes esperar ya bastante de espera con las citas,Angel Diablo,https://www.google.com/maps/contrib/112666150937549017149?hl=en-US,112666150937549017149,https://lh3.googleusercontent.com/a/ACg8ocJBNwsEGtFwTKUKeVzKmIqScYPFX5lljEgppIxGfy0=s40-c-rp-mo-br100,2,El doctor de medicina interna Gonzalo rassal San Martín no escuchá al paciente no ayuda en nada no tenía nada que ver con medicina Interna valora que estás bien y el paciente suigi con las mismas sentomas y el está tomando su café tranquilo y los pacientes esperar ya bastante de espera con las citas,"The internal medicine doctor Gonzalo Rassal San Martín does not listen to the patient, he does not help at all, it had nothing to do with internal medicine, he assesses that you are fine and the patient suffers with the same symptoms and he is drinking his coffee calmly and the patients wait long enough. waiting with appointments",1.0,,
