,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,snippet,extracted_snippet.original,extracted_snippet.translated,likes,user.photos
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWMk9pYXRnRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDV2OiatgE%7CCgsIgMbYqwYQ0O6sSA%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWMk9pYXRnRRAB,Christian G.C,https://www.google.com/maps/contrib/105132367665234878261?hl=en-US,105132367665234878261,https://lh3.googleusercontent.com/a-/ALV-UjVHUBJnlLzke3g5CTQkOARiPTDa7T1fDSoyht7VKcRvQn8=s40-c-rp-mo-ba3-br100,True,26,,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNWbDhLY213RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICVl8KcmwE%7CCgwI98rSqwYQ8IbxtwM%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNWbDhLY213RRAB,Lorena,https://www.google.com/maps/contrib/100090675003082961467?hl=en-US,100090675003082961467,https://lh3.googleusercontent.com/a-/ALV-UjW-Y1EllbP--YgHRqK1cdkVd9ck-oO2NmWoAwA1udh4Wd3o=s40-c-rp-mo-ba2-br100,True,19,"Prefiero estar en mi casa y morirme, que esperar en este hospital...","Prefiero estar en mi casa y morirme, que esperar en este hospital...",I'd rather be at home and die than wait in this hospital...,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNWX2RQUXZRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICV_dPQvQE%7CCgwI35XPqwYQoIbawwE%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNWX2RQUXZRRRAB,Zineb Benfatah,https://www.google.com/maps/contrib/117836886519654390546?hl=en-US,117836886519654390546,https://lh3.googleusercontent.com/a/ACg8ocIRklKYk6lGS2Wa8qBdLAwfTSSUFxdwg9IyQwO0YlAi=s40-c-rp-mo-br100,,6,"Un hospital pésimo la atención terrible ,sobre todo pediatría horrible , qué pena el peor de la comunidad de Madrid todo los servicios son penosos una inversión perdida.","Un hospital pésimo la atención terrible ,sobre todo pediatría horrible , qué pena el peor de la comunidad de Madrid todo los servicios son penosos una inversión perdida.","A terrible hospital, terrible care, especially horrible pediatrics, what a shame, the worst in the community of Madrid, all the services are painful, a lost investment.",,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNWNEl1VFBREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICV4IuTPQ%7CCgsIicq5qwYQoKr8DQ%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNWNEl1VFBREAE,Pedro,https://www.google.com/maps/contrib/104490709133981557101?hl=en-US,104490709133981557101,https://lh3.googleusercontent.com/a/ACg8ocIW_aZ8tdjHeVHhjWsKDKVa3qiNpO_Ow7q4bonGOk4o=s40-c-rp-mo-br100,,1,"Vergüenza con un bebé de 9 meses 7,30hrs para un análisis prueba de gripe y de orina es asqueroso","Vergüenza con un bebé de 9 meses 7,30hrs para un análisis prueba de gripe y de orina es asqueroso",Embarrassment with a 9 month old baby 7.30am for a flu and urine test is disgusting,,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNWZ09hc2h3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICVgOashwE%7CCgsI3eS4qwYQ0P6GRQ%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNWZ09hc2h3RRAB,Valeria Maxima,https://www.google.com/maps/contrib/108082577805582071100?hl=en-US,108082577805582071100,https://lh3.googleusercontent.com/a/ACg8ocKB_zEVtytN2WxyyGPPN7veOlA7YmLHWwRYnU2ga41S=s40-c-rp-mo-br100,,2,"Necesitaba compartir la buenísima experiencia que he tenido hoy en el hospital Infanta Sofía , cosa que no ha sucedido en muchas otras ocasiones.
He acudido por la tarde al servicio de rehabilitación. En otras ocasiones me han atendido bien, pero hoy ha sido la excelencia.
Me ha atendido el dr Javier López López , al cual le doy todas las estrellas que pueda haber. Simpatía, interés, empatía, dulzura...
No sólo ha cumplido con las funciones de médico rehabilitador, si no también ha utilizado la psicología para atenderme y eso es de mucho agradecer.
Agradezco que haya profesionales así en la sanidad pública.
A mí me ha ayudado, animado y casi emocionado el trato recibido del doctor Javier.
El resto del personal también han ofrecido buena atención, la enfermera ha sido muy amable. Tal vez por la tarde haya un ambiente más relajado.
Espero que este doctor pueda permanecer en este hospital mucho tiempo para beneficio de los pacientes que nos corresponda acudir.
Muchas gracias por ser tan profesional","Necesitaba compartir la buenísima experiencia que he tenido hoy en el hospital Infanta Sofía , cosa que no ha sucedido en muchas otras ocasiones.
He acudido por la tarde al servicio de rehabilitación. En otras ocasiones me han atendido bien, pero hoy ha sido la excelencia.
Me ha atendido el dr Javier López López , al cual le doy todas las estrellas que pueda haber. Simpatía, interés, empatía, dulzura...
No sólo ha cumplido con las funciones de médico rehabilitador, si no también ha utilizado la psicología para atenderme y eso es de mucho agradecer.
Agradezco que haya profesionales así en la sanidad pública.
A mí me ha ayudado, animado y casi emocionado el trato recibido del doctor Javier.
El resto del personal también han ofrecido buena atención, la enfermera ha sido muy amable. Tal vez por la tarde haya un ambiente más relajado.
Espero que este doctor pueda permanecer en este hospital mucho tiempo para beneficio de los pacientes que nos corresponda acudir.
Muchas gracias por ser tan profesional","I needed to share the great experience I had today at the Infanta Sofía hospital, something that has not happened on many other occasions.
I went to the rehabilitation service in the afternoon. On other occasions they have treated me well, but today it was excellence.
I have been treated by Dr. Javier López López, to whom I give all the stars I can get. Sympathy, interest, empathy, sweetness...
Not only has he fulfilled the functions of a rehabilitation doctor, but he has also used psychology to treat me and that is very appreciated.
I am grateful that there are professionals like this in public health.
I have been helped, encouraged and almost moved by the treatment received from Dr. Javier.
The rest of the staff have also offered good care, the nurse has been very kind. Maybe in the afternoon there will be a more relaxed atmosphere.
I hope that this doctor can remain in this hospital for a long time for the benefit of the patients we are assigned to see.
Thank you very much for being so professional",4.0,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURsdEtlaU9BEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDltKeiOA%7CCgsI4qyiqwYQqOHaXA%7C?hl=en-US,1.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURsdEtlaU9BEAE,sebastian alessandro,https://www.google.com/maps/contrib/109622479143034707207?hl=en-US,109622479143034707207,https://lh3.googleusercontent.com/a/ACg8ocKZvwUfDf-NbKNF4piuM4cTmGlZOKmiOyye7z4gdzNz=s40-c-rp-mo-br100,,2,Una m... urgencias,Una m... urgencias,A m... emergency,,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURsNExDU0J3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDl4LCSBw%7CCgwIucWdqwYQoOLamgI%7C?hl=en-US,5.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURsNExDU0J3EAE,Alicia Rubio,https://www.google.com/maps/contrib/118373215695792386123?hl=en-US,118373215695792386123,https://lh3.googleusercontent.com/a/ACg8ocKVOsj3TRKH0Nn2ikGabE8W1oKlGRVja-x3_S90pm5I=s40-c-rp-mo-br100,,7,He acudido de urgencia derivada desde mi centro de salud por problemas de visión en mi ojo izquierdo. No he tenido que esperar ni 5 minutos. Enseguida he sido atendida por dos médicos oftalmólogos que me han dado un diagnóstico preciso y rápido. He salido de la consulta con cita de seguimiento para dentro de un mes. Excelente trato. No  podían haberme atendido mejor. Gracias de verdad!!!,He acudido de urgencia derivada desde mi centro de salud por problemas de visión en mi ojo izquierdo. No he tenido que esperar ni 5 minutos. Enseguida he sido atendida por dos médicos oftalmólogos que me han dado un diagnóstico preciso y rápido. He salido de la consulta con cita de seguimiento para dentro de un mes. Excelente trato. No  podían haberme atendido mejor. Gracias de verdad!!!,I have gone to an emergency referred from my health center due to vision problems in my left eye. I didn't have to wait even 5 minutes. I was immediately treated by two ophthalmologists who gave me a precise and quick diagnosis. I have left the consultation with a follow-up appointment in a month. Excellent treatment. They couldn't have taken better care of me. Thank you very much!!!,2.0,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsXzdPWjl3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICl_7OZ9wE%7CCgwI-KmcqwYQ8NCzhAE%7C?hl=en-US,5.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsXzdPWjl3RRAB,andres ramos,https://www.google.com/maps/contrib/110712861496732816902?hl=en-US,110712861496732816902,https://lh3.googleusercontent.com/a-/ALV-UjXtiSlhz_fx2eHEBrd40B8oIg8jVd3_OmDTl8FOABuae0A=s40-c-rp-mo-br100,,23,"Personal muy amable,Doctores y enfermeras,etc.En especial Marta de extracciones , muchas gracias por acompañar a mi Madre en tu tiempo libre,se nota que tienes vocación,para cuidar las personas.eres un encanto de Persona.","Personal muy amable,Doctores y enfermeras,etc.En especial Marta de extracciones , muchas gracias por acompañar a mi Madre en tu tiempo libre,se nota que tienes vocación,para cuidar las personas.eres un encanto de Persona.","Very friendly staff, Doctors and nurses, etc. Especially Marta from extractions, thank you very much for accompanying my Mother in your free time, it is clear that you have a vocation, to take care of people. You are a lovely person.",1.0,10.0
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNseDdTQ1BnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIClx7SCPg%7CCgwIkMqWqwYQwKDQuQE%7C?hl=en-US,1.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNseDdTQ1BnEAE,Isabel Reveron,https://www.google.com/maps/contrib/111671738467783467685?hl=en-US,111671738467783467685,https://lh3.googleusercontent.com/a/ACg8ocJ2eCFHSSaUb8bBQm6KvIg3IEClzTrl8kYnMlj5q7JU=s40-c-rp-mo-br100,,7,"El peor hospital de la comunidad de Madrid, con diferencia, espero por una cita de revisión de resultados desde julio y llamo y voy hasta allá  y me dicen que no.pueden darme cita porque es directo con el servicio. Mientras yo envenenandome a punta de analgésicos. REALMENTE MENOS UNA ESTRELLA","El peor hospital de la comunidad de Madrid, con diferencia, espero por una cita de revisión de resultados desde julio y llamo y voy hasta allá  y me dicen que no.pueden darme cita porque es directo con el servicio. Mientras yo envenenandome a punta de analgésicos. REALMENTE MENOS UNA ESTRELLA","The worst hospital in the community of Madrid, by far, I have been waiting for a results review appointment since July and I call and go there and they tell me that they can't give me an appointment because it is direct with the service. While I poison myself with painkillers. REALLY LESS ONE STAR",,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsODlHdC1RRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICl89Gt-QE%7CCgwI8N2QqwYQ0PqWxQM%7C?hl=en-US,1.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsODlHdC1RRRAB,Raul Ivan Resnikoff Ramon,https://www.google.com/maps/contrib/105341821652151443821?hl=en-US,105341821652151443821,https://lh3.googleusercontent.com/a-/ALV-UjU8W8SB0Ioy0UdM7IG0n4ldLgomarUPS9j2MNkc7Uurq4Ch=s40-c-rp-mo-br100,,8,"Un desastre la espera, siempre igual,o peor, llevo horas y horas en la sala de espera con 2 lesiones,no sólo urgencias si no los largos meses que hay que esperar para la cita con los especialistas,puedes morir eseprando,la salud pública no es gratuita como todo el mundo piensa ,yo y mi familia pagamos la seguridad social, después andan llorando cuando quieren privatizar,manifestaciones y marchas que no valen para nada,ojala lo hagan y se acabe este ,barbarie,privaticen la salud pública.","Un desastre la espera, siempre igual,o peor, llevo horas y horas en la sala de espera con 2 lesiones,no sólo urgencias si no los largos meses que hay que esperar para la cita con los especialistas,puedes morir eseprando,la salud pública no es gratuita como todo el mundo piensa ,yo y mi familia pagamos la seguridad social, después andan llorando cuando quieren privatizar,manifestaciones y marchas que no valen para nada,ojala lo hagan y se acabe este ,barbarie,privaticen la salud pública.","The wait is a disaster, always the same, or worse, I have been in the waiting room for hours and hours with 2 injuries, not only emergencies but the long months to wait for the appointment with the specialists, you can die while waiting, public health It is not free as everyone thinks, I and my family pay for social security, then they cry when they want to privatize, demonstrations and marches that are worthless, I hope they do it and this barbarism ends, they privatize public health.",,
