,link,rating,date,images,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM5NU1EeGJnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIC95MDxbg%7CCgsI0LKMrwYQkIiIEw%7C?hl=en-US,2.0,an hour ago,"['https://lh5.googleusercontent.com/p/AF1QipNPD7qEUOMyCrlaIM9FBZ1KPYdqMHfO5i0E9rs=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMywaiqQd-AUe_nTkPpu_1m-nvCu-RsF2asKo8=w100-h100-p-n-k-no']",Google,ChZDSUhNMG9nS0VJQ0FnSUM5NU1EeGJnEAE,"He venido a la urgencia del hospital Infanta Sofía, y puedo decir que la atención a mi situación ha sido regular. El médico realizó una exploración adecuada, aunque percibí cierta reticencia en su diagnóstico ante lo que parecía ser una amigdalitis.

Me sorprendió descubrir que, a diferencia de otros hospitales en Madrid a los que he asistido, el Hospital Infanta Sofía carece de una aplicación móvil propia, como la tienen sus homólogos, la Fundación Jiménez Díaz y el Rey Juan Carlos.

El tiempo de espera es considerable, tanto para recibir atención como para obtener el informe médico. En otros hospitales, este proceso se agiliza gracias a sus aplicaciones móviles, evitando largas esperas en la sala de urgencias. Además, en mi caso tuve que regresar debido a que la medicación no estaba registrada en mi tarjeta de salud, lo que significó otra espera para su inclusión.

Mi experiencia previa en otros hospitales me llevó a esperar un proceso más fluido y eficiente. Resultó incómodo tener que proporcionar mi historial clínico, ya que el personal médico no tenía acceso a él y no tenía información de mi, es cierto que era primera vez que iba pero suponía que todos los hospitales estaban conectados.

Me pregunto por qué un hospital de esta magnitud no ha implementado aún un sistema más automatizado e informatizado. Es una cuestión que deja que pensar.""",Carlos Iván Castillo Moya,https://www.google.com/maps/contrib/104016319380653650987?hl=en-US,104016319380653650987,https://lh3.googleusercontent.com/a-/ALV-UjVhlARpUa2RgJUqJPCRIszuZCBumMcQy0bWkisUk5WKdX4=s40-c-rp-mo-ba5-br100,True,188,392,"He venido a la urgencia del hospital Infanta Sofía, y puedo decir que la atención a mi situación ha sido regular. El médico realizó una exploración adecuada, aunque percibí cierta reticencia en su diagnóstico ante lo que parecía ser una amigdalitis.

Me sorprendió descubrir que, a diferencia de otros hospitales en Madrid a los que he asistido, el Hospital Infanta Sofía carece de una aplicación móvil propia, como la tienen sus homólogos, la Fundación Jiménez Díaz y el Rey Juan Carlos.

El tiempo de espera es considerable, tanto para recibir atención como para obtener el informe médico. En otros hospitales, este proceso se agiliza gracias a sus aplicaciones móviles, evitando largas esperas en la sala de urgencias. Además, en mi caso tuve que regresar debido a que la medicación no estaba registrada en mi tarjeta de salud, lo que significó otra espera para su inclusión.

Mi experiencia previa en otros hospitales me llevó a esperar un proceso más fluido y eficiente. Resultó incómodo tener que proporcionar mi historial clínico, ya que el personal médico no tenía acceso a él y no tenía información de mi, es cierto que era primera vez que iba pero suponía que todos los hospitales estaban conectados.

Me pregunto por qué un hospital de esta magnitud no ha implementado aún un sistema más automatizado e informatizado. Es una cuestión que deja que pensar.""","I have come to the emergency room at the Infanta Sofía hospital, and I can say that the attention to my situation has been regular. The doctor performed an adequate examination, although I perceived some reluctance in his diagnosis regarding what appeared to be tonsillitis.

I was surprised to discover that, unlike other hospitals in Madrid that I have attended, the Infanta Sofía Hospital lacks its own mobile application, like its counterparts, the Jiménez Díaz Foundation and the King Juan Carlos Foundation, have.

The waiting time is considerable, both to receive care and to obtain the medical report. In other hospitals, this process is streamlined thanks to their mobile applications, avoiding long waits in the emergency room. Additionally, in my case I had to return because the medication was not registered on my health card, which meant another wait for its inclusion.

My previous experience at other hospitals led me to expect a smoother and more efficient process. It was uncomfortable having to provide my medical history, since the medical staff did not have access to it and had no information about me. It is true that it was my first time but I assumed that all the hospitals were connected.

I wonder why a hospital of this magnitude has not yet implemented a more automated and computerized system. ""It's a question that makes you think."""
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM5LU5xdWZBEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIC9-NqufA%7CCgwI08-IrwYQ8Miz9AE%7C?hl=en-US,1.0,18 hours ago,['https://lh5.googleusercontent.com/p/AF1QipN8ejq8mLrgzjmPNrSKJ89j5Nu8lDUEPrN0hS8s=w100-h100-p-n-k-no'],Google,ChZDSUhNMG9nS0VJQ0FnSUM5LU5xdWZBEAE,"Vergonzoso.
Menudo personal….sin educación, sin empatía, sin respeto.
He venido de urgencias, me voy ahora mismo al Clínico San Carlos. Me he cabreado por estar  esperando a que me vea un médico mientras escucho palabras mal sonantes y no precisamente en voz baja de empleados que van y vienen.
En una sala un médico haciendo mil preguntas personales a un enfermo delante de mi y dos pacientes más….INDECENTE",Maria E. C. Rodriguez,https://www.google.com/maps/contrib/109297375141004949445?hl=en-US,109297375141004949445,https://lh3.googleusercontent.com/a-/ALV-UjUujkdHeCvQgS8b6LmHB8jPXXvRVjd80kTU9kF8TLCEDrk=s40-c-rp-mo-ba3-br100,True,39,7,"Vergonzoso.
Menudo personal….sin educación, sin empatía, sin respeto.
He venido de urgencias, me voy ahora mismo al Clínico San Carlos. Me he cabreado por estar  esperando a que me vea un médico mientras escucho palabras mal sonantes y no precisamente en voz baja de empleados que van y vienen.
En una sala un médico haciendo mil preguntas personales a un enfermo delante de mi y dos pacientes más….INDECENTE","Shameful.
What a staff….no education, no empathy, no respect.
I came from the emergency room, I'm going right now to the San Carlos Clinic. I've been pissed off waiting to be seen by a doctor while hearing bad-sounding and not exactly whispered words from employees coming and going.
In a room, a doctor asking a thousand personal questions to a patient in front of me and two more patients... INDECENT"
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM5OEtfNkhnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIC98K_6Hg%7CCgwIp_6CrwYQ-PKU_gE%7C?hl=en-US,1.0,a day ago,,Google,ChZDSUhNMG9nS0VJQ0FnSUM5OEtfNkhnEAE,"El peor hospital con diferencia en cuanto a urgencias el personal que decide el triaje unos incompetentes demasiada incompetencia junta en este hospital podían aprender del hospital la Paz por culpa de servicios así de hospital del aprovechamiento de los trabajadores del mismo a hacer lo menos posible se acabara privatizando el hospital así por lo menos se evita que gente asi viva del estado , llego con una mujer embarazada de 8 meses y medio con asma que se ahoga y la catalogan como triaje 4 el ultimo, panda de vagos que lo único que quereis es vivir bien acosta de la salud de los demás , si fuera un familiar vuestro ya no seria triaje 4 espero que quien tenga poder hay se de cuenta y empiece a echar incompetentes.",Raul “Raul17”,https://www.google.com/maps/contrib/104421435695588912104?hl=en-US,104421435695588912104,https://lh3.googleusercontent.com/a/ACg8ocJLNxtuasgq7L-effB_Kp5PbNwxY7jfdhcVVvM3jvPy=s40-c-rp-mo-ba4-br100,True,101,2,"El peor hospital con diferencia en cuanto a urgencias el personal que decide el triaje unos incompetentes demasiada incompetencia junta en este hospital podían aprender del hospital la Paz por culpa de servicios así de hospital del aprovechamiento de los trabajadores del mismo a hacer lo menos posible se acabara privatizando el hospital así por lo menos se evita que gente asi viva del estado , llego con una mujer embarazada de 8 meses y medio con asma que se ahoga y la catalogan como triaje 4 el ultimo, panda de vagos que lo único que quereis es vivir bien acosta de la salud de los demás , si fuera un familiar vuestro ya no seria triaje 4 espero que quien tenga poder hay se de cuenta y empiece a echar incompetentes.","The worst hospital by far in terms of emergencies, the staff that decides the triage are incompetent, too much incompetence together in this hospital they could learn from the La Paz hospital because of services like this hospital, the use of its workers to do as little as possible would end. Privatizing the hospital thus at least prevents people like this from living in the state, I arrive with an 8 and a half month pregnant woman with asthma who is drowning and they classify her as triage 4 the last one, bunch of lazy people who all you want is to live well at the expense of the health of others, if it were a relative of yours it would no longer be triage 4 I hope that whoever has power there realizes it and starts firing incompetents."
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkbzVIWGFnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDdo5HXag%7CCgwIsuXzrgYQsNDTpwI%7C?hl=en-US,5.0,4 days ago,,Google,ChZDSUhNMG9nS0VJQ0FnSURkbzVIWGFnEAE,"Muy profesionales y efectivo. Es muy fácil orientarse y los procesos son rápidos y sencillos. Nunca he tenido que esperar demasiado. La doctora que me trata es de las mejores que he tenido nunca, amable y profesional.",Lucía Eva,https://www.google.com/maps/contrib/112991569512987942004?hl=en-US,112991569512987942004,https://lh3.googleusercontent.com/a/ACg8ocKismYgFtAobNnZSzgGKvSbqJb2nYhYHrx6_PKQIs7a=s40-c-rp-mo-ba4-br100,True,68,25,"Muy profesionales y efectivo. Es muy fácil orientarse y los procesos son rápidos y sencillos. Nunca he tenido que esperar demasiado. La doctora que me trata es de las mejores que he tenido nunca, amable y profesional.","Very professional and effective. It is very easy to find your way and the processes are quick and simple. I've never had to wait too long. The doctor who treats me is one of the best I have ever had, kind and professional."
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURkOWVpRGpRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDd9eiDjQE%7CCgwIt57vrgYQgN-UzQE%7C?hl=en-US,1.0,5 days ago,,Google,ChdDSUhNMG9nS0VJQ0FnSURkOWVpRGpRRRAB,"Ni se molesten en venir, al menos no de urgencias... supongo que es que no tienen recursos suficientes, eso o les da igual todo     ‍♂️",Nicolas Jesus Morales Liaz,https://www.google.com/maps/contrib/109949212971051208099?hl=en-US,109949212971051208099,https://lh3.googleusercontent.com/a-/ALV-UjWyoawVjFd1VOYLtJ5F53KRWcj_bIQZBVw9GNOUG8t_r8A=s40-c-rp-mo-ba4-br100,True,120,11,"Ni se molesten en venir, al menos no de urgencias... supongo que es que no tienen recursos suficientes, eso o les da igual todo     ‍♂️","Don't even bother coming, at least not in the emergency room... I guess they don't have enough resources, that or they don't care about anything     ‍♂️"
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkNXBxZUhREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDd5pqeHQ%7CCgwIoqrhrgYQgNuEtwE%7C?hl=en-US,1.0,a week ago,,Google,ChZDSUhNMG9nS0VJQ0FnSURkNXBxZUhREAE,"Funciona muy mal. No tienen médicos suficientes, te atienden mal y tarde, las listas de espera sin enormes.
Este hospital se ha quedado muy muyvpequeño para la población que atiende y es muy poco recomendable.",Mer Muñoz,https://www.google.com/maps/contrib/100382233835212768529?hl=en-US,100382233835212768529,https://lh3.googleusercontent.com/a-/ALV-UjVo_EquexsB-ANnVQyKb-OZn0WwbtG7RrxPiXTjVVMNr4w=s40-c-rp-mo-ba4-br100,True,51,383,"Funciona muy mal. No tienen médicos suficientes, te atienden mal y tarde, las listas de espera sin enormes.
Este hospital se ha quedado muy muyvpequeño para la población que atiende y es muy poco recomendable.","It works very badly. They don't have enough doctors, they treat you poorly and late, and the waiting lists are not huge.
This hospital has become very small for the population it serves and is highly unrecommended."
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkaHN1VkZ3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDdhsuVFw%7CCgwI2pzgrgYQwIXTuAI%7C?hl=en-US,2.0,a week ago,,Google,ChZDSUhNMG9nS0VJQ0FnSURkaHN1VkZ3EAE,Buenas instalaciones pero a nivel de gestión todo muy desorganizado,Jorge David Lahera García,https://www.google.com/maps/contrib/100749790478121309940?hl=en-US,100749790478121309940,https://lh3.googleusercontent.com/a-/ALV-UjUrPyrpVRNld1fRM38UAKQrGnBROE4XePpcH6cKRjDdoL0=s40-c-rp-mo-ba4-br100,True,157,7,Buenas instalaciones pero a nivel de gestión todo muy desorganizado,Good facilities but at the management level everything is very disorganized
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkcXViRWF3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDdqubEaw%7CCgsI5dPdrgYQkIWIPQ%7C?hl=en-US,1.0,a week ago,,Google,ChZDSUhNMG9nS0VJQ0FnSURkcXViRWF3EAE,El peor hospital de la Comunidad 5 horas en urgencias con una otitis con un menor. Vergonzoso.,Pilarina,https://www.google.com/maps/contrib/104242674292681151832?hl=en-US,104242674292681151832,https://lh3.googleusercontent.com/a-/ALV-UjWkEriHykPETPISrwKQWRqYMrcVCly1YkDfguDqeGRUg8h0=s40-c-rp-mo-br100,,12,7,El peor hospital de la Comunidad 5 horas en urgencias con una otitis con un menor. Vergonzoso.,The worst hospital in the Community 5 hours in the emergency room with an ear infection with a minor. Shameful.
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkZ3V6NmRREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDdguz6dQ%7CCgwIjvrZrgYQ8LvsmgI%7C?hl=en-US,4.0,a week ago,,Google,ChZDSUhNMG9nS0VJQ0FnSURkZ3V6NmRREAE,,Naim K.,https://www.google.com/maps/contrib/109645471169529730081?hl=en-US,109645471169529730081,https://lh3.googleusercontent.com/a-/ALV-UjUCYPtdMgwnWEzrQJ5Qr7kIbmShgtcPYryGnxqGA9Jlt4h1=s40-c-rp-mo-ba5-br100,True,193,96,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNkMzlldlFREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICd39evQQ%7CCgwIlNzOrgYQ-My-jQM%7C?hl=en-US,4.0,a week ago,,Google,ChZDSUhNMG9nS0VJQ0FnSUNkMzlldlFREAE,Hospital moderno y funcional. Y no colapsado como la Paz.,Miguel Angel Gutierrez,https://www.google.com/maps/contrib/117228418360938584190?hl=en-US,117228418360938584190,https://lh3.googleusercontent.com/a-/ALV-UjVfQuQ8V13w_y68O5OKvo3ZxChYicHOaJdYxcZIhxId6uhs=s40-c-rp-mo-ba4-br100,True,174,37,Hospital moderno y funcional. Y no colapsado como la Paz.,Modern and functional hospital. And not collapsed like Peace.
