,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,extracted_snippet.original,extracted_snippet.translated,user.photos
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwb0xMQ1NBEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICpoLLCSA%7CCgwIg-GEpgYQ0JT4iQI%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwb0xMQ1NBEAE,"Qué pena, qué vergüenza y pongo una estrella porque me obliga. Ayer día 25 de julio, cita en neurología. A la hora y media se deciden a informar que se anulan las consultas por no sé qué del especialista. Nueva cita para mañana 27 de julio. Cuestión: esta nueva cita ya se había informado imposibilidad de acudir, bueno, pues aun así envían SMS para consulta el 27 de julio. Llamada telefónica para cambiarla, próxima cita, para el año que viene. Resumen: cambia tu vida para que te vea un médico, sin mencionar lo que ya había de espera anterior a todo esto. Además hablamos de esto por algo no bien hecho con anterioridad, pero en esa unidad han determinado echar balones fuera y que lo coja neurocirugía. Luego que sí el ciudadano se enfada, grita... Estoy en contra de la violencia pero esto es muy fuerte. Eso sí, el café mientras la gente pierde su tiempo allí, pero ellos no lo pierden, café y cigarro... No tienen derecho a eso. El tiempo DE TODO EL MUNDO ES MUY VALIOSO, además de tener que cumplir con nuestros compromisos profesionales porque yo, si no cumplo, me echan y me quedo en el paro. Este hospital tiene un serio problema y muy poca vergüenza de cara a sus pacientes. La gente no va al médico por echar el rato, vamos por necesidad y vida. Parece que les molestamos. ¡Ya está bien! Igual aquellos aplausos los han endiosado.... Vocación y sacrificio, oigan y sino, a limpiar boquerones, que ellos ya están muertos.",9.0,Leonor Borastero,https://www.google.com/maps/contrib/113134890498524196565?hl=en-US,113134890498524196565,https://lh3.googleusercontent.com/a-/ALV-UjVIEh4olZCuu8SgHdixmgquMLwIlFo4oyr8TIb3My3D_A=s40-c-rp-mo-ba3-br100,True,49,"Qué pena, qué vergüenza y pongo una estrella porque me obliga. Ayer día 25 de julio, cita en neurología. A la hora y media se deciden a informar que se anulan las consultas por no sé qué del especialista. Nueva cita para mañana 27 de julio. Cuestión: esta nueva cita ya se había informado imposibilidad de acudir, bueno, pues aun así envían SMS para consulta el 27 de julio. Llamada telefónica para cambiarla, próxima cita, para el año que viene. Resumen: cambia tu vida para que te vea un médico, sin mencionar lo que ya había de espera anterior a todo esto. Además hablamos de esto por algo no bien hecho con anterioridad, pero en esa unidad han determinado echar balones fuera y que lo coja neurocirugía. Luego que sí el ciudadano se enfada, grita... Estoy en contra de la violencia pero esto es muy fuerte. Eso sí, el café mientras la gente pierde su tiempo allí, pero ellos no lo pierden, café y cigarro... No tienen derecho a eso. El tiempo DE TODO EL MUNDO ES MUY VALIOSO, además de tener que cumplir con nuestros compromisos profesionales porque yo, si no cumplo, me echan y me quedo en el paro. Este hospital tiene un serio problema y muy poca vergüenza de cara a sus pacientes. La gente no va al médico por echar el rato, vamos por necesidad y vida. Parece que les molestamos. ¡Ya está bien! Igual aquellos aplausos los han endiosado.... Vocación y sacrificio, oigan y sino, a limpiar boquerones, que ellos ya están muertos.","What a shame, what a shame and I put a star because it forces me. Yesterday, July 25, appointment in neurology. After an hour and a half they decide to inform that the consultations are canceled because I don't know what about the specialist. New appointment for tomorrow July 27th. Question: this new appointment had already been reported as impossible to attend, well, they still send SMS for consultation on July 27. Phone call to change it, next appointment, for next year. Summary: change your life to be seen by a doctor, not to mention what was already waiting before all this. Furthermore, we are talking about this because of something that was not done well before, but in that unit they have decided to throw the ball out and let neurosurgery take care of it. Then the citizen gets angry, shouts... I am against violence but this is very strong. Of course, coffee while people waste their time there, but they don't waste it, coffee and cigarettes... They have no right to that. EVERYONE'S time IS VERY VALUABLE, in addition to having to fulfill our professional commitments because, if I don't comply, they fire me and I remain unemployed. This hospital has a serious problem and very little shame towards its patients. People don't go to the doctor to kill time, we go out of necessity and life. It seems we bothered them. Now it is OK! Maybe those applauses have deified them.... Vocation and sacrifice, listen and if not, to clean anchovies, because they are already dead.",
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKMTR1ZFF3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJ14udQw%7CCgsI-o_7pQYQ4N2RJA%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURKMTR1ZFF3EAE,Vergonzoso....demasiada chulería en el personal y mucho desinterés en atender alos pacientes....4 horas para que te vea un médico de urgencias cuando eres un paciente de oncologia....vergonzoso.con la cantidad de gente buena que hay en el paro y esto lo llevan gente incompetente,,Emiliojose Torviscomargallo,https://www.google.com/maps/contrib/100765569283691178560?hl=en-US,100765569283691178560,https://lh3.googleusercontent.com/a/ACg8ocKiRBf44k2hlLxXVfLDVpWcsVfSGJy6-MABpDdJAJtT=s40-c-rp-mo-br100,,2,Vergonzoso....demasiada chulería en el personal y mucho desinterés en atender alos pacientes....4 horas para que te vea un médico de urgencias cuando eres un paciente de oncologia....vergonzoso.con la cantidad de gente buena que hay en el paro y esto lo llevan gente incompetente,Shameful....too much cockiness on the staff and a lot of disinterest in caring for patients....4 hours to be seen by an emergency doctor when you are an oncology patient...shameful.with the amount of good people that there are people unemployed and this is done by incompetent people,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKNThHVE13EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJ58GTMw%7CCgwIr9b5pQYQqJPT5AE%7C?hl=en-US,5.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURKNThHVE13EAE,"Estoy Muy, pero muy Agradecido con el pediatra, enfermeras, y todas esas personas que estaban en el turno de mañana y tarde , el dia sabado 1 de julio de este año, atendieron a mi bebe de 5 meses que la lleve de urgencias, Yo resido en madrid, pero soy extranjero,  quiero dicirles que sois unas personas expectaculares, jamas habia visto tanta atencion de excelente calidad, como la que brindaron ese dia a mi hija, las enfermeras , enfermeros, muy amables, los pediatras sin igual, tambien los que trasladaron a mi hija al hospital de la paz en ambulancia, sois grandes personas,  y les doy las gracias, por dar una excelente atencion a los pacientes, la atencion sanitaria en este pais, de calidad y excelencia, pero esto es por la calidad de pesonas que trabajan en la asistencia sanitaria.
Muchas gracias.",1.0,Omar C,https://www.google.com/maps/contrib/104872533189014267149?hl=en-US,104872533189014267149,https://lh3.googleusercontent.com/a-/ALV-UjUFDHkwDu3oe5rplv_WO1-k_LaY6IND4zjsmvwGZklAFpn3=s40-c-rp-mo-br100,,4,"Estoy Muy, pero muy Agradecido con el pediatra, enfermeras, y todas esas personas que estaban en el turno de mañana y tarde , el dia sabado 1 de julio de este año, atendieron a mi bebe de 5 meses que la lleve de urgencias, Yo resido en madrid, pero soy extranjero,  quiero dicirles que sois unas personas expectaculares, jamas habia visto tanta atencion de excelente calidad, como la que brindaron ese dia a mi hija, las enfermeras , enfermeros, muy amables, los pediatras sin igual, tambien los que trasladaron a mi hija al hospital de la paz en ambulancia, sois grandes personas,  y les doy las gracias, por dar una excelente atencion a los pacientes, la atencion sanitaria en este pais, de calidad y excelencia, pero esto es por la calidad de pesonas que trabajan en la asistencia sanitaria.
Muchas gracias.","I am very, very grateful to the pediatrician, nurses, and all those people who were on the morning and afternoon shift, on Saturday, July 1 of this year, they cared for my 5-month-old baby that I took her to the emergency room. I I live in Madrid, but I am a foreigner, I want to tell you that you are spectacular people, I have never seen so much excellent quality care, like what you provided that day to my daughter, the nurses, very kind, the pediatricians without equal, also the who transferred my daughter to the La Paz hospital by ambulance, you are great people, and I thank you for providing excellent care to patients, health care in this country, of quality and excellence, but this is because of the quality of people who work in healthcare.
Thank you so much.",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKemZ6NTB3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJzfz50wE%7CCgwIrfPrpQYQ8P7nsAI%7C?hl=en-US,1.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURKemZ6NTB3RRAB,"Menuda vergüenza al llegar me pasaron con la primera consulta, luego pasaron 2 horas y nunca más me volvieron a llamar",,Diana Marin,https://www.google.com/maps/contrib/106664006210411689420?hl=en-US,106664006210411689420,https://lh3.googleusercontent.com/a-/ALV-UjU0FbOAIEEgATnzVBxM_6-8qtZv6RXO08z5wID4I6jcHHmE=s40-c-rp-mo-br100,,7,"Menuda vergüenza al llegar me pasaron con la primera consulta, luego pasaron 2 horas y nunca más me volvieron a llamar","What a shame when I arrived they gave me the first consultation, then 2 hours passed and they never called me again",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKeGFLelJREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJxaKzRQ%7CCgwIiMjlpQYQgP_vswM%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURKeGFLelJREAE,"Tuve una experiencia horrible en este hospital, fui de urgencias por la madrugada por que tenia un dolor terrible de estomago y me llevaron a una sala con mas gente a esperar y a esperar… Pasaron 2 horas, retorciendome del dolor vomitando de todo y ni un solo medico me hizo caso solo miraban mientras estaban con el movil. Lamentablemente la verdad, me tuve que ir a La Paz donde alli me atendieron. Nunca Vuelvo a ir a este hospital",6.0,Ashley Santos,https://www.google.com/maps/contrib/113795835331639169524?hl=en-US,113795835331639169524,https://lh3.googleusercontent.com/a-/ALV-UjUmrGp8UsAg0je3_Nm7hcYfnxRD_zkem69mqQ-j0cWyRA42=s40-c-rp-mo-br100,,2,"Tuve una experiencia horrible en este hospital, fui de urgencias por la madrugada por que tenia un dolor terrible de estomago y me llevaron a una sala con mas gente a esperar y a esperar… Pasaron 2 horas, retorciendome del dolor vomitando de todo y ni un solo medico me hizo caso solo miraban mientras estaban con el movil. Lamentablemente la verdad, me tuve que ir a La Paz donde alli me atendieron. Nunca Vuelvo a ir a este hospital","I had a horrible experience in this hospital, I went to the emergency room in the early morning because I had terrible stomach pain and they took me to a room with more people to wait and wait... 2 hours passed, writhing in pain, vomiting everything and not a single The doctor listened to me, they just looked while they were on the cell phone. Unfortunately, the truth is, I had to go to La Paz where they treated me there. I will never go to this hospital again",
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKaGZucUxREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJhfnqLQ%7CCgwIhpTlpQYQ-KjxgAM%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURKaGZucUxREAE,"No había visto jamás un servicio de urgencias tan pésimo, lento y sin personal sanitario, que se dejen de gastar el dinero el ampliación y renovación que da vergüenza ver un cartel que indique el dineral que se han gastado y que para urgencias no se invierta dinero tiempo ni personal sanitario, empezar a gestionar en condiciones las urgencias y dejaros de  mamarrachadas, 5 horas para ser atendidos en urgencias con una otitis aguda con sangrado y pus, llorando del dolor y sin atención alguna para colmo sin otorrino las chicas de recepción no saben ni que cara poner a los pacientes ellas no tienen culpa de nada y se comen todos los marrones habidos y por haber, GESTIONAR BIEN EL DINERO CONTRATAR MAS PERSONAL, CUBRIR LA ATENCIÓN DE URGENCIAS CENTRAROS UN POQUITO Y LUEGO YA ADMINISTRAIS PARA EL RESTO DEL HOSPITAL,CON EL NUMERO TAN ELEVADO DE RESEÑAS QUEJAS Y RECLAMACIONES QUE TENEIS EN URGENCIAS PARECE UN CHISTE  QUE SE GASTEN EL DINERO EN OTRA COSA",2.0,Rincón DeTania,https://www.google.com/maps/contrib/114668449137880754881?hl=en-US,114668449137880754881,https://lh3.googleusercontent.com/a/ACg8ocIVhKYFmlAnP-CCfwyAoPqUhzlB8QpyGGOI38KwwEqs=s40-c-rp-mo-br100,,3,"No había visto jamás un servicio de urgencias tan pésimo, lento y sin personal sanitario, que se dejen de gastar el dinero el ampliación y renovación que da vergüenza ver un cartel que indique el dineral que se han gastado y que para urgencias no se invierta dinero tiempo ni personal sanitario, empezar a gestionar en condiciones las urgencias y dejaros de  mamarrachadas, 5 horas para ser atendidos en urgencias con una otitis aguda con sangrado y pus, llorando del dolor y sin atención alguna para colmo sin otorrino las chicas de recepción no saben ni que cara poner a los pacientes ellas no tienen culpa de nada y se comen todos los marrones habidos y por haber, GESTIONAR BIEN EL DINERO CONTRATAR MAS PERSONAL, CUBRIR LA ATENCIÓN DE URGENCIAS CENTRAROS UN POQUITO Y LUEGO YA ADMINISTRAIS PARA EL RESTO DEL HOSPITAL,CON EL NUMERO TAN ELEVADO DE RESEÑAS QUEJAS Y RECLAMACIONES QUE TENEIS EN URGENCIAS PARECE UN CHISTE  QUE SE GASTEN EL DINERO EN OTRA COSA","I have never seen such a terrible emergency service, slow and without health personnel, that they stop spending money on expansion and renovation, it is embarrassing to see a sign that indicates the amount of money they have spent and that no money is invested for emergencies time or health personnel, start managing the emergencies properly and stop fooling around, 5 hours to be treated in the emergency room with an acute otitis with bleeding and pus, crying from the pain and without any attention to top it all off without an ENT, the girls at the reception don't know or what face to give to the patients, they are not to blame for anything and they eat all the brownies there are and to be had, MANAGE THE MONEY WELL, HIRE MORE STAFF, COVER EMERGENCY CARE, FOCUS ON YOURSELF A LITTLE AND THEN YOU ADMINISTER FOR THE REST OF THE HOSPITAL, WITH THE HIGH NUMBER OF REVIEWS, COMPLAINTS AND CLAIMS THAT YOU HAVE IN THE EMERGENCIES, IT SEEMS A JOKE THAT THEY SPEND THE MONEY ON SOMETHING ELSE.",8.0
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKaGZTMEpnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJhfS0Jg%7CCgwI3fHkpQYQuOHzhgE%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURKaGZTMEpnEAE,No le daria ni una estrella por poco hacen que mi madre se muera debido a que solo la drogaban para que se le fuera el dolor que tenía jodieron el hígado se volvió amarilla mientras estudiaban su caso durante una semana y luego no antes de todo la transladaron al ramon y Cajal a la uci y no una semana antes ya cuando se iba a morir menos mal que el hospital ramon y Cajal tiene buen servicio y buenos médicos y le hicieron el transplante sin complicaciones pero el infants Sofía es el peor hospital de la comunidad de Madrid de verdad antes de ir me moriría con eso os digo todo te dejan ahí hasta que no puedas mas LO PEOR,,Falah Sharab,https://www.google.com/maps/contrib/103293853292238243554?hl=en-US,103293853292238243554,https://lh3.googleusercontent.com/a/ACg8ocIqgb3YobNtuCDHvKFQeymcdRPfCDh03eLGahMjco-WDA=s40-c-rp-mo-br100,,10,No le daria ni una estrella por poco hacen que mi madre se muera debido a que solo la drogaban para que se le fuera el dolor que tenía jodieron el hígado se volvió amarilla mientras estudiaban su caso durante una semana y luego no antes de todo la transladaron al ramon y Cajal a la uci y no una semana antes ya cuando se iba a morir menos mal que el hospital ramon y Cajal tiene buen servicio y buenos médicos y le hicieron el transplante sin complicaciones pero el infants Sofía es el peor hospital de la comunidad de Madrid de verdad antes de ir me moriría con eso os digo todo te dejan ahí hasta que no puedas mas LO PEOR,"I wouldn't give it even one star because they almost made my mother die because they only drugged her to make the pain go away. They fucked up her liver, she turned yellow while they were studying her case for a week and then, not before all, they transferred her. to Ramon y Cajal to the ICU and not a week before when he was going to die thank goodness the Ramon y Cajal hospital has good service and good doctors and they performed the transplant without complications but the Infants Sofía is the worst hospital in the community Really, before going I would die with that, I tell you everything, they leave you there until you can't take it anymore THE WORST",
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKLWZPMHZ3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJ-fO0vwE%7CCgsI1NTkpQYQoNDqcA%7C?hl=en-US,1.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURKLWZPMHZ3RRAB,"Fui con un familiar para una intervención. Primero cambiaron la hora de ingreso con menos de 24 horas de antelación. Al llegar, nos asignaron habitación y nos dieron pautas a seguir como preparación para la intervención. Después de 5 horas de espera, nos dicen que no pueden operar ya que se les ha complicado la cirugía anterior y nos mandan a casa sin más información. Claramente no es una intervención de urgencia pero es una cirugía importante. El trato no ha sido malo pero si muy poco profesional. Han producido grandes molestias a unas personas que son autónomas y han dejado de ganar dinero por este motivo.",7.0,Marina del Real,https://www.google.com/maps/contrib/100087784311962152545?hl=en-US,100087784311962152545,https://lh3.googleusercontent.com/a-/ALV-UjVGQ6RAn1l9ObMNo2B9x5E9srFbN_bglE8568mmpXnkTkc=s40-c-rp-mo-ba4-br100,True,90,"Fui con un familiar para una intervención. Primero cambiaron la hora de ingreso con menos de 24 horas de antelación. Al llegar, nos asignaron habitación y nos dieron pautas a seguir como preparación para la intervención. Después de 5 horas de espera, nos dicen que no pueden operar ya que se les ha complicado la cirugía anterior y nos mandan a casa sin más información. Claramente no es una intervención de urgencia pero es una cirugía importante. El trato no ha sido malo pero si muy poco profesional. Han producido grandes molestias a unas personas que son autónomas y han dejado de ganar dinero por este motivo.","I went with a family member for an intervention. First they changed the check-in time with less than 24 hours notice. Upon arrival, we were assigned a room and given guidelines to follow in preparation for the intervention. After 5 hours of waiting, they tell us that they cannot operate since the previous surgery was complicated and they send us home without further information. Clearly it is not an emergency intervention but it is an important surgery. The treatment has not been bad but it has been very unprofessional. They have caused great inconvenience to people who are self-employed and have stopped earning money for this reason.",61.0
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKMmViTTlRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJ2ebM9QE%7CCgwI3s3ipQYQ8Kvk2QE%7C?hl=en-US,1.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURKMmViTTlRRRAB,"no responden el teléfono, está mi madre en urgencias y no hay forma de saber nada. De pena.... y pone que el teléfono está operativo 24h, pura mentira.",1.0,Nueva Tierra,https://www.google.com/maps/contrib/116089898250084600805?hl=en-US,116089898250084600805,https://lh3.googleusercontent.com/a-/ALV-UjUwnOJtXcRf7TnOkvKYS-TnjLVim8wYpRaTUYmPZAD1Mw=s40-c-rp-mo-br100,,4,"no responden el teléfono, está mi madre en urgencias y no hay forma de saber nada. De pena.... y pone que el teléfono está operativo 24h, pura mentira.","They don't answer the phone, my mother is in the emergency room and there is no way to know anything. Too bad... and it says that the phone is operational 24 hours a day, pure lie.",
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKOGV2V2FREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDJ8evWaQ%7CCgwIlr3epQYQoLn42gI%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURKOGV2V2FREAE,Falta de personal e inicio de apertura de la Torre 4… EXPLOTADORES.,1.0,Paloma Pagador,https://www.google.com/maps/contrib/116809140908223161597?hl=en-US,116809140908223161597,https://lh3.googleusercontent.com/a-/ALV-UjU4qze777xSaq8JN6mNjDNqrWrdx0_Dp-pEPTmHdlyTWU0=s40-c-rp-mo-br100,,15,Falta de personal e inicio de apertura de la Torre 4… EXPLOTADORES.,Lack of personnel and start of opening of Tower 4… EXPLOITERS.,6.0
