,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,likes
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwbWUzcThnRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICpme3q8gE%7CCgwIqum-pgYQ8IO3oQM%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwbWUzcThnRRAB,La cafetería súper cara.,Susana Barquero,https://www.google.com/maps/contrib/106426994166968782669?hl=en-US,106426994166968782669,https://lh3.googleusercontent.com/a/ACg8ocKxZVvnOpx-gpi89t4oM3l6o4bmtUFzyvN6vi-GXTEb=s40-c-rp-mo-ba5-br100,True,147,244.0,La cafetería súper cara.,The super expensive cafeteria.,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwa2N5YXl3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICpkcyaywE%7CCgsI5_-4pgYQoIPLdQ%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwa2N5YXl3RRAB,"Hospital muy muy bueno y una atención excelente todos los profesionales y unas instalaciones muy cuidadas
Gracias
Por vuestro trabajo",Maria isabel Tena Diaz,https://www.google.com/maps/contrib/107086931186894829492?hl=en-US,107086931186894829492,https://lh3.googleusercontent.com/a/ACg8ocLHkpoPwgb1rGzfQy5JM23spdvnKQZVabIqF0Om6Haz=s40-c-rp-mo-br100,,1,,"Hospital muy muy bueno y una atención excelente todos los profesionales y unas instalaciones muy cuidadas
Gracias
Por vuestro trabajo","Very very good hospital and excellent care, all the professionals and very well-kept facilities
Thank you
For your work",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwdHJyc1dnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICptrrsWg%7CCgwI0auupgYQ6Lf-ngI%7C?hl=en-US,1.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwdHJyc1dnEAE,Muy lento es inaceptable que tenga que esperar 2 horas para una radiografia,patata noob 99,https://www.google.com/maps/contrib/107398786014814649294?hl=en-US,107398786014814649294,https://lh3.googleusercontent.com/a-/ALV-UjXYKI7i2JzdJV7dpfiTX1QhEpFJGPSaL45KOWhbnbBCezE=s40-c-rp-mo-br100,,3,,Muy lento es inaceptable que tenga que esperar 2 horas para una radiografia,"Very slow, it is unacceptable that I have to wait 2 hours for an x-ray.",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwdHRxMVhREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICpttq1XQ%7CCgwIrquupgYQ-O7ZnwI%7C?hl=en-US,1.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwdHRxMVhREAE,"El peor hospital del mundo en lo que al servicio de TRAUMATOLOGIA Y ORTOPEDIA se refiere. No hablo de que los médicos atiendan mejor o peor. Hablo de que directamente NO ATIENDEN. La lista de espera para que te vean es de más de un año (eso como poco) y te lo dicen tan tranquilamente. ""Es que no hay agenda, hay como para año y medio más o menos pero no hay agenda"". Entre tanto los pacientes de baja, con dolores, con lesiones que si no se tratan a tiempo se pueden empeorar y cronificar....VERGONZOSO.",Inmaculada Carrasco Sanchez,https://www.google.com/maps/contrib/114960976700078589634?hl=en-US,114960976700078589634,https://lh3.googleusercontent.com/a/ACg8ocKF8tRKcDoodR-9UyPzBHRVnnY54iLyLaZcNyzIE4mI=s40-c-rp-mo-br100,,9,,"El peor hospital del mundo en lo que al servicio de TRAUMATOLOGIA Y ORTOPEDIA se refiere. No hablo de que los médicos atiendan mejor o peor. Hablo de que directamente NO ATIENDEN. La lista de espera para que te vean es de más de un año (eso como poco) y te lo dicen tan tranquilamente. ""Es que no hay agenda, hay como para año y medio más o menos pero no hay agenda"". Entre tanto los pacientes de baja, con dolores, con lesiones que si no se tratan a tiempo se pueden empeorar y cronificar....VERGONZOSO.","The worst hospital in the world in terms of TRAUMATOLOGY AND ORTHOPEDIC services. I'm not talking about whether doctors provide better or worse care. I'm talking about the fact that they directly DO NOT ATTEND. The waiting list to be seen is more than a year (at least) and they tell you so calmly. ""There is no agenda, there is about a year and a half or so but there is no agenda."" Meanwhile, patients are on sick leave, in pain, with injuries that if not treated in time can become worse and chronic.... SHAMEFUL.",3.0
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwMXU3OTZnRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICp1u796gE%7CCgwI3NetpgYQiPyf_wI%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwMXU3OTZnRRAB,"Hola buenos días , mi agradecimiento total a la unidad oncológica  consultorio 146 y 147  por la atención prestada , al doctor Rubio por su pronta Intervención a todos los médicos enfermera y enfermeros personal obrero gracias gracias",Yelitce Gonzalez,https://www.google.com/maps/contrib/103158395156927928877?hl=en-US,103158395156927928877,https://lh3.googleusercontent.com/a/ACg8ocIJw8qvU3EFhVSz8a7wBw4I535QfH8KMfcKYD2fsbT3=s40-c-rp-mo-br100,,5,,"Hola buenos días , mi agradecimiento total a la unidad oncológica  consultorio 146 y 147  por la atención prestada , al doctor Rubio por su pronta Intervención a todos los médicos enfermera y enfermeros personal obrero gracias gracias","Hello, good morning, my total gratitude to the oncology unit, office 146 and 147, for the attention provided, to Dr. Rubio for his prompt intervention, to all the doctors, nurses, and workers, thank you, thank you",
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwLXRyRXV3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICp-trEuwE%7CCgwIvqWppgYQkOXM6QI%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwLXRyRXV3RRAB,Siempre recibimos un trato excelente.,Enrique Coperías,https://www.google.com/maps/contrib/109437035377258197455?hl=en-US,109437035377258197455,https://lh3.googleusercontent.com/a-/ALV-UjXJShLFxed_4ekJyq-3ceqGy2KaGObRJFynAQcdJPwmtI8=s40-c-rp-mo-br100,,3,,Siempre recibimos un trato excelente.,We always receive excellent treatment.,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtb2NualRnEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgID-ocnjTg%7CCgsInPOjpgYQ4Nn9OA%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUQtb2NualRnEAE,"El peor hospital de la comunidad de Madrid pero con muchos méritos.

Llego a la recepción de la zona de urgencias tras salir de trabajar, agotada y enferma con mocos y muchísima tos, SIENDO ASMÁTICA , les cuento mi situación para que me puedan atender y me responden que mejor me vaya al Hospital de la Paz, que está toda la sala de urgencias llena y que como mínimo un médico tardaría 5 horas en atenderme.

Lo grave del asunto ya no es que te atiendan con esa desgana, esque encima te mandan a otro hospital porque les da la real gana y encima con educación 0, respeto al paciente 0 y luego se quejan encima de que no tienen contrato fijo!! Pero si que estéis fijos es lo único que os falta para que os estéis tocando las narices todo el santo día!!!! Si ya no queréis trabajar de por si, imagina si encima tenéis el “respaldo” de un contrato indefinido.

A este hospital le hace muchísima falta renovar su plantilla y que sus PROFESIONALES de SALUD se tomen su trabajo mucho más enserio y con más ganas hombre, que estáis para ayudar y cuidar no para tratar a la gente como si fuera lo peor!!!!",didi Rm,https://www.google.com/maps/contrib/115286933188131816288?hl=en-US,115286933188131816288,https://lh3.googleusercontent.com/a/ACg8ocKt6jfGcWSRvVDwu5tKlinmurJbL1FJ2ZVS-pioiLEK=s40-c-rp-mo-br100,,12,,"El peor hospital de la comunidad de Madrid pero con muchos méritos.

Llego a la recepción de la zona de urgencias tras salir de trabajar, agotada y enferma con mocos y muchísima tos, SIENDO ASMÁTICA , les cuento mi situación para que me puedan atender y me responden que mejor me vaya al Hospital de la Paz, que está toda la sala de urgencias llena y que como mínimo un médico tardaría 5 horas en atenderme.

Lo grave del asunto ya no es que te atiendan con esa desgana, esque encima te mandan a otro hospital porque les da la real gana y encima con educación 0, respeto al paciente 0 y luego se quejan encima de que no tienen contrato fijo!! Pero si que estéis fijos es lo único que os falta para que os estéis tocando las narices todo el santo día!!!! Si ya no queréis trabajar de por si, imagina si encima tenéis el “respaldo” de un contrato indefinido.

A este hospital le hace muchísima falta renovar su plantilla y que sus PROFESIONALES de SALUD se tomen su trabajo mucho más enserio y con más ganas hombre, que estáis para ayudar y cuidar no para tratar a la gente como si fuera lo peor!!!!","The worst hospital in the community of Madrid but with many merits.

I arrive at the reception of the emergency area after leaving work, exhausted and sick with snot and a lot of cough, BEING ASTHMATIC, I tell them my situation so that they can help me and they answer that I better go to the Hospital de la Paz, which is The entire emergency room is full and it would take at least 5 hours for a doctor to see me.

The serious thing about the matter is no longer that they treat you with that reluctance, it is that on top of that they send you to another hospital because they really want to and on top of that with 0 education, 0 respect for the patient and then they complain that they do not have a permanent contract!! But being fixed is the only thing you need for you to be touching your noses all day long!!!! If you no longer want to work, imagine if you also have the “backup” of an indefinite contract.

This hospital greatly needs to renew its staff and for its HEALTH PROFESSIONALS to take their work much more seriously and with more enthusiasm, man, you are here to help and care, not to treat people as if they were the worst!!!!",2.0
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwaklpYlZREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICpjIibVQ%7CCgwIxvaVpgYQwPXZ7wI%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwaklpYlZREAE,"Hace un mes estando de paso por Madrid tuvimos que acudir a urgencias de este hospital por un problema de salud de mi marido
Para empezar 5 horas en urgencias después queda ingresado, paso dos noches en una camilla en urgencias con fiebre que no bajaba de 40 en esos dos dias allí no vimos a ningún médico sólo le ponían medicación por vena para la fiebre, teniendo que avisar ya que una tarde entera nadie entró en aquella habitación llegando a tener 41 grados Lamentable …. A los 2 dias le suben a una planta de preingreso donde estuvo hasta las 7 de la tarde k le suben a planta
En esa planta estuvo 5 dias tengo k decir k nunca vi nada igual, la ropa acumulada en el baño durante esos días nadie la recogió hasta el día k le dieron el alta Vamos tremendo
Todo fatal Pero lo peor con diferencia la COMIDA , es horrible no entiendo como pueden dar esa comida a unas personas enfermas es imposible comerla , verdaderamente da asco el pan duro y los menús …..no los comen ni los animales que vergüenza, en nuestra provincia (nosotros no somos de Madrid ) visto lo k vi en este Hospital, tenemos unos hospitales de 5 estrellas

Si tengo que decir que la doctora que nos atendía y el personal de enfermería y auxiliares son una maravilla
Lo demás ya lo expliqué Mal, Mal muy Mal",Mary Carmen Alonso Diez,https://www.google.com/maps/contrib/104092943255952113197?hl=en-US,104092943255952113197,https://lh3.googleusercontent.com/a/ACg8ocIaZYZchNr4Lko3VxMwSX7MhLMZgau6juP0VE-NSSww=s40-c-rp-mo-br100,,1,,"Hace un mes estando de paso por Madrid tuvimos que acudir a urgencias de este hospital por un problema de salud de mi marido
Para empezar 5 horas en urgencias después queda ingresado, paso dos noches en una camilla en urgencias con fiebre que no bajaba de 40 en esos dos dias allí no vimos a ningún médico sólo le ponían medicación por vena para la fiebre, teniendo que avisar ya que una tarde entera nadie entró en aquella habitación llegando a tener 41 grados Lamentable …. A los 2 dias le suben a una planta de preingreso donde estuvo hasta las 7 de la tarde k le suben a planta
En esa planta estuvo 5 dias tengo k decir k nunca vi nada igual, la ropa acumulada en el baño durante esos días nadie la recogió hasta el día k le dieron el alta Vamos tremendo
Todo fatal Pero lo peor con diferencia la COMIDA , es horrible no entiendo como pueden dar esa comida a unas personas enfermas es imposible comerla , verdaderamente da asco el pan duro y los menús …..no los comen ni los animales que vergüenza, en nuestra provincia (nosotros no somos de Madrid ) visto lo k vi en este Hospital, tenemos unos hospitales de 5 estrellas

Si tengo que decir que la doctora que nos atendía y el personal de enfermería y auxiliares son una maravilla
Lo demás ya lo expliqué Mal, Mal muy Mal","A month ago, while passing through Madrid, we had to go to the emergency room of this hospital due to my husband's health problem.
To begin with, 5 hours in the emergency room, then he was admitted, he spent two nights on a stretcher in the emergency room with a fever that did not drop below 40 in those two days. There we did not see any doctor, they only gave him medication through vein for the fever, having to notify him since An entire afternoon no one entered that room, reaching 41 degrees. Regrettable…. After 2 days they moved him to a pre-entry floor where he was until 7 in the afternoon and they moved him to the floor.
He was on that floor for 5 days. I have to say that I have never seen anything like it. The clothes accumulated in the bathroom during those days, no one picked them up until the day they discharged him. It's tremendous.
All fatal But the worst thing by far is the FOOD, it's horrible, I don't understand how they can give that food to sick people, it's impossible to eat it, the stale bread and the menus are really disgusting...not even the animals eat them, what a shame, in our province (we are not from Madrid) given what I saw in this Hospital, we have 5 star hospitals

I do have to say that the doctor who treated us and the nursing and auxiliary staff are wonderful.
I already explained the rest Bad, Bad, very Bad",1.0
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwcEpxTURBEAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICppJqMDA%7CCgwImKORpgYQsLHauQE%7C?hl=en-US,1.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwcEpxTURBEAE,"Una autentica vergüenza. 6 horas en urgencias, esperando a que me llamen. Desde las 5 de la tarde hasta las 11 de la noche. Al parecer,180 personas están antes que yo. Mucha urgencia pero veo que al final, me voy a casa porque aqui no me atienden. Pregunto en atención al paciente y si, me dicen que estoy a la espera de que me llamen de consulta, que tengo ya un facultativo asignado, pero que hay mucha gente antes y que tengo que esperar. Después de 6 horas alli sentado, decido irme a otro Hospital y nada más llegar allí, me atienden en 20 minutos!!!!! En poco mas de una hora, me voy a casa con las pruebas pertinentes, los resultados y la medicación prescrita. No buscamos culpables, buscamos SOLUCIONES. No somos números ni letras, somos personas. Por algo a este hospital le llaman la morgue. Nunca más volveré por muy mal que me encuentre. Prefiero desplazarme a otro hospital.",Jota Emefe,https://www.google.com/maps/contrib/105679912462188938785?hl=en-US,105679912462188938785,https://lh3.googleusercontent.com/a-/ALV-UjXuaAmvozdQ-AyAJJG3w6yetv12ApYM61l_qdeWWMOy3uI=s40-c-rp-mo-br100,,51,62.0,"Una autentica vergüenza. 6 horas en urgencias, esperando a que me llamen. Desde las 5 de la tarde hasta las 11 de la noche. Al parecer,180 personas están antes que yo. Mucha urgencia pero veo que al final, me voy a casa porque aqui no me atienden. Pregunto en atención al paciente y si, me dicen que estoy a la espera de que me llamen de consulta, que tengo ya un facultativo asignado, pero que hay mucha gente antes y que tengo que esperar. Después de 6 horas alli sentado, decido irme a otro Hospital y nada más llegar allí, me atienden en 20 minutos!!!!! En poco mas de una hora, me voy a casa con las pruebas pertinentes, los resultados y la medicación prescrita. No buscamos culpables, buscamos SOLUCIONES. No somos números ni letras, somos personas. Por algo a este hospital le llaman la morgue. Nunca más volveré por muy mal que me encuentre. Prefiero desplazarme a otro hospital.","A real shame. 6 hours in the emergency room, waiting for them to call me. From 5 in the afternoon until 11 at night. Apparently 180 people are ahead of me. Very urgent but I see that in the end, I'm going home because they don't care for me here. I ask patient care and yes, they tell me that I am waiting for them to call me for a consultation, that I already have a doctor assigned, but that there are many people before me and that I have to wait. After 6 hours sitting there, I decide to go to another hospital and as soon as I get there, they treat me in 20 minutes!!!!! In just over an hour, I go home with the relevant tests, results, and prescribed medication. We do not look for culprits, we look for SOLUTIONS. We are not numbers or letters, we are people. There's a reason they call this hospital the morgue. I will never return no matter how bad I feel. I prefer to go to another hospital.",5.0
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwNE1pamZ3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICp4Mijfw%7CCgwIzJ6FpgYQ6KWolgE%7C?hl=en-US,5.0,7 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNwNE1pamZ3EAE,"Bien el HOSPITAL, pero las máquinas expendedoras son una estafa",Kike Ocampo,https://www.google.com/maps/contrib/114882837006093521298?hl=en-US,114882837006093521298,https://lh3.googleusercontent.com/a-/ALV-UjVQ0JzR5Bs4UTOvRI95dClT-qty4yhQx3bk11eZsTPzWXoe=s40-c-rp-mo-ba5-br100,True,339,262.0,"Bien el HOSPITAL, pero las máquinas expendedoras son una estafa","The HOSPITAL is good, but the vending machines are a scam",1.0
