,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,user.photos,user.local_guide
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKazcyem5RRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJk72znQE%7CCgwI8eWPpQYQuPKqzgM%7C?hl=en-US,1.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKazcyem5RRRAB,"Me han dado cita para dentro de UN Año de revisión de operación de próstata (sms). El Dr. me dio un papel para revisión en 6 meses. Llamo y me indican que NO se trata de un error, es que van con retraso (¿De 6 meses?)
Esto ya me lo hicieron cuando me operaron pero no dije nada, ahora he llamado y me dieron esta respuesta.
¿Se puede jugar de esta manera con nuestra salud? ¿El Dr. es consciente de que él dice una cosa y luego es otra? ¿A qué jugamos?
¿Donde están los gestores del Hospital? ¿Quieren a acabar con lo mejor que teníamos? Si es así van por el buen camino.",2.0,ANTONIO SANCHEZ,https://www.google.com/maps/contrib/115625130655547001073?hl=en-US,115625130655547001073,https://lh3.googleusercontent.com/a-/ALV-UjU5PelbHy8kSFcOQuVEoEHuN0AGYzQOax4kB90IGfKDyg=s40-c-rp-mo-br100,13,"Me han dado cita para dentro de UN Año de revisión de operación de próstata (sms). El Dr. me dio un papel para revisión en 6 meses. Llamo y me indican que NO se trata de un error, es que van con retraso (¿De 6 meses?)
Esto ya me lo hicieron cuando me operaron pero no dije nada, ahora he llamado y me dieron esta respuesta.
¿Se puede jugar de esta manera con nuestra salud? ¿El Dr. es consciente de que él dice una cosa y luego es otra? ¿A qué jugamos?
¿Donde están los gestores del Hospital? ¿Quieren a acabar con lo mejor que teníamos? Si es así van por el buen camino.","They have given me an appointment for a prostate surgery review in ONE Year (sms). The Dr. gave me a paper for review in 6 months. I call and they tell me that it is NOT an error, it is that they are late (6 months?)
They already did this to me when I had surgery but I didn't say anything, now I called and they gave me this answer.
Can we play with our health this way? Is the Dr. aware that he says one thing and then does another? What do we play?
Where are the Hospital managers? Do they want to put an end to the best we had? If so, they are on the right track.",,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKNWRHN2R3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJ5dG7dw%7CCgwI0vaApQYQwPCArwE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKNWRHN2R3EAE,"El peor hospital público de la Comunidad de Madrid. El tiempo medio de espera para que te vea el médico son 2 horas, más otras 2 si tienen que hacerte alguna prueba y volver a verte. Una vergüenza la gestión de las urgencias.",3.0,Pelaez 91,https://www.google.com/maps/contrib/111751211618162750453?hl=en-US,111751211618162750453,https://lh3.googleusercontent.com/a/ACg8ocKPEJYJ0uv-FE5eRGf8-OtBEPn2Lk3ERUoosnX46LqC=s40-c-rp-mo-br100,28,"El peor hospital público de la Comunidad de Madrid. El tiempo medio de espera para que te vea el médico son 2 horas, más otras 2 si tienen que hacerte alguna prueba y volver a verte. Una vergüenza la gestión de las urgencias.","The worst public hospital in the Community of Madrid. The average waiting time for the doctor to see you is 2 hours, plus another 2 if they have to do a test and see you again. The management of emergencies is a shame.",1.0,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKOGFyUjdRRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJ8arR7QE%7CCgwIrNT2pAYQkPeYqAE%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKOGFyUjdRRRAB,Las peores urgencias de España sin ninguna duda.,,David Burguillo,https://www.google.com/maps/contrib/111692086765861509915?hl=en-US,111692086765861509915,https://lh3.googleusercontent.com/a-/ALV-UjVa7IqqiR9Ah_p5Yw5Y2B6euZ5CySJcTYTLhqcGgJsugikg=s40-c-rp-mo-br100,2,Las peores urgencias de España sin ninguna duda.,The worst emergencies in Spain without a doubt.,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKb2NEeUp3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJocDyJw%7CCgwI--3xpAYQiIeDvwM%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKb2NEeUp3EAE,"Una estrella y porque no te pueden poner 0. Llego a urgencias, luego me pasan a la primera consulta en la que había una chica con un ordenador, la cual me pregunto que me pasaba, le conté que tenía un dolor de oido horrible que cada día iba a más incluso no podía ni mover la cabeza porque me dolía muchísimo el oído, y me dice que eso no es ninguna urgencia que tengo que ir a un centro de salud. No se que labor tenía esa señora y para determinar lo que es urgente de lo que no, pero desde luego espero no tener nada grave porque se le cae el pelo.",5.0,Fabiola Cabrera baranda,https://www.google.com/maps/contrib/100744837240914894904?hl=en-US,100744837240914894904,https://lh3.googleusercontent.com/a/ACg8ocK0WfTlsqFxz3l9YoQjgFt9WTK-ALLJ102Omx26ge4t=s40-c-rp-mo-br100,3,"Una estrella y porque no te pueden poner 0. Llego a urgencias, luego me pasan a la primera consulta en la que había una chica con un ordenador, la cual me pregunto que me pasaba, le conté que tenía un dolor de oido horrible que cada día iba a más incluso no podía ni mover la cabeza porque me dolía muchísimo el oído, y me dice que eso no es ninguna urgencia que tengo que ir a un centro de salud. No se que labor tenía esa señora y para determinar lo que es urgente de lo que no, pero desde luego espero no tener nada grave porque se le cae el pelo.","One star and why can't they give you a 0. I arrived at the emergency room, then they took me to the first consultation where there was a girl with a computer, who asked me what was wrong, I told her that I had a horrible ear pain that every time Every day it got worse, I couldn't even move my head because my ear hurt so much, and he told me that this is not an emergency, I have to go to a health center. I don't know what job that lady had and to determine what is urgent and what is not, but I certainly hope I don't have anything serious because her hair is falling out.",,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKM3ZQNENREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJ3vP4CQ%7CCgwIu8fupAYQ-O3XhAI%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKM3ZQNENREAE,El peor Hospital de la Comunidad de Madrid sin duda no hay ningún paciente en urgencias y la espera interminable,,Ivan García,https://www.google.com/maps/contrib/116091580969261101894?hl=en-US,116091580969261101894,https://lh3.googleusercontent.com/a/ACg8ocJiKvgiOM9RmxlQ14p22kvgZY_59kIumR8PuHrglaS_=s40-c-rp-mo-br100,3,El peor Hospital de la Comunidad de Madrid sin duda no hay ningún paciente en urgencias y la espera interminable,The worst Hospital in the Community of Madrid without a doubt there is no patient in the emergency room and the endless wait,4.0,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKdlBId0N3EAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJvPHwCw%7CCgwI_q3UpAYQ-IXF2AM%7C?hl=en-US,3.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKdlBId0N3EAE,Hospital grande y moderno q cuenta con muchas salas y consultas y donde se puede apreciar q la infraestructura no se está utilizando val 100 %,,Angel Almena,https://www.google.com/maps/contrib/104664784835886307310?hl=en-US,104664784835886307310,https://lh3.googleusercontent.com/a/ACg8ocJdaLiU5FzRis1Cb8qdhTUVYFh9P6FEqlb2t_tAj1y7=s40-c-rp-mo-ba6-br100,135,Hospital grande y moderno q cuenta con muchas salas y consultas y donde se puede apreciar q la infraestructura no se está utilizando val 100 %,Large and modern hospital that has many rooms and consultations and where you can see that the infrastructure is not being used 100%,721.0,True
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKdlBpeC1RRRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJvPix-QE%7CCgsIx-zTpAYQ2ILUSw%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKdlBpeC1RRRAB,"Atención fatal uno puede morir hasta que lo atiendan
Vergüenza",,Milena Cubas,https://www.google.com/maps/contrib/109621453563139934090?hl=en-US,109621453563139934090,https://lh3.googleusercontent.com/a/ACg8ocKyBD8jJf4xGvZ0FcQCSlsrrHsIe-CAG5mF2PjbspRV=s40-c-rp-mo-br100,8,"Atención fatal uno puede morir hasta que lo atiendan
Vergüenza","Fatal care one can die until they are treated
Shame",,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKc09MVFpREAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgICJsOLTZQ%7CCgwIjd3ApAYQsPntgQE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKc09MVFpREAE,Penoso....sin más,,Policarpo Reino Terriza,https://www.google.com/maps/contrib/101539142675510863443?hl=en-US,101539142675510863443,https://lh3.googleusercontent.com/a/ACg8ocIfRa2LRtTPjmcWKM6nnX_qzM27gP-5j7v71pKEYmGk=s40-c-rp-mo-br100,9,Penoso....sin más,Sad....without further ado,3.0,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4djZqdHd3RRAB!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDxv6jtwwE%7CCgwI3Na5pAYQyPOl-gE%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4djZqdHd3RRAB,Vergonzoso. Un médico en todo urgencias. Acusó por una reacción alérgica severa y una hora para que me vea un médico y me ponga un corticoide. Ya te puede dar una crisis anafiláctica que te morirás antes de que te vean .,3.0,Noe Pedraza,https://www.google.com/maps/contrib/116408763778829007714?hl=en-US,116408763778829007714,https://lh3.googleusercontent.com/a-/ALV-UjWbzrAGL5cW7VljFnNQ5XuluBIxpij_QOsNqT9L0Sc_9PI=s40-c-rp-mo-br100,12,Vergonzoso. Un médico en todo urgencias. Acusó por una reacción alérgica severa y una hora para que me vea un médico y me ponga un corticoide. Ya te puede dar una crisis anafiláctica que te morirás antes de que te vean .,Shameful. A doctor in all emergencies. He charged me with a severe allergic reaction and an hour to see a doctor and give me a corticosteroid. You could already have an anaphylactic crisis and you will die before they see you.,4.0,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4ejVUWk9REAE!2m1!1s0x0:0xfab3127fb18b149a!3m1!1s2@1:CIHM0ogKEICAgIDxz5TZOQ%7CCgsI0se1pAYQ4IL_QQ%7C?hl=en-US,4.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4ejVUWk9REAE,"Personal médico 'temperamental', te llaman 'hijo', un acto ofensivo, degradante, como una colleja, ponen en la historia clínica datos de anamnesis y exploración que no han hecho, no interpretan bien los resultados de los análisis.
Consecuencia inevitable de dos políticas, la menisterial socialista de filtrar las preguntas del MIR a las gentes de las tribus del señor de las moscas, y la de los médicos incrustados en el SERMAS, organismo que manipulan con despotismo y torpeza los conservadores, anti-profesionales que maltratan a los pacientes con la intención de que se pasen a la sanidad privada cuyo capital dominan.
Hicieron lo mismo en Bankia antes de que 'entrase en crisis', y se gastasen 60 mil millones de € 'en sanear' esa caja de ahorros y otras cajetillas de dimensión aldeana.
Txakurrak kanpora!",1.0,Jose G A,https://www.google.com/maps/contrib/106097363372812682985?hl=en-US,106097363372812682985,https://lh3.googleusercontent.com/a-/ALV-UjW3UwWghSWUE_ar7oIrQbg9ad-z8ekfRF0Ri-Z8YNHYTcs=s40-c-rp-mo-ba5-br100,252,"Personal médico 'temperamental', te llaman 'hijo', un acto ofensivo, degradante, como una colleja, ponen en la historia clínica datos de anamnesis y exploración que no han hecho, no interpretan bien los resultados de los análisis.
Consecuencia inevitable de dos políticas, la menisterial socialista de filtrar las preguntas del MIR a las gentes de las tribus del señor de las moscas, y la de los médicos incrustados en el SERMAS, organismo que manipulan con despotismo y torpeza los conservadores, anti-profesionales que maltratan a los pacientes con la intención de que se pasen a la sanidad privada cuyo capital dominan.
Hicieron lo mismo en Bankia antes de que 'entrase en crisis', y se gastasen 60 mil millones de € 'en sanear' esa caja de ahorros y otras cajetillas de dimensión aldeana.
Txakurrak kanpora!","'Temperamental' medical staff, they call you 'son', an offensive, degrading act, like a slap in the face, they put in the medical history data from anamnesis and examination that they have not done, they do not correctly interpret the results of the analyzes.
Inevitable consequence of two policies, the socialist menisterial one of filtering the MIR's questions to the people of the tribes of the Lord of the Flies, and that of the doctors embedded in the SERMAS, an organization manipulated with despotism and clumsiness by the conservatives, anti-professionals. who mistreat patients with the intention of making them switch to private healthcare whose capital they dominate.
They did the same in Bankia before it 'entered into crisis', and €60 billion were spent 'on cleaning up' that savings bank and other village-sized boxes.
Txakurrak kanpora!",,True
