,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,user.local_guide,user.photos,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsbGVYY2xBRRAB!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgIClleXclAE%7CCgsI09f8qgYQwNPNYQ%7C?hl=en-US,1.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsbGVYY2xBRRAB,"Super mal si se trata de sitios para aparcar taxis con reserva y espera. Fatal ,nos echan de cada sitiio y para que no aparques en sitiio donde se podria te ponen delante de ti los conos.
Donde tenemos que esperar
????
Otro dia tenia paciente siego i tambien me echaron!!!!",1.0,Anna Lis,https://www.google.com/maps/contrib/109316559533189664447?hl=en-US,109316559533189664447,https://lh3.googleusercontent.com/a/ACg8ocLCbaiMSvtE82-qnBmTZJUxLGk5rJvjI-RWhoZBDnNL=s40-c-rp-mo-br100,5,"Super mal si se trata de sitios para aparcar taxis con reserva y espera. Fatal ,nos echan de cada sitiio y para que no aparques en sitiio donde se podria te ponen delante de ti los conos.
Donde tenemos que esperar
????
Otro dia tenia paciente siego i tambien me echaron!!!!","Super bad when it comes to places to park taxis with a reservation and wait. Fatal, they kick us out of every place and so that you don't park in a place where you could, they put cones in front of you.
Where we have to wait
????
Another day I had a patient and they kicked me out too!!!!",,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNsaGVfWWRnEAE!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgIClhe_Ydg%7CCgsIkPH4qgYQqMLxPA%7C?hl=en-US,5.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNsaGVfWWRnEAE,"Quería dar las gracias, a TODA LA UNIDAD DE QUEMADOS!! SOIS UNOS ÁNGELES!! Mi hijo a estado 3 semanas ingresado, y gracias al personal, tanto como enfermeras, auxiliares, y etc.. mi hijo a vuelto a casa con una alegría inmensa! De verdad que tenéis vocación por lo que hacéis!! Solo os digo que vuestro esfuerzo tendrá la recompensa!! Gracias a gente como vosotros, la vida tiene sentido! Por qué sois increíbles!!!",6.0,Carlosgaitan Gaitan,https://www.google.com/maps/contrib/101653486766671742116?hl=en-US,101653486766671742116,https://lh3.googleusercontent.com/a-/ALV-UjVKqs_aD_HUUMcjgJkwBRmChs1GfYsEKBp6BB2mrCUQZjc=s40-c-rp-mo-br100,4,"Quería dar las gracias, a TODA LA UNIDAD DE QUEMADOS!! SOIS UNOS ÁNGELES!! Mi hijo a estado 3 semanas ingresado, y gracias al personal, tanto como enfermeras, auxiliares, y etc.. mi hijo a vuelto a casa con una alegría inmensa! De verdad que tenéis vocación por lo que hacéis!! Solo os digo que vuestro esfuerzo tendrá la recompensa!! Gracias a gente como vosotros, la vida tiene sentido! Por qué sois increíbles!!!","I wanted to thank the ENTIRE BURN UNIT!! YOU ARE ANGELS!! My son has been admitted for 3 weeks, and thanks to the staff, both nurses, assistants, and etc... my son has returned home with immense joy! You really have a vocation for what you do!! I'm just telling you that your effort will be rewarded!! Thanks to people like you, life has meaning! Why are you amazing!!!",,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsMGZiMm1nRRAB!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgICl0fb2mgE%7CCgwIqMbuqgYQiJrY6QI%7C?hl=en-US,1.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsMGZiMm1nRRAB,"La atención de urgencias de este hospital es pésima.Fuimos el miércoles 15/11 Llegamos a las 14:00 al hospital nos pasó el triaje y hasta las 17:22h no nos llamó el otorrino, nos atendieron de malas maneras y en el informe ni siquiera aparece el nombre completo de la doctora que nos atendió ni el número de colegiado. El servicio de la sanidad pública cada vez es más pésimo, largas esperas para que te atiendan y encima mal sin empatia ninguna.",4.0,Gemma Hervegas,https://www.google.com/maps/contrib/101322889634053196019?hl=en-US,101322889634053196019,https://lh3.googleusercontent.com/a/ACg8ocIt4HmUvvy9FV2DaWoRvdcozPuPA9lvEwg1qChqssqI=s40-c-rp-mo-br100,15,"La atención de urgencias de este hospital es pésima.Fuimos el miércoles 15/11 Llegamos a las 14:00 al hospital nos pasó el triaje y hasta las 17:22h no nos llamó el otorrino, nos atendieron de malas maneras y en el informe ni siquiera aparece el nombre completo de la doctora que nos atendió ni el número de colegiado. El servicio de la sanidad pública cada vez es más pésimo, largas esperas para que te atiendan y encima mal sin empatia ninguna.","The emergency care at this hospital is terrible. We went on Wednesday, 11/15. We arrived at the hospital at 2:00 p.m. We were triaged and the ENT doctor didn't call us until 5:22 p.m., they treated us in a bad manner and in the report not even The full name of the doctor who treated us does not even appear, nor the membership number. The public health service is increasingly terrible, long waits to be treated and on top of that bad without any empathy.",,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsN3J6OTZnRRAB!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgICl7rz96gE%7CCgwIk43lqgYQ2P3_qQI%7C?hl=en-US,5.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsN3J6OTZnRRAB,,,Marta Gómez,https://www.google.com/maps/contrib/112834469436728522409?hl=en-US,112834469436728522409,https://lh3.googleusercontent.com/a/ACg8ocIeQ1HkfYGByAVjDAQ1u_9NfnBxZIr84FUL5GcHgKJ4Wu8=s40-c-rp-mo-ba3-br100,2,,,True,,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNscXJUeF9RRRAB!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgIClqrTx_QE%7CCgwIm8TVqgYQwMyznwI%7C?hl=en-US,5.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNscXJUeF9RRRAB,"Muy muy grande
Buenos profesionales",2.0,maria,https://www.google.com/maps/contrib/109470808112690779279?hl=en-US,109470808112690779279,https://lh3.googleusercontent.com/a-/ALV-UjX2-VLfGlGfUp9sGxv4qneiQM9whJxt2NkKy26huQfO8Qg=s40-c-rp-mo-ba6-br100,274,"Muy muy grande
Buenos profesionales","Very very big
Good professionals",True,327.0,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNsX0xQMVdnEAE!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgICl_LP1Wg%7CCgwI2LXPqgYQ6ODSswM%7C?hl=en-US,2.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNsX0xQMVdnEAE,"Nos prometieron un cambio de habitación tres veces. Tres veces que nos tuvimos que salir de la sala de urgencias de la cual a la cuarta vez pudimos traspasarnos. La sala donde nos traspasan estaba sucia, con el WC sucio, grifo roto, basura y restos del antiguo afectado de la habitación, limpieza y cuidado cero. Prometieron traer a un médico y nunca llegó en ningún momento.",3.0,Oli Vencia,https://www.google.com/maps/contrib/103101205015505104502?hl=en-US,103101205015505104502,https://lh3.googleusercontent.com/a-/ALV-UjWuotEznHWWus9OrE4RlT__4HNa7UFR2FOLKhVOfp7dTrR0=s40-c-rp-mo-br100,14,"Nos prometieron un cambio de habitación tres veces. Tres veces que nos tuvimos que salir de la sala de urgencias de la cual a la cuarta vez pudimos traspasarnos. La sala donde nos traspasan estaba sucia, con el WC sucio, grifo roto, basura y restos del antiguo afectado de la habitación, limpieza y cuidado cero. Prometieron traer a un médico y nunca llegó en ningún momento.","They promised us a room change three times. Three times we had to leave the emergency room, and the fourth time we were able to leave. The room where we were transferred was dirty, with a dirty toilet, a broken faucet, garbage and remains of the old material in the room, zero cleaning and care. They promised to bring a doctor and he never arrived at any time.",,6.0,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURGMTdmaWt3RRAB!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgIDF17fikwE%7CCgwIsYi9qgYQiOT_tQM%7C?hl=en-US,3.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURGMTdmaWt3RRAB,,,Ana B.,https://www.google.com/maps/contrib/114257632973334638975?hl=en-US,114257632973334638975,https://lh3.googleusercontent.com/a-/ALV-UjWel-yl5502bhZ4oYrt1JBOdeIdu2mQg6MltuqYINzhQFM=s40-c-rp-mo-ba4-br100,41,,,True,309.0,['https://lh5.googleusercontent.com/p/AF1QipOry4AiwjaMQF-yDh5MJ-7Gl7EOXaKp0VOBiXDQ=w100-h100-p-n-k-no']
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGLTVYWUFREAE!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgIDF-5XYAQ%7CCgwIsL-5qgYQsIXjqgI%7C?hl=en-US,5.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURGLTVYWUFREAE,"Ayer noche tuve que ir de urgencias a traumatología unidad de quemados y me trataron muy bien y muy rápido. Encantada estoy con la labor de cada uno de ellos, enfermeras, auxiliares, celadores, personal ambulancia.",1.0,Maite Ojanguren,https://www.google.com/maps/contrib/106611531727889489926?hl=en-US,106611531727889489926,https://lh3.googleusercontent.com/a/ACg8ocLDr5j-XTfKbgWRqC8RnpEfaRe4V_hJT4VJ2o9GmxvJ=s40-c-rp-mo-br100,13,"Ayer noche tuve que ir de urgencias a traumatología unidad de quemados y me trataron muy bien y muy rápido. Encantada estoy con la labor de cada uno de ellos, enfermeras, auxiliares, celadores, personal ambulancia.","Last night I had to go from the emergency room to the trauma burn unit and they treated me very well and very quickly. I am delighted with the work of each one of them, nurses, assistants, orderlies, ambulance personnel.",,1.0,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGbWRTR1hBEAE!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgIDFmdSGXA%7CCgwItdutqgYQ-L2imAM%7C?hl=en-US,1.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURGbWRTR1hBEAE,,,Paola C (Paola C),https://www.google.com/maps/contrib/101750911132403427861?hl=en-US,101750911132403427861,https://lh3.googleusercontent.com/a-/ALV-UjVnGRxL3kFO5lhiUp-gNTBbx2rcMM-k1Qk-QyAEh9xk_A=s40-c-rp-mo-br100,9,,,,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNGeThPT0xREAE!2m1!1s0x0:0x605519a76ed9875!3m1!1s2@1:CIHM0ogKEICAgICFy8OOLQ%7CCgwIpceOqgYQ0NXd7AI%7C?hl=en-US,1.0,4 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNGeThPT0xREAE,Ciño mi opinión como visitante. Es una pasada la cantidad de gente que FUMA dentro de las instalaciones. No hay respeto ni VIGILANCIA ( bueno... Vigilància si però se la trae al pairo) Gente enferma y niños que tienen que ver como los adultos no respetan las prohibiciones. Fumando al lado de niños y de enfermos. Es un tema importante para mi y un mínimo a cumplir.,8.0,Juan Muñoz Barrios,https://www.google.com/maps/contrib/112707798388886395413?hl=en-US,112707798388886395413,https://lh3.googleusercontent.com/a-/ALV-UjWZDgUXi-1VfeRH5V7VV4qKMiKB8JAHCy8TiCSQTNGWLgo=s40-c-rp-mo-ba3-br100,78,Ciño mi opinión como visitante. Es una pasada la cantidad de gente que FUMA dentro de las instalaciones. No hay respeto ni VIGILANCIA ( bueno... Vigilància si però se la trae al pairo) Gente enferma y niños que tienen que ver como los adultos no respetan las prohibiciones. Fumando al lado de niños y de enfermos. Es un tema importante para mi y un mínimo a cumplir.,"I stick to my opinion as a visitor. The amount of people who SMOKE inside the facilities is amazing. There is no respect or SURVEILLANCE (well... Surveillance, yes, but it's a mess). Sick people and children who have to see how adults do not respect prohibitions. Smoking next to children and the sick. It is an important topic for me and a minimum to meet.",True,3.0,
