,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,user.local_guide
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSNXZ2d1dnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDR5vvwWg%7CCgsI8oaaogYQ6PKkcw%7C?hl=en-US,5.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURSNXZ2d1dnEAE,"Por desgracia he tenido que ir varias veces con mi madre a urgencias.
Cuánto médico joven y que bueno es el trato, si hay mucha gente es obvio que hay que esperar, pero tratan al enfermo con una paciencia y una delicadeza que da gusto.
Siempre que hemos ido he salido con la misma sensación.
Felicidades a esos pedazo profesionales del servicio de urgencias",3.0,alicantina alicantina,https://www.google.com/maps/contrib/108753037339893623098?hl=en-US,108753037339893623098,https://lh3.googleusercontent.com/a/ACg8ocJ1hm2mZHZLEQGfrhyW49dQig9JxbjtXLbU2M0Y-Tid=s40-c-rp-mo-br100,8,1.0,"Por desgracia he tenido que ir varias veces con mi madre a urgencias.
Cuánto médico joven y que bueno es el trato, si hay mucha gente es obvio que hay que esperar, pero tratan al enfermo con una paciencia y una delicadeza que da gusto.
Siempre que hemos ido he salido con la misma sensación.
Felicidades a esos pedazo profesionales del servicio de urgencias","Unfortunately I have had to go to the emergency room with my mother several times.
What a young doctor and how good the treatment is, if there are many people it is obvious that you have to wait, but they treat the patient with a patience and delicacy that is a pleasure.
Every time we have gone I have left with the same feeling.
Congratulations to those great professionals from the emergency service",
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSb3FlbUlREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDRoqemIQ%7CCgwIko6JogYQ0Lr2vQI%7C?hl=en-US,5.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURSb3FlbUlREAE,"Trato inmejorable, tanto en urgencias como durante los días de ingreso (bloque morado). Personal con mucha empatía y amabilidad.",2.0,MAR,https://www.google.com/maps/contrib/109197999674398729712?hl=en-US,109197999674398729712,https://lh3.googleusercontent.com/a/ACg8ocJVgJ-dC0iUcaKA-5JdUc4SuSWf6iMdKTP65UD1FaNx=s40-c-rp-mo-br100,3,,"Trato inmejorable, tanto en urgencias como durante los días de ingreso (bloque morado). Personal con mucha empatía y amabilidad.","Unbeatable treatment, both in the emergency room and during the days of admission (purple block). Staff with a lot of empathy and kindness.",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSdEtTbWZREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDRtKSmfQ%7CCgwIg5_8oQYQoOyH-gI%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURSdEtTbWZREAE,Fatal súper mal educados 3 horas y no atienden,1.0,Roger Diax,https://www.google.com/maps/contrib/115156355844356518020?hl=en-US,115156355844356518020,https://lh3.googleusercontent.com/a/ACg8ocKEWdpAtG7kMfEeuWL_foI7UExWD-UAQ0y4fHPfUiSq=s40-c-rp-mo-br100,10,,Fatal súper mal educados 3 horas y no atienden,Fatal super bad manners 3 hours and they don't answer,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSdU42blB3EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDRuN6nPw%7CCgsI-KD1oQYQ-JK2LQ%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURSdU42blB3EAE,Mi hija con parálisis facial ormigueo lleva 3 horas muy mala atención mala organización URGENCIAS A TOPE,1.0,Jenny Allauca,https://www.google.com/maps/contrib/114297679069684036702?hl=en-US,114297679069684036702,https://lh3.googleusercontent.com/a/ACg8ocK0OURNl3GxQlF2eI3Nc36lydqADw6CZK07aZTA6RHq=s40-c-rp-mo-br100,4,,Mi hija con parálisis facial ormigueo lleva 3 horas muy mala atención mala organización URGENCIAS A TOPE,"My daughter with facial paralysis tingling has been there for 3 hours, very bad care, bad organization, EMERGENCIES AT THE FULLEST",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSeU9xdHJBRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDRyOqtrAE%7CCgwI8ovwoQYQgKbbjwI%7C?hl=en-US,4.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURSeU9xdHJBRRAB,"La asistencia profesional y humana  muy satisfactoria, desde el principio",2.0,Eduardo EM,https://www.google.com/maps/contrib/108333039063173268618?hl=en-US,108333039063173268618,https://lh3.googleusercontent.com/a-/ALV-UjVK4O-pdzoQfQCiyMMKePgRdRoZyRh4b3oEoUKNHvFVcO0=s40-c-rp-mo-br100,2,1.0,"La asistencia profesional y humana  muy satisfactoria, desde el principio","Very satisfactory professional and human assistance, from the beginning",
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSbTRtQlhBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICRm4mBXA%7CCgwI9N_UoQYQyJrTvQE%7C?hl=en-US,5.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSbTRtQlhBEAE,"Mis 5 estrellas van para el doctor Carlos que atendía hoy en cirugía. He ido por un pequeño bulto y el trato ha sido de una persona muy amable, educada y súper agradable. Más médicos así por favor. Que pena que con mi comentario no puedan aumentarle el sueldo que gente así se lo merece. Le estoy muy agradecido",7.0,M Dp,https://www.google.com/maps/contrib/108940702518419391969?hl=en-US,108940702518419391969,https://lh3.googleusercontent.com/a/ACg8ocKXEIrHN_sNyG4YHWDxDHj7CEFCxz8DwZuZppGMfwpc=s40-c-rp-mo-br100,2,,"Mis 5 estrellas van para el doctor Carlos que atendía hoy en cirugía. He ido por un pequeño bulto y el trato ha sido de una persona muy amable, educada y súper agradable. Más médicos así por favor. Que pena que con mi comentario no puedan aumentarle el sueldo que gente así se lo merece. Le estoy muy agradecido","My 5 stars go to Dr. Carlos who was in surgery today. I have gone for a small package and the treatment has been from a very kind, polite and super nice person. More doctors like this please. What a shame that with my comment they cannot increase the salary that people like this deserve. I'm really grateful to you",
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSZzRmTWNREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICRg4fMcQ%7CCgwIk4PKoQYQuIaZuQI%7C?hl=en-US,4.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSZzRmTWNREAE,"Agradecer el trato tanto humano como profesional de todos los que allí trabajan en el hospital para sacar adelante un trabajo vocacional y humano , siempre eternamente agradecido . Justo lopez.",3.0,Lola lópez,https://www.google.com/maps/contrib/112652262802208550402?hl=en-US,112652262802208550402,https://lh3.googleusercontent.com/a/ACg8ocJ_TnR4ZBxwuatnWFjc7lGBHStmNaEbplPS7JajFbYD=s40-c-rp-mo-br100,2,1.0,"Agradecer el trato tanto humano como profesional de todos los que allí trabajan en el hospital para sacar adelante un trabajo vocacional y humano , siempre eternamente agradecido . Justo lopez.","Thank you for the human and professional treatment of all those who work at the hospital to carry out vocational and human work, always eternally grateful. Just Lopez.",
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNScmJhM1pnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICRrba3Zg%7CCgwI_8bDoQYQqL6RlAE%7C?hl=en-US,4.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNScmJhM1pnEAE,,,Alberto Clem,https://www.google.com/maps/contrib/104147256018685949269?hl=en-US,104147256018685949269,https://lh3.googleusercontent.com/a-/ALV-UjUnrIisDhWWxplhlb5pOLgtdyQcGChvk0rqeyunXdY-Ln4=s40-c-rp-mo-ba5-br100,306,60.0,,,True
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSMVlmN1NnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICR1Yf7Sg%7CCgsIwZ2_oQYQ0JHWbg%7C?hl=en-US,5.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSMVlmN1NnEAE,Esta muy bien,1.0,Adrian Antohi,https://www.google.com/maps/contrib/107122061319687206234?hl=en-US,107122061319687206234,https://lh3.googleusercontent.com/a/ACg8ocKtgZ8aNj4d3Je3D3buklktLXhk795yD5CoNl250pel=s40-c-rp-mo-ba4-br100,195,12.0,Esta muy bien,It's very nice,True
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSc3RTaG13RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICRstShmwE%7CCgsI3ZaQoQYQuKvYGA%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSc3RTaG13RRAB,4 dias intento conectar con  hospital diaro quimioterapia para hablar con mi doctora  y no hay modos es una vergüenza no coje tel por ni una parte,3.0,Miepol Miepolki,https://www.google.com/maps/contrib/107159341338918286992?hl=en-US,107159341338918286992,https://lh3.googleusercontent.com/a/ACg8ocIThioSUogDayZzDmsLWhtf0wG-NOhRbiRVzG58CkE8=s40-c-rp-mo-br100,4,8.0,4 dias intento conectar con  hospital diaro quimioterapia para hablar con mi doctora  y no hay modos es una vergüenza no coje tel por ni una parte,"For 4 days I try to connect with the chemotherapy day hospital to talk to my doctor and there is no way, it is a shame I don't pick up the phone at all",
