,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,images,user.local_guide
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQxNnU2MFh3EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgID16u60Xw%7CCgwI9PHlrAYQuL6QnQE%7C?hl=en-US,5.0,a month ago,Google,ChZDSUhNMG9nS0VJQ0FnSUQxNnU2MFh3EAE,"La atención del personal médico y de enfermería de la emergencia pediátrica es excelente, eficiente, atentos, cercanos . De la misma manera el personal de la plante E 3er. Piso amarilla de hospitalizacion pediátrica. Definitivamente hay que resaltar lo excelente de este equipo de profesionales, 4 días con mi hijo ingresado y nunca nos sentimos ni solos ni desasistido, conclusión son brillantes, humanos, afectuosos y sobre todo con muchisimo amor a su profesion. Dios los  bendiga y apoyemos a estos profesionales, SON UNICOS",2.0,Luis Eduardo Manresa Perez,https://www.google.com/maps/contrib/105748696960977089789?hl=en-US,105748696960977089789,https://lh3.googleusercontent.com/a/ACg8ocJ-KDp70q02bcT41JqLUXZ2zsAFQ8tMScoOWhrSBG_I=s40-c-rp-mo-br100,11,1.0,"La atención del personal médico y de enfermería de la emergencia pediátrica es excelente, eficiente, atentos, cercanos . De la misma manera el personal de la plante E 3er. Piso amarilla de hospitalizacion pediátrica. Definitivamente hay que resaltar lo excelente de este equipo de profesionales, 4 días con mi hijo ingresado y nunca nos sentimos ni solos ni desasistido, conclusión son brillantes, humanos, afectuosos y sobre todo con muchisimo amor a su profesion. Dios los  bendiga y apoyemos a estos profesionales, SON UNICOS","The care of the pediatric emergency medical and nursing staff is excellent, efficient, attentive, and close. In the same way, the staff of the E 3rd plant. Yellow floor of pediatric hospitalization. We definitely have to highlight the excellent nature of this team of professionals, 4 days with my son admitted and we never felt alone or neglected, conclusion they are brilliant, human, affectionate and above all with a lot of love for their profession. God bless you and let's support these professionals, THEY ARE UNIQUE",,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxc29iejdBRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIC1sobz7AE%7CCgwI7LatrAYQ2IX6uAI%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxc29iejdBRRAB,"Hemos llegado a maternidad y la matrona  acargo de hoy 26 de diciembre de 2023  siendo las 22 :15 trato mal a mi hija diciendo que solo esta de parto y porque se queja tanto . Mi hija es primeriza lógico que se debe quejar es humana , no acudan aquí el trato es pésimo te hacen esperar casi una hora para atenderte y te envían a una sala donde esta toda clase de enfermedades y especialistas",4.0,Elisa Del Pilar Ortiz Silva,https://www.google.com/maps/contrib/104702915373982239251?hl=en-US,104702915373982239251,https://lh3.googleusercontent.com/a-/ALV-UjV2iYUVY_dfl0i1Sv-byOeK_58GOEaiZBTsBJSKbuTfodLC=s40-c-rp-mo-br100,3,,"Hemos llegado a maternidad y la matrona  acargo de hoy 26 de diciembre de 2023  siendo las 22 :15 trato mal a mi hija diciendo que solo esta de parto y porque se queja tanto . Mi hija es primeriza lógico que se debe quejar es humana , no acudan aquí el trato es pésimo te hacen esperar casi una hora para atenderte y te envían a una sala donde esta toda clase de enfermedades y especialistas","We have arrived at the maternity hospital and the midwife in charge today, December 26, 2023, at 10:15 p.m., treats my daughter badly, saying that she is only in labor and why she complains so much. My daughter is a first-timer, it is logical that she should complain, she is human, do not come here, the treatment is terrible, they make you wait almost an hour to see you and they send you to a room where there are all kinds of diseases and specialists.",,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxa3JLcC1nRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIC1krKp-gE%7CCgwI5NKrrAYQqLCj0gI%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxa3JLcC1nRRAB,Es una vergüenza de hospital ya te puedes estar muriendo que tus 4h esperas mucha consulta y sólo funcionan 2 como los trajes 2 y listo es una vergüenza,2.0,German Vale,https://www.google.com/maps/contrib/112495064366057987023?hl=en-US,112495064366057987023,https://lh3.googleusercontent.com/a/ACg8ocJlIUecMaFwk-EVj_ZGFkX-x3fXvM8_ASdzt1rtiMxf=s40-c-rp-mo-br100,7,,Es una vergüenza de hospital ya te puedes estar muriendo que tus 4h esperas mucha consulta y sólo funcionan 2 como los trajes 2 y listo es una vergüenza,"It's a shame of the hospital, you could already be dying, your 4 hours wait for a lot of consultation and only 2 work like the 2 suits and that's it, it's a shame",,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxcE9QY3V3RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIC1pOPcuwE%7CCgwIj-iZrAYQiJTYwwE%7C?hl=en-US,2.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxcE9QY3V3RRAB,"He pasado 4 horas en urgencias por un ataque de asma. Al inicio me atendieron relativamente rápido, el triaje y luego a la sala de tratamientos. Me iban a hacer un RX y cuando me llamaron me estaban nebulizando y no me pudieron llevar pero tampoco me volvieron a llamar. Terminé el tratamiento a las 5am y a las 6:45 la doctora me dice que espera mi RX para darme el alta y ni siquiera me lo habían hecho. He preguntado en varias ocasiones a las enfermeras del puesto de Convencionales y me han dicho que “son unas mandadas” y que depende de los doctores. Terrible, no quería venir porque sabía que tendría que esperar demasiado pero me sentía muy mal y al final he pasado 4 horas en urgencias por algo que se pudo resolver en máximo 2 horas. Nadie viene a urgencias por gusto, terrible experiencia.",3.0,Denisse Montes de Oca,https://www.google.com/maps/contrib/110080717744671741738?hl=en-US,110080717744671741738,https://lh3.googleusercontent.com/a-/ALV-UjWyFhehvOcRl-V6arJmc3OQTOySMb6pyhyMtDajK0G-K352=s40-c-rp-mo-br100,11,9.0,"He pasado 4 horas en urgencias por un ataque de asma. Al inicio me atendieron relativamente rápido, el triaje y luego a la sala de tratamientos. Me iban a hacer un RX y cuando me llamaron me estaban nebulizando y no me pudieron llevar pero tampoco me volvieron a llamar. Terminé el tratamiento a las 5am y a las 6:45 la doctora me dice que espera mi RX para darme el alta y ni siquiera me lo habían hecho. He preguntado en varias ocasiones a las enfermeras del puesto de Convencionales y me han dicho que “son unas mandadas” y que depende de los doctores. Terrible, no quería venir porque sabía que tendría que esperar demasiado pero me sentía muy mal y al final he pasado 4 horas en urgencias por algo que se pudo resolver en máximo 2 horas. Nadie viene a urgencias por gusto, terrible experiencia.","I spent 4 hours in the emergency room for an asthma attack. At first they treated me relatively quickly, triage and then to the treatment room. They were going to do an X-ray on me and when they called me they were nebulizing me and they couldn't take me but they didn't call me back either. I finished the treatment at 5am and at 6:45 the doctor told me that she was waiting for my X-ray to discharge me and they hadn't even done it for me. I have asked the nurses at the Conventional station on several occasions and they have told me that “they are errands” and that it depends on the doctors. Terrible, I didn't want to come because I knew I would have to wait too long but I felt very bad and in the end I spent 4 hours in the emergency room for something that could be resolved in a maximum of 2 hours. Nobody comes to the emergency room for pleasure, terrible experience.",,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURWbjYzc2FnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDVn63sag%7CCgwIos-IrAYQ6LWb2AM%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURWbjYzc2FnEAE,"La cafeteria un robo, un pulga de pan, el jamón mas bien de muestra, una loncha para que se te quede entre muela y muela.",3.0,Jr,https://www.google.com/maps/contrib/108605628863096328596?hl=en-US,108605628863096328596,https://lh3.googleusercontent.com/a-/ALV-UjXg0v2cmRa5dj5Xbt3ZMG9jR4Ws_Yi-9kMscYfuD4OXDhE=s40-c-rp-mo-br100,8,5.0,"La cafeteria un robo, un pulga de pan, el jamón mas bien de muestra, una loncha para que se te quede entre muela y muela.","The cafeteria is a robbery, a flea of ​​bread, the ham more like a sample, a slice so that it stays between your teeth.",['https://lh5.googleusercontent.com/p/AF1QipOpYb9tn-7aDvYGfLB84QI3r2DgXRMYrX3hqv9x=w100-h100-p-n-k-no'],
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQwcnJhQ0lBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgID0rraCIA%7CCgwI6MCFrAYQsOvCgwE%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUQwcnJhQ0lBEAE,Son las 10:00 pensaba que tener cita a las 8:30 me atenderían rápido.,4.0,Endika Iglesias,https://www.google.com/maps/contrib/106755919844755555861?hl=en-US,106755919844755555861,https://lh3.googleusercontent.com/a-/ALV-UjW-f4th1qZ6_E_s2Dp-by35mJZxVggTUO2fIahR5ELTmGwE=s40-c-rp-mo-ba4-br100,82,73.0,Son las 10:00 pensaba que tener cita a las 8:30 me atenderían rápido.,"It's 10:00, I thought that having an appointment at 8:30 would help me quickly.","['https://lh5.googleusercontent.com/p/AF1QipPv-cFqGDq7cRfKMCAXfHI5ZqVonLC47TYh2jKS=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9nNdBY-1VSes0Z8p8c-z1IOqlN6pnWNPvZxQ-=w100-h100-p-n-k-no']",True
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWeThXM25BRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDVy8W3nAE%7CCgwI5MH0qwYQwPv0jwM%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWeThXM25BRRAB,,,Roberto Vazquez,https://www.google.com/maps/contrib/105560936967283891567?hl=en-US,105560936967283891567,https://lh3.googleusercontent.com/a/ACg8ocKMLgCn8uGhIVnWMTsboF_SzYyXS4dj6Hy-3xfpDo8Z=s40-c-rp-mo-br100,7,,,,,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWbzhPTnRnRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDVo8ONtgE%7CCgwItbTxqwYQ8MLPlQI%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWbzhPTnRnRRAB,Las enfermeras de la mañana de endoscopias de digestivo son unas impresentables te tratan como basura… llevo años yendo alli y yo tambien trabajo de personal sanitario. HORRIBLE,1.0,Javi García,https://www.google.com/maps/contrib/112105333375716576631?hl=en-US,112105333375716576631,https://lh3.googleusercontent.com/a/ACg8ocJc67PNlNmtPS1v3WDDXKOydQDjl1Xdehn0_-MRjJ2Q=s40-c-rp-mo-br100,1,,Las enfermeras de la mañana de endoscopias de digestivo son unas impresentables te tratan como basura… llevo años yendo alli y yo tambien trabajo de personal sanitario. HORRIBLE,"The morning nurses for digestive endoscopies are disgusting, they treat you like garbage... I've been going there for years and I also work as a healthcare personnel. AWFUL",,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWZzUtSm9nRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDVg5-JogE%7CCgwI2uTwqwYQkPiYlwI%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWZzUtSm9nRRAB,"Di a luz hace poco en este hospital.
El trato en zona de paritorios ha sido excepcional.
El equipazo que nos atendió eran todas grandísimas profesionales.
Mi agradecimiento a todas, en especial a Mar, que a pesar de que se tenía que ir esperó hasta que nació mi bebe.

Gracias!!!",2.0,M Fuensanz,https://www.google.com/maps/contrib/104756426993080405813?hl=en-US,104756426993080405813,https://lh3.googleusercontent.com/a/ACg8ocLA0dRpRtIXLZ91q0sIDEowELoLKu7unoD9il6mfGir=s40-c-rp-mo-br100,51,1.0,"Di a luz hace poco en este hospital.
El trato en zona de paritorios ha sido excepcional.
El equipazo que nos atendió eran todas grandísimas profesionales.
Mi agradecimiento a todas, en especial a Mar, que a pesar de que se tenía que ir esperó hasta que nació mi bebe.

Gracias!!!","I recently gave birth in this hospital.
The treatment in the delivery room has been exceptional.
The great team that assisted us were all great professionals.
My thanks to everyone, especially to Mar, who even though she had to leave, waited until my baby was born.

Thank you!!!",,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWdGYzUmpnRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDVtf3RjgE%7CCgsIwdXsqwYQgMq2Rw%7C?hl=en-US,2.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWdGYzUmpnRRAB,"Si vas a pediatría tienes que adivinar donde está la sala de espera de pediatría, porque es en otro lugar del resto, en el mostrador de admisión no te dicen donde es",1.0,Aridane,https://www.google.com/maps/contrib/117909208360904566813?hl=en-US,117909208360904566813,https://lh3.googleusercontent.com/a/ACg8ocJ_NK95XttmRwe_6UQEjdL05VX4V5PNa4F4LJj9PmBH=s40-c-rp-mo-ba3-br100,60,4.0,"Si vas a pediatría tienes que adivinar donde está la sala de espera de pediatría, porque es en otro lugar del resto, en el mostrador de admisión no te dicen donde es","If you go to pediatrics you have to guess where the pediatrics waiting room is, because it is somewhere else from the rest, at the admission desk they don't tell you where it is",,True
