,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4OXZEc01BEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICx9vDsMA%7CCgwI692SowYQgOLJuAI%7C?hl=en-US,5.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4OXZEc01BEAE,Simpatía y seguridad,1.0,Macedonio Orgado,https://www.google.com/maps/contrib/109714053099565628078?hl=en-US,109714053099565628078,https://lh3.googleusercontent.com/a-/ALV-UjVhAtADeOZUaHyx4aeZVKdVUld3DYOLNdot0vSkyRUbK4qI=s40-c-rp-mo-ba5-br100,True,250.0,139.0,Simpatía y seguridad,Sympathy and security,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4eHFYbmt3RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICxxqXnkwE%7CCgwI24COowYQgI7w4QE%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4eHFYbmt3RRAB,"Una vergüenza ser atendidos por personas tan faltas de empatía y tan poco profesionales. Hemos perdido una cirugía por SU culpa porque nos han dirigido a otro hospital. Hemos llamado y nos han dicho que volvamos y le expliquemos lo sucedido al doctor. No había nadie ahí. Cinco horas de trayecto perdidas, sin comer y sin ninguna solución. LAMENTABLE pagar impuestos para esto. Váyanse a trabajar al campo, que seguramento no sirvan ni para eso.",6.0,claudia dobru,https://www.google.com/maps/contrib/102549983590145899286?hl=en-US,102549983590145899286,https://lh3.googleusercontent.com/a/ACg8ocJc6-Me576RWXA_jxrWfeNYxYFp9ULANb8y20N0blND=s40-c-rp-mo-br100,,13.0,,"Una vergüenza ser atendidos por personas tan faltas de empatía y tan poco profesionales. Hemos perdido una cirugía por SU culpa porque nos han dirigido a otro hospital. Hemos llamado y nos han dicho que volvamos y le expliquemos lo sucedido al doctor. No había nadie ahí. Cinco horas de trayecto perdidas, sin comer y sin ninguna solución. LAMENTABLE pagar impuestos para esto. Váyanse a trabajar al campo, que seguramento no sirvan ni para eso.","It's a shame to be served by people so lacking in empathy and so unprofessional. We have missed a surgery because of THEIR fault because they have directed us to another hospital. We have called and they have told us to come back and explain what happened to the doctor. There was no one there. Five hours of travel lost, without eating and without any solution. REGRETTABLE to pay taxes for this. Go work in the fields, you probably won't even be good for that.",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4MnRYV1JnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICx2tXWRg%7CCgwI8puKowYQwPHXhAE%7C?hl=en-US,4.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4MnRYV1JnEAE,"MUy bien organizado consultas y el trato, lo peor ambulancias y sillas de ruedas tardan horas y con malos modos una pena desmerece el servicio del aparcamiento mejor no hablar esun atraco, un hospital público esa concesión explotación no deberían permitirlo son precios prohibidos para visitar un hospital",2.0,Francisco Alegre,https://www.google.com/maps/contrib/106737688206789981427?hl=en-US,106737688206789981427,https://lh3.googleusercontent.com/a-/ALV-UjXEQfw9jdDdHeiEzdeHdBbIXzCQxPWt6Rsgs510LtfSjI6M=s40-c-rp-mo-ba6-br100,True,287.0,2109.0,"MUy bien organizado consultas y el trato, lo peor ambulancias y sillas de ruedas tardan horas y con malos modos una pena desmerece el servicio del aparcamiento mejor no hablar esun atraco, un hospital público esa concesión explotación no deberían permitirlo son precios prohibidos para visitar un hospital","Very well organized consultations and treatment, the worst ambulances and wheelchairs take hours and with bad manners a shame it detracts from the parking service better not to talk about it is a robbery, a public hospital that exploitation concession should not allow it are prohibited prices to visit a hospital",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4Mm9xaFRBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICx2oqhTA%7CCgwIsvOJowYQ8OHv9gI%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4Mm9xaFRBEAE,"Salvo alguna excepción, la atención al enfermo es pésima, falta de control y desorganizacion, por parte de los facultativos,es un gran desastre.",,Juan Andrés Avila Jaraiz,https://www.google.com/maps/contrib/108256514256267164024?hl=en-US,108256514256267164024,https://lh3.googleusercontent.com/a-/ALV-UjUuhGScvTztLibKOWshX3DEmQ5oVE_3hX70pBnd2h1Brlc3=s40-c-rp-mo-br100,,8.0,,"Salvo alguna excepción, la atención al enfermo es pésima, falta de control y desorganizacion, por parte de los facultativos,es un gran desastre.","With some exceptions, patient care is terrible, lack of control and disorganization on the part of doctors is a great disaster.",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4M05ITm93RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICx3NHNowE%7CCgsIx9L6ogYQwNKzTg%7C?hl=en-US,3.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4M05ITm93RRAB,,,Monica Ruiz,https://www.google.com/maps/contrib/100733550832111265740?hl=en-US,100733550832111265740,https://lh3.googleusercontent.com/a-/ALV-UjVI1KBYFbwILcbREk1joB-iNBMdAoXn3YwMBTFNPDRHT8I=s40-c-rp-mo-ba3-br100,True,3.0,7.0,,,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4ckxPUExREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICxrLOPLQ%7CCgwIxcz4ogYQ4OCm7QE%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4ckxPUExREAE,"Una vergüenza. Fui el lunes a urgencias y luego de 2,5 horas en espera me atendieron durante 1 minuto en consulta, me revisaron con el estetoscopio y me dijeron que era un catarro y ya; me mandaron un inhalador para el asma porque eso era lo que necesitaba, a pesar de haberles dicho que tenía 3 días con fiebre, mucha tos, asma, congestión y dolor en senos paranasales, garganta y oídos. Se negaron a revisarme garganta, oídos ni nada. Pues luego de 3 días tuve que ir a otro hospital porque el dolor de oído era insoportable y el diagnóstico es otitis severa y sinusitis: antibióticos orales y oticas.
La falta de compromiso, responsabilidad y vocación le brota por los poros a la mujer que me atendió en urgencias.",,Anggela Moncada,https://www.google.com/maps/contrib/114650600780049707842?hl=en-US,114650600780049707842,https://lh3.googleusercontent.com/a/ACg8ocJekk7JLRz5V2k13kD5RdQoAlJLWlBdebSgenhyp8TjwFU=s40-c-rp-mo-ba2-br100,True,13.0,27.0,"Una vergüenza. Fui el lunes a urgencias y luego de 2,5 horas en espera me atendieron durante 1 minuto en consulta, me revisaron con el estetoscopio y me dijeron que era un catarro y ya; me mandaron un inhalador para el asma porque eso era lo que necesitaba, a pesar de haberles dicho que tenía 3 días con fiebre, mucha tos, asma, congestión y dolor en senos paranasales, garganta y oídos. Se negaron a revisarme garganta, oídos ni nada. Pues luego de 3 días tuve que ir a otro hospital porque el dolor de oído era insoportable y el diagnóstico es otitis severa y sinusitis: antibióticos orales y oticas.
La falta de compromiso, responsabilidad y vocación le brota por los poros a la mujer que me atendió en urgencias.","A shame. I went to the emergency room on Monday and after 2.5 hours waiting, they saw me for 1 minute in consultation, they checked me with the stethoscope and told me it was a cold and that's it; They sent me an asthma inhaler because that was what I needed, despite having told them that I had a fever, a lot of cough, asthma, congestion, and pain in my sinuses, throat, and ears for 3 days. They refused to check my throat, ears or anything. Well, after 3 days I had to go to another hospital because the ear pain was unbearable and the diagnosis was severe otitis and sinusitis: oral and otic antibiotics.
The lack of commitment, responsibility and vocation oozes out of the pores of the woman who treated me in the emergency room.",['https://lh5.googleusercontent.com/p/AF1QipNDwF7wAFgDiHATehSGKgA4iN6hRGOtrMQshDca=w100-h100-p-n-k-no']
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4ak9EdWRBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICxjODudA%7CCgwI18D1ogYQ-Ker1QE%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4ak9EdWRBEAE,,,womens arewoman,https://www.google.com/maps/contrib/106274123493639409127?hl=en-US,106274123493639409127,https://lh3.googleusercontent.com/a/ACg8ocJBq6g9co7EA0VW6bo7Q0WbR2TwtlJZ2DogQ-9wgP2Z=s40-c-rp-mo-br100,,,,,,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4LU92bThBRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICx-Ovm8AE%7CCgwI167uogYQuNztywI%7C?hl=en-US,5.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4LU92bThBRRAB,"Estuve el domingo pasado en urgencias, por un dolor muy fuerte en la zona baja del abdomen. Cuando voy a un hospital público, pienso que seguramente van a tardar en atenderme porque en general hay mas pacientes y porque a veces hay otras emergencias en donde la vida peligra, de modo que me lo tome con cierta calma a pesar del dolor. Aquí quiero hacer referencia al doctor Alberto Manzanares Briega, que no solo fue cálido en su atención, sino que me reviso toda y dio con el cuadro que tenìa. Su manera de hablar, y sus explicaciones hicieron que me quedara tranquila y confiara en èl.",3.0,Silvia Jorge,https://www.google.com/maps/contrib/118330283076671609558?hl=en-US,118330283076671609558,https://lh3.googleusercontent.com/a-/ALV-UjWrvev8wjT3qjpL5GbyVXB_kPjZo7CACRrfXqEnQ63dCTSH=s40-c-rp-mo-ba3-br100,True,54.0,13.0,"Estuve el domingo pasado en urgencias, por un dolor muy fuerte en la zona baja del abdomen. Cuando voy a un hospital público, pienso que seguramente van a tardar en atenderme porque en general hay mas pacientes y porque a veces hay otras emergencias en donde la vida peligra, de modo que me lo tome con cierta calma a pesar del dolor. Aquí quiero hacer referencia al doctor Alberto Manzanares Briega, que no solo fue cálido en su atención, sino que me reviso toda y dio con el cuadro que tenìa. Su manera de hablar, y sus explicaciones hicieron que me quedara tranquila y confiara en èl.","I was in the emergency room last Sunday because of very strong pain in the lower abdomen. When I go to a public hospital, I think that it will probably take a while to see me because in general there are more patients and because sometimes there are other emergencies where life is in danger, so I take it somewhat calmly despite the pain. Here I want to make reference to Dr. Alberto Manzanares Briega, who was not only warm in his attention, but also examined me completely and found the picture I had. His way of speaking and his explanations made me stay calm and trust him.",
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4aU1YRlV3EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICxiMXFUw%7CCgwIsK3oogYQ8IeVpAE%7C?hl=en-US,1.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4aU1YRlV3EAE,,,Arminda López,https://www.google.com/maps/contrib/105529285072051158137?hl=en-US,105529285072051158137,https://lh3.googleusercontent.com/a-/ALV-UjUMw3xfE7fMuDFdwhoUeoHV_tcvzN24O8XduFho2wIh2Wc=s40-c-rp-mo-br100,,9.0,2.0,,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4a1B6QS13RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICxkPzA-wE%7CCgwIx5nkogYQyK2muQI%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4a1B6QS13RRAB,Muy mala atencion.,,Lázaro Boubuo naranjo.,https://www.google.com/maps/contrib/116338610401535943307?hl=en-US,116338610401535943307,https://lh3.googleusercontent.com/a-/ALV-UjWMof2tkr6FWEqJnvYPIhzn0V5DzgWCpClYALqeBjOpI4Q=s40-c-rp-mo-br100,,4.0,9.0,Muy mala atencion.,Very bad attention.,
