,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,likes
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNadzlHR2VnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZw9GGeg%7CCgwIkcGYqAYQ4IqwjAM%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNadzlHR2VnEAE,"Siempre que he necesitado ir, por suerte pocas veces, no he tenido ningún problema.",Sergio Juárez Osorio,https://www.google.com/maps/contrib/108726377740252851027?hl=en-US,108726377740252851027,https://lh3.googleusercontent.com/a-/ALV-UjU-kfWa0XdqC1QEtaNGGhd2EYnY0NxKR_rHw0_DQZDRvd5E=s40-c-rp-mo-ba4-br100,True,82,239.0,"Siempre que he necesitado ir, por suerte pocas veces, no he tenido ningún problema.","Whenever I have needed to go, luckily rarely, I have not had any problems.",
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNadmFXYXFnRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZvaWaqgE%7CCgwIqrWWqAYQoJHK1QE%7C?hl=en-US,4.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNadmFXYXFnRRAB,,jose rivas,https://www.google.com/maps/contrib/103766405683030837270?hl=en-US,103766405683030837270,https://lh3.googleusercontent.com/a/ACg8ocISyyvgO8TCfGMR_ALHNUQqRKtK0TacBP7PVqPg0Y3f=s40-c-rp-mo-ba5-br100,True,24,1002.0,,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaamZXR1d3EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZjfWGWw%7CCgwI4aORqAYQ4KPNxQM%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaamZXR1d3EAE,"El peor hospital al que he asistido, tardan la vida para atenderte sin tener pacientes, acudo por urgencias embarazada porque no sentía mi bebé durante tres días y la respuesta fue “ eso es normal ” , no conforme me dice la chica ahora te atendemos, estamos con otras urgencias, me siento llega una chica ultimo que yo y la pasan cuando a mi ni si quiera me habían visto estuve una hora esperando y no llamaron. NO LO RECOMIENDO.",Angela Nicole Polanco Reynoso,https://www.google.com/maps/contrib/101678561957960613872?hl=en-US,101678561957960613872,https://lh3.googleusercontent.com/a/ACg8ocJtLgGe5VxXQXo-zJSINF18EPcWFLzt-E2T9zMwBRW9=s40-c-rp-mo-br100,,4,,"El peor hospital al que he asistido, tardan la vida para atenderte sin tener pacientes, acudo por urgencias embarazada porque no sentía mi bebé durante tres días y la respuesta fue “ eso es normal ” , no conforme me dice la chica ahora te atendemos, estamos con otras urgencias, me siento llega una chica ultimo que yo y la pasan cuando a mi ni si quiera me habían visto estuve una hora esperando y no llamaron. NO LO RECOMIENDO.","The worst hospital I have ever attended, they take a lifetime to treat you without having patients, I went to the emergency room pregnant because I couldn't feel my baby for three days and the answer was ""that's normal"", not as the girl tells me, now we'll treat you, we're With other emergencies, I feel like a girl arrives last than me and they pass her on when they hadn't even seen me, I was waiting for an hour and they didn't call. I DO NOT RECOMMEND IT.",7.0
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaeHRmVHVnRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZxtfTugE%7CCgwIt_3xpwYQoN-LjgE%7C?hl=en-US,1.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNaeHRmVHVnRRAB,"El señor de recepción de urgencias es un inhumano, no entiendo como tienen a ese tipo de personas trabajando ahí. Con muchas ganas de vomitar le pregunté donde se encontraba el baño y me ignoró. Tuve que hacerlo en bote de basura mientras esperaba mi turno. Nunca en mi vida me sentí tan miserable con el trato una persona cero empática",Marianny Guerra,https://www.google.com/maps/contrib/105937691195314953012?hl=en-US,105937691195314953012,https://lh3.googleusercontent.com/a-/ALV-UjV4rVaIYJxB_yVl01K6wG7Sah5auS0k9O09yRp_ajoJ3io=s40-c-rp-mo-br100,,23,4.0,"El señor de recepción de urgencias es un inhumano, no entiendo como tienen a ese tipo de personas trabajando ahí. Con muchas ganas de vomitar le pregunté donde se encontraba el baño y me ignoró. Tuve que hacerlo en bote de basura mientras esperaba mi turno. Nunca en mi vida me sentí tan miserable con el trato una persona cero empática","The man at the emergency reception is inhuman, I don't understand how they have those types of people working there. Feeling like vomiting, I asked him where the bathroom was and he ignored me. I had to do it in a trash can while waiting for my turn. Never in my life have I felt so miserable being treated by a zero empathetic person.",9.0
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaaXJxR0ZnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZirqGFg%7CCgwI-_TppwYQyN2fswM%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaaXJxR0ZnEAE,,estrella estrella,https://www.google.com/maps/contrib/109131116375052394961?hl=en-US,109131116375052394961,https://lh3.googleusercontent.com/a-/ALV-UjUwja-fsj9Ef67JMFHa9XfPbdoZ-fcpNtH3mgt5R4GnUQ=s40-c-rp-mo-br100,,3,,,,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaM0pQYWFBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZ3JPaaA%7CCgwIkKvhpwYQgOq7oAI%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaM0pQYWFBEAE,"De vergüenza...ayer fui porque tenía cita para operarme. La operación bien, los problemas vinieron después. Me dieron el alta sin haber expulsado la anestesia, diciendo incluso que quería orinar. Al irme a la calle empecé a marearme y tuvieron que subirme prácticamente cogido otra vez a la sala de reanimación. El cirujano no explicó a mi familia las pautas a seguir después de la operación. Ni si quiera me metió la medicación en la tarjeta para poder ir a comprarla. Al decirlo en admisión (20:02) nos contestaron tajantemente que ya no atendían a nadie porque cerraban a las 20:00. Entiendo que haya horarios....pero es un hospital donde hay gente enferma y hay que ser un poco más humanos... podrían habernos dado otra alternativa para solucionar nuestro problema a partir de las 20:00, pero prefirieron ser unos bordes por lo que tuvimos que pedir una hoja de reclamaciones. Nos fuimos a casa sin la medicación y sin pautas a seguir. Un desastre de gestión...si tuvieran la misma responsabilidad para cumplir horarios a la hora de atender con cita previa... Una vergüenza.",Jose Luis Fdez. de Villegas López,https://www.google.com/maps/contrib/117066723018934294001?hl=en-US,117066723018934294001,https://lh3.googleusercontent.com/a/ACg8ocKGuaYHCJ4Z3WeKGmEd0X0NpT-dAWyHe1KqdSXu-iU5=s40-c-rp-mo-br100,,9,9.0,"De vergüenza...ayer fui porque tenía cita para operarme. La operación bien, los problemas vinieron después. Me dieron el alta sin haber expulsado la anestesia, diciendo incluso que quería orinar. Al irme a la calle empecé a marearme y tuvieron que subirme prácticamente cogido otra vez a la sala de reanimación. El cirujano no explicó a mi familia las pautas a seguir después de la operación. Ni si quiera me metió la medicación en la tarjeta para poder ir a comprarla. Al decirlo en admisión (20:02) nos contestaron tajantemente que ya no atendían a nadie porque cerraban a las 20:00. Entiendo que haya horarios....pero es un hospital donde hay gente enferma y hay que ser un poco más humanos... podrían habernos dado otra alternativa para solucionar nuestro problema a partir de las 20:00, pero prefirieron ser unos bordes por lo que tuvimos que pedir una hoja de reclamaciones. Nos fuimos a casa sin la medicación y sin pautas a seguir. Un desastre de gestión...si tuvieran la misma responsabilidad para cumplir horarios a la hora de atender con cita previa... Una vergüenza.","It's embarrassing...yesterday I went because I had an appointment for surgery. The operation was good, the problems came later. They discharged me without having expelled the anesthesia, even saying that I wanted to urinate. When I went outside I started to get dizzy and they had to practically carry me back to the resuscitation room. The surgeon did not explain to my family the guidelines to follow after the operation. He didn't even put the medication on my card so I could go buy it. When we said this at admission (20:02) they answered us flatly that they were no longer serving anyone because they closed at 20:00. I understand that there are schedules... but it is a hospital where there are sick people and we have to be a little more humane... they could have given us another alternative to solve our problem starting at 8:00 p.m., but they preferred to be a bit rude. so we had to ask for a complaint form. We went home without medication and without guidelines to follow. A management disaster...if they had the same responsibility to meet schedules when attending by appointment... A shame.",11.0
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaM0pUWUt3EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZ3JTYKw%7CCgwI0-rgpwYQ0IiChQM%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaM0pUWUt3EAE,"Este hospital es una vergüenza, por el trato, porque no respetan los derechos de las personas, están endiosados y TODOS somos personas con dignidad y merecemos respeto.
Al igual que no se les falta el respeto, ellos tampoco pero esto, les sale gratis, el factor humano se les olvida???? Gente con problemas, enfermedades, diagnósticos en momentos vulnerables y como si fuésemos un rebaño de ovejas FATAL!",Lidia ruiz olivares,https://www.google.com/maps/contrib/109194181850436440348?hl=en-US,109194181850436440348,https://lh3.googleusercontent.com/a-/ALV-UjUtSIRER0LRfYLuGaYgX8VVpxkwG0UEP9Q1Zt7eUUgUIH4=s40-c-rp-mo-br100,,3,,"Este hospital es una vergüenza, por el trato, porque no respetan los derechos de las personas, están endiosados y TODOS somos personas con dignidad y merecemos respeto.
Al igual que no se les falta el respeto, ellos tampoco pero esto, les sale gratis, el factor humano se les olvida???? Gente con problemas, enfermedades, diagnósticos en momentos vulnerables y como si fuésemos un rebaño de ovejas FATAL!","This hospital is a shame, because of the treatment, because they do not respect people's rights, they are deified and we are ALL people with dignity and deserve respect.
Just like they are not disrespected, neither are they, but this is free, they forget the human factor???? People with problems, illnesses, diagnoses at vulnerable times and as if we were a flock of FATAL sheep!",2.0
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNacFB5QlFREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICZpPyBQQ%7CCgwIwszXpwYQiIihpwM%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNacFB5QlFREAE,Llevo 1 año esperando para hacerme una ecografía y todavía no tienen la agenda abierta,Conchi Perez,https://www.google.com/maps/contrib/100993599562870925730?hl=en-US,100993599562870925730,https://lh3.googleusercontent.com/a-/ALV-UjUOJqgXJ62KEfwMlM6PU6fTTwmD9thk_b2s_V3_SLIkQ4M=s40-c-rp-mo-br100,,4,,Llevo 1 año esperando para hacerme una ecografía y todavía no tienen la agenda abierta,I've been waiting for an ultrasound for 1 year and they still don't have an open schedule.,2.0
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwdGVuOWN3EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDpten9cw%7CCgwIzbanpwYQkIX6kQI%7C?hl=en-US,1.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURwdGVuOWN3EAE,"Como es posible que no hagan nada para respetar sus propias normas, un acompañante por paciente. Dejando entrar a tres y cuatro, deja do que monten escándalo y que ningún trabajador ni vigilante de seguridad haga nada por impedirlo.
Se supone que las salas de espera son sitios que deben mantenerse en silencio, para la tranquilidad de los pacientes. La de pediatría parece un circo, niños gritando y corriendo mientras los demás acompañantes hablan en tono elevado como si fuera una fiesta.
Vergonzoso. Si la gente no viene educada creo que los trabajadores del hospital deberían recordárselo. Y dejar la sala de espera como si fuera la jungla",Francisco Jiménez,https://www.google.com/maps/contrib/110278590125621695133?hl=en-US,110278590125621695133,https://lh3.googleusercontent.com/a/ACg8ocLPQkWjBGmefL4ILCNm1RSKorOZ46dPLdUjM2kmzUNu=s40-c-rp-mo-br100,,3,,"Como es posible que no hagan nada para respetar sus propias normas, un acompañante por paciente. Dejando entrar a tres y cuatro, deja do que monten escándalo y que ningún trabajador ni vigilante de seguridad haga nada por impedirlo.
Se supone que las salas de espera son sitios que deben mantenerse en silencio, para la tranquilidad de los pacientes. La de pediatría parece un circo, niños gritando y corriendo mientras los demás acompañantes hablan en tono elevado como si fuera una fiesta.
Vergonzoso. Si la gente no viene educada creo que los trabajadores del hospital deberían recordárselo. Y dejar la sala de espera como si fuera la jungla","How is it possible that they do nothing to respect their own rules, one companion per patient. By letting three and four in, let them make a fuss and let no worker or security guard do anything to stop it.
Waiting rooms are supposed to be places that should be kept quiet, for the peace of mind of patients. The pediatrics one seems like a circus, children screaming and running while the other companions talk in high tones as if it were a party.
Shameful. If people are not polite, I think the hospital workers should remind them. And leave the waiting room like it was the jungle",5.0
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNjeWNHWFBBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICcycGXPA%7CCgsIr_empwYQwMnuZQ%7C?hl=en-US,1.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNjeWNHWFBBEAE,"Bueno en su día hubo poca Colaboración,  también fue al principio del covid.... hoy en día ha mejorado la situación, no escribiré nada porque a día de hoy está carisimo todo pero para eso estamos todos para valorar las reseñas fotos y vídeos que vamos dejando publicada, habrá quien día que es lo mejor y quien lo peor o un término medio, han pasado unas series de circunstancias que no mencionaré, de echo he podido ver conocidos con los que he trabajado, que se han venido a trabajar aquí, eso me enorgullece aún más, espero que sigan mejorando y cuidando los servicios que tiene el hospital que a tanta gente acoge, es sorprendente, es verdad que esta retirando del centro como dicen algunas personas, pero eso está solucionado desde hace bastante porque pasan varios autobuses y lo mejor de todo que es gratis, se que entro una ley de que serían gratis hasta el hospital pero hasta la fecha no lo había probado, pude ver como el autobús va lleno de gente indiferente la hora, es uno de los mejores métodos que se ha podido hacer. La espera en las consultas si vienes 10 minutos antes de tu hora de cita no tienes que esperar tanto, pero esto como en todo, no todos los pacientes tienen el mismo diagnóstico ni todos los pacientes son los mismos al igual que los médicos",Marcos A. Mateo,https://www.google.com/maps/contrib/118372891464397684825?hl=en-US,118372891464397684825,https://lh3.googleusercontent.com/a-/ALV-UjVhjJSFz4fQViueR1XgtoY5ySerzpi9AsPx-jxyj2vWmlU=s40-c-rp-mo-ba5-br100,True,177,311.0,"Bueno en su día hubo poca Colaboración,  también fue al principio del covid.... hoy en día ha mejorado la situación, no escribiré nada porque a día de hoy está carisimo todo pero para eso estamos todos para valorar las reseñas fotos y vídeos que vamos dejando publicada, habrá quien día que es lo mejor y quien lo peor o un término medio, han pasado unas series de circunstancias que no mencionaré, de echo he podido ver conocidos con los que he trabajado, que se han venido a trabajar aquí, eso me enorgullece aún más, espero que sigan mejorando y cuidando los servicios que tiene el hospital que a tanta gente acoge, es sorprendente, es verdad que esta retirando del centro como dicen algunas personas, pero eso está solucionado desde hace bastante porque pasan varios autobuses y lo mejor de todo que es gratis, se que entro una ley de que serían gratis hasta el hospital pero hasta la fecha no lo había probado, pude ver como el autobús va lleno de gente indiferente la hora, es uno de los mejores métodos que se ha podido hacer. La espera en las consultas si vienes 10 minutos antes de tu hora de cita no tienes que esperar tanto, pero esto como en todo, no todos los pacientes tienen el mismo diagnóstico ni todos los pacientes son los mismos al igual que los médicos","Well, at the time there was little collaboration, it was also at the beginning of covid.... today the situation has improved, I will not write anything because today everything is very expensive but that is what we are all for to value the reviews, photos and videos that We are leaving it published, there will be some days that are the best and some that are the worst or a middle ground, a series of circumstances have happened that I will not mention, in fact I have been able to see acquaintances with whom I have worked, who have come to work here, That makes me even more proud, I hope they continue to improve and take care of the services that the hospital has that welcomes so many people, it is surprising, it is true that it is withdrawing from the center as some people say, but that has been solved for quite some time because several buses pass by and best of all, it is free, I know that a law was passed that they would be free to the hospital but to date I had not tried it, I could see how the bus is full of people regardless of the time, it is one of the best methods that it could have been done. The wait for consultations if you come 10 minutes before your appointment time you do not have to wait as long, but this as in everything, not all patients have the same diagnosis nor are all patients the same as are the doctors.",1.0
