,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,user.photos,user.local_guide
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKX1BPbXRRRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICJ_POmtQE%7CCgsIkMLVpAYQ6NSBBQ%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKX1BPbXRRRRAB,"Estuve ingresada por una operación y las enfermeras, como las auxiliares no me han podido dar un trato mejor, son súper amables, empaticas y hacen que estés lo más cómodo posible.",2.0,carlota cirre sanz,https://www.google.com/maps/contrib/107165251421164981474?hl=en-US,107165251421164981474,https://lh3.googleusercontent.com/a-/ALV-UjVAu2Se9WL3vHHP3eYKG2ViVLSJm62_mgy4-lJhUlPIdEY=s40-c-rp-mo-br100,2,"Estuve ingresada por una operación y las enfermeras, como las auxiliares no me han podido dar un trato mejor, son súper amables, empaticas y hacen que estés lo más cómodo posible.","I was admitted for an operation and the nurses, like the assistants, could not have given me better treatment, they are super friendly, empathetic and make you as comfortable as possible.",,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKM05mUVJBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICJ3NfQRA%7CCgwI4MzTpAYQ4Njz8AE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKM05mUVJBEAE,Es una vergüenza esperas dos hora para entregarte el informe,1.0,Shhdb Dhdb,https://www.google.com/maps/contrib/111759584189506143340?hl=en-US,111759584189506143340,https://lh3.googleusercontent.com/a-/ALV-UjVcyKy7qQHxDSC6ac0xRxWrrgti55_AuehsGGDKy3i9Dg=s40-c-rp-mo-br100,3,Es una vergüenza esperas dos hora para entregarte el informe,It's a shame you wait two hours to deliver the report.,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKalBTVl9nRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICJjPSV_gE%7CCgwIhIXPpAYQ4IS6swM%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKalBTVl9nRRAB,"Urgencias,personas muy poco preparadas, sin ganas de realizar su trabajo y atendiendo como si atendieran ganado.
De las 3 últimas veces que he acudido, me ha tocado ir a otro hospital de nuevo, x mi agravio en su mala praxis, porque no aciertan ni una. Te despachan pronto sin tener una pizca de respeto ni rigor por su profesión.",4.0,Maria De Castro,https://www.google.com/maps/contrib/111746008039881796524?hl=en-US,111746008039881796524,https://lh3.googleusercontent.com/a-/ALV-UjWBVp1XRl1Eg9BWVLr5ritpvRtdx6VBr2FxAHGknjTD1kk=s40-c-rp-mo-br100,4,"Urgencias,personas muy poco preparadas, sin ganas de realizar su trabajo y atendiendo como si atendieran ganado.
De las 3 últimas veces que he acudido, me ha tocado ir a otro hospital de nuevo, x mi agravio en su mala praxis, porque no aciertan ni una. Te despachan pronto sin tener una pizca de respeto ni rigor por su profesión.","Emergencies, very unprepared people, with no desire to do their job and caring as if they were caring for livestock.
Of the last 3 times I have gone, I have had to go to another hospital again, due to my grievance in their malpractice, because they don't get a single one right. They send you away quickly without having a bit of respect or rigor for their profession.",2.0,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKNU1yODV3RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICJ5Mr85wE%7CCgwIoZLLpAYQsNGt-QI%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKNU1yODV3RRAB,"Acudí esta mañana a una consulta de dermatología y no puedo haber salido más contento. A pesar de no ser mi hospital de referencia (que es el 12O), elegí por la app de ""cita sanitaria"" este centro porque no tenía la espera de otros hospitales en el servicio de derma.
Fui en coche y pude aparcar en el parking de forma gratuita (hasta hora y media de aparcamiento gratuito).
El servicio recibido por parte de la doctora Diana ha sido muy bueno.
Todos deberíamos apoyar la sanidad pública de este país. El personal está más capacitado que en la empresa privada.
¡Viva la sanidad pública!",3.0,Daniel Partearroyo,https://www.google.com/maps/contrib/112083337587680924565?hl=en-US,112083337587680924565,https://lh3.googleusercontent.com/a-/ALV-UjVG3ChnrJwVCxqlrsDCVBYUNeZxDpU_exv66CrRyeU5NIs=s40-c-rp-mo-br100,18,"Acudí esta mañana a una consulta de dermatología y no puedo haber salido más contento. A pesar de no ser mi hospital de referencia (que es el 12O), elegí por la app de ""cita sanitaria"" este centro porque no tenía la espera de otros hospitales en el servicio de derma.
Fui en coche y pude aparcar en el parking de forma gratuita (hasta hora y media de aparcamiento gratuito).
El servicio recibido por parte de la doctora Diana ha sido muy bueno.
Todos deberíamos apoyar la sanidad pública de este país. El personal está más capacitado que en la empresa privada.
¡Viva la sanidad pública!","I went to a dermatology consultation this morning and I couldn't have left happier. Despite not being my reference hospital (which is 12O), I chose this center through the ""health appointment"" app because I did not have the wait of other hospitals in the derma service.
I went by car and was able to park in the parking lot for free (up to an hour and a half of free parking).
The service received from Dr. Diana has been very good.
We should all support public health in this country. The staff is more trained than in the private company.
Long live public health!",,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKNU9LNE93EAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICJ5OK4Ow%7CCgwIso3LpAYQkN661wE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKNU9LNE93EAE,"Estoy en este momento esperando en una consulta que tenía a las 10:30
Motivo la ambulancia llegó a recoger a mi madre a las 10:25
Llegada al hospital no hay silla de ruedas espera hasta las 11:30
Hora de otra cita que tenía después
Osea llegaré tarde también
Vamos todo un desastre",1.0,Maripi Sanchez,https://www.google.com/maps/contrib/114598460410555869349?hl=en-US,114598460410555869349,https://lh3.googleusercontent.com/a/ACg8ocLuyuxa_AUN19lIPDjGkNZB0xRFuXY3AHZgnJU3UStT=s40-c-rp-mo-br100,2,"Estoy en este momento esperando en una consulta que tenía a las 10:30
Motivo la ambulancia llegó a recoger a mi madre a las 10:25
Llegada al hospital no hay silla de ruedas espera hasta las 11:30
Hora de otra cita que tenía después
Osea llegaré tarde también
Vamos todo un desastre","I am currently waiting for a consultation that I had at 10:30
Reason the ambulance arrived to pick up my mother at 10:25
Arrival at the hospital, there is no wheelchair, wait until 11:30
Time for another appointment I had later
I mean I'll be late too
Let's go a total disaster",,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4bS1lc1RBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDxm-esTA%7CCgwIytWspAYQ6O-1vgI%7C?hl=en-US,3.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4bS1lc1RBEAE,Sin palabras.,,Óscar Pelayo Pina,https://www.google.com/maps/contrib/116721843243979400808?hl=en-US,116721843243979400808,https://lh3.googleusercontent.com/a-/ALV-UjWsxw-5m8o6_i4_VhF1uGCGClgYmPk0pVcNv6Cqy3SuusE=s40-c-rp-mo-ba5-br100,180,Sin palabras.,Speechless.,602.0,True
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4cV8zcG9RRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDxq_3poQE%7CCgwIk4-rpAYQ4JKXywM%7C?hl=en-US,3.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4cV8zcG9RRRAB,"Ya que la gente no tiene educación, al menos podrían poner carteles informando que el móvil tiene que estar en silencio. Una hora de espera escuchando mil sonidos es desesperante.",1.0,Herminia PULIDO CUMBREÑO,https://www.google.com/maps/contrib/104737921558876889764?hl=en-US,104737921558876889764,https://lh3.googleusercontent.com/a/ACg8ocItelr8NTC7BPcLwdyAxUsukJEYeaAlaX5Pw5TK3Rgx=s40-c-rp-mo-br100,5,"Ya que la gente no tiene educación, al menos podrían poner carteles informando que el móvil tiene que estar en silencio. Una hora de espera escuchando mil sonidos es desesperante.","Since people are not educated, they could at least put up signs informing that the cell phone has to be silent. An hour of waiting listening to a thousand sounds is exasperating.",,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4elluRVNREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDxzYnESQ%7CCgwIjo6hpAYQ8LGKowE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4elluRVNREAE,"Médicos quemados, sensación de suciedad, muchas esperas y mala organización. Disfruten lo votado.",2.0,Carlos DRS,https://www.google.com/maps/contrib/110338250952173267330?hl=en-US,110338250952173267330,https://lh3.googleusercontent.com/a-/ALV-UjU-tkyZtNREupc2MzxsI33e_TgzxM0UDoqN29wRiT5yAgEs=s40-c-rp-mo-ba3-br100,80,"Médicos quemados, sensación de suciedad, muchas esperas y mala organización. Disfruten lo votado.","Burned out doctors, feeling of dirt, long waits and poor organization. Enjoy what you voted.",17.0,True
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4eVpQSi1nRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDxyZPJ-gE%7CCgwIr4aUpAYQ6ObphwE%7C?hl=en-US,2.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4eVpQSi1nRRAB,Llevamos desde las 11 de la noche y son las 01:10 y seguimos esperando una radiografía de una niña de 8 años con dolores de muñeca y no sabemos cuando se la harán porque hay 1 radiologo para todo el hospital,1.0,Cristina Garcia martin,https://www.google.com/maps/contrib/117828725967729686817?hl=en-US,117828725967729686817,https://lh3.googleusercontent.com/a-/ALV-UjU0rLa-q-9x2vhzJphl0wzLlkoHT87NXJC_QvCL5nCrSg=s40-c-rp-mo-br100,3,Llevamos desde las 11 de la noche y son las 01:10 y seguimos esperando una radiografía de una niña de 8 años con dolores de muñeca y no sabemos cuando se la harán porque hay 1 radiologo para todo el hospital,We have been there since 11 at night and it is 1:10 and we are still waiting for an x-ray of an 8-year-old girl with wrist pain and we don't know when it will be done because there is 1 radiologist for the entire hospital,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4eWVQLU5REAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDxyeP-NQ%7CCgoIoIWUpAYQ0LNx%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4eWVQLU5REAE,"La atención por parte del personal es muy buena, pero el servicio en sí deja mucho que desear. No es posible que en unas urgencias haya un solo radiolog@ por la noche. Llevamos casi 2h en este momento de espera para una radiografía y mi hija puede tener la muñeca rota. Dicen que hay temas más urgentes y eso se comprende, lo no comprendo es que solo haya un solo profesional que mínimo que dos profesionales por la noche para dar una buena atención ya que pagamos suficientes impuestos  como para tener un servicio decente.",9.0,Fernando Escudero Aguilar,https://www.google.com/maps/contrib/110965161423566923234?hl=en-US,110965161423566923234,https://lh3.googleusercontent.com/a-/ALV-UjXadgZeuR2Oiv-9nefziAYNdV57Lp4wA8-0wF7iz9GF5bk=s40-c-rp-mo-br100,10,"La atención por parte del personal es muy buena, pero el servicio en sí deja mucho que desear. No es posible que en unas urgencias haya un solo radiolog@ por la noche. Llevamos casi 2h en este momento de espera para una radiografía y mi hija puede tener la muñeca rota. Dicen que hay temas más urgentes y eso se comprende, lo no comprendo es que solo haya un solo profesional que mínimo que dos profesionales por la noche para dar una buena atención ya que pagamos suficientes impuestos  como para tener un servicio decente.","The attention from the staff is very good, but the service itself leaves a lot to be desired. It is not possible for an emergency room to have only one radiologist at night. We have been waiting for an x-ray for almost 2 hours now and my daughter may have a broken wrist. They say that there are more urgent issues and that is understandable, what I don't understand is that there is only one professional, at least two professionals at night to provide good care since we pay enough taxes to have a decent service.",,
