,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSd3JIMEVnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICRwrH0Eg%7CCgwIur-LoQYQ2NXuwQI%7C?hl=en-US,5.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSd3JIMEVnEAE,Para ser privatizado esta bien pero necesita mejoras,1.0,Angel Youfumer,https://www.google.com/maps/contrib/104404520876757424607?hl=en-US,104404520876757424607,https://lh3.googleusercontent.com/a-/ALV-UjUUmk_-YdmCKmAgCECJkKVmJnrbTmXTkyoymS6RpjXaHGM=s40-c-rp-mo-ba4-br100,True,54,5.0,Para ser privatizado esta bien pero necesita mejoras,To be privatized it is good but it needs improvements,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSN0lIdUVREAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICR7IHuEQ%7CCgwIvuyFoQYQgJuV7QI%7C?hl=en-US,3.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSN0lIdUVREAE,Pues hay que esperar mucho para entrar en consulta.,,ANGEL Fdez,https://www.google.com/maps/contrib/105482374701036428918?hl=en-US,105482374701036428918,https://lh3.googleusercontent.com/a-/ALV-UjXP4gaS5q79-ndWay2EY8LWxknN136B8GjBtGv9i07hYHA=s40-c-rp-mo-ba2-br100,True,16,,Pues hay que esperar mucho para entrar en consulta.,"Well, you have to wait a long time to get a consultation.",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNScVB5LTdnRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgICRqPy-7gE%7CCgwI3tbzoAYQ6L3r-gE%7C?hl=en-US,5.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNScVB5LTdnRRAB,"Buenas noches.
Quisiera agradecer a toda la plantilla  de la segunda planta, zona verde el trato y la profesionalidad de todos sus trabajadores. Auxiliares, enfermeros, enfermeras, limpieza auxiliares. En fin.. Todos.
Cómo no al equipo de crujía el Doctor Camacho y el equipo como no de urgencias, por su dedicación y magnífico trato /y profesionalidad.
Muchísimas gracias por todo
Consuelo Burgos",3.0,consuelo burgos,https://www.google.com/maps/contrib/100454565776653529059?hl=en-US,100454565776653529059,https://lh3.googleusercontent.com/a/ACg8ocIvpDFcjLQxQBRuf1BgZ13wm4U3Uhv0mJhWJnGVSFds=s40-c-rp-mo-br100,,1,,"Buenas noches.
Quisiera agradecer a toda la plantilla  de la segunda planta, zona verde el trato y la profesionalidad de todos sus trabajadores. Auxiliares, enfermeros, enfermeras, limpieza auxiliares. En fin.. Todos.
Cómo no al equipo de crujía el Doctor Camacho y el equipo como no de urgencias, por su dedicación y magnífico trato /y profesionalidad.
Muchísimas gracias por todo
Consuelo Burgos","Good night.
I would like to thank the entire staff on the second floor, green area, for the treatment and professionalism of all their workers. Auxiliaries, nurses, nurses, auxiliary cleaning. Anyway... Everyone.
Of course, to the bay team, Doctor Camacho and the emergency team, for their dedication and magnificent treatment and professionalism.
Thank you very much for everything
Consuelo Burgos",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURodDhXaHdBRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDht8WhwAE%7CCgwIjdXgoAYQoJHS-QI%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURodDhXaHdBRRAB,"Nunca responden las llamadas, puedes pasarte horas llamando y nada.",,Donatella,https://www.google.com/maps/contrib/117940194320723684975?hl=en-US,117940194320723684975,https://lh3.googleusercontent.com/a/ACg8ocKkg2Cjf4dmBAi-UYSf5FclMNHU5fii5LVCgmHeAjHM=s40-c-rp-mo-ba5-br100,True,130,267.0,"Nunca responden las llamadas, puedes pasarte horas llamando y nada.","They never answer calls, you can spend hours calling and nothing.",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoMl9mbFdnEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDh2_flWg%7CCgwI_OjXoAYQ4NLkxgM%7C?hl=en-US,5.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURoMl9mbFdnEAE,"Desde la doctora al celador muy profesionales y amables, a pesar de la situación que tienen que soportar. Urgencias colapsadas y falta de personal .",1.0,Pili Mar,https://www.google.com/maps/contrib/117140815893994972399?hl=en-US,117140815893994972399,https://lh3.googleusercontent.com/a-/ALV-UjWv-abmTc3BcE_FlFlGi9-ID31bxDvvKrhJlKh1iMydcNY=s40-c-rp-mo-br100,,16,,"Desde la doctora al celador muy profesionales y amables, a pesar de la situación que tienen que soportar. Urgencias colapsadas y falta de personal .","From the doctor to the guard, they are very professional and kind, despite the situation they have to endure. Collapsed emergencies and lack of personnel.",
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoczlxRkRBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDhs9qFDA%7CCgwIx-TQoAYQkOuQpgM%7C?hl=en-US,5.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURoczlxRkRBEAE,Ayer fui intervendio en una operación y tengo que decir que tanto el trato del personal como las instalaciones fueron excelentes.  Luchemos por cuidar a nuestrxs sanitarixs y personal de nuestra salud pública,2.0,Del Monte,https://www.google.com/maps/contrib/110053271497976106240?hl=en-US,110053271497976106240,https://lh3.googleusercontent.com/a/ACg8ocIZnR4VK-8-ywwtWGlswJPwIK1MJQn3e7mvLjYgBq1X=s40-c-rp-mo-br100,,31,,Ayer fui intervendio en una operación y tengo que decir que tanto el trato del personal como las instalaciones fueron excelentes.  Luchemos por cuidar a nuestrxs sanitarixs y personal de nuestra salud pública,Yesterday I underwent an operation and I have to say that both the treatment of the staff and the facilities were excellent. Let's fight to take care of our healthcare workers and public health personnel.,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoazhuR1dBEAE!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDhk8nGWA%7CCgwImczOoAYQyJuwkQE%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURoazhuR1dBEAE,"Un hospital mal dimensionado, falto de recursos... Es una vergüenza pedir una silla de ruedas y pasado 15 minutos no saben si te van a poder dejar una. La zona de citas, 3 maquinas que fallan para una población de más de 100.000 habitantes, de vergüenza.
El personal del hospital, profesionales y humanos, mucho hacen con lo poco que les dan... Dejo un vídeo del kaos y la cola para solo sacar cita...",14.0,Julio Ignacio Ramos Montero,https://www.google.com/maps/contrib/108961661018819165271?hl=en-US,108961661018819165271,https://lh3.googleusercontent.com/a-/ALV-UjUTgIovTdELfxheab05VEFfgc0NgJ3x6i1Xu4WlBbB2RhE=s40-c-rp-mo-ba5-br100,True,215,575.0,"Un hospital mal dimensionado, falto de recursos... Es una vergüenza pedir una silla de ruedas y pasado 15 minutos no saben si te van a poder dejar una. La zona de citas, 3 maquinas que fallan para una población de más de 100.000 habitantes, de vergüenza.
El personal del hospital, profesionales y humanos, mucho hacen con lo poco que les dan... Dejo un vídeo del kaos y la cola para solo sacar cita...","A poorly sized hospital, lacking resources... It is a shame to ask for a wheelchair and after 15 minutes they don't know if they will be able to give you one. The dating area, 3 machines that fail for a population of more than 100,000 inhabitants, shameful.
The hospital staff, professionals and humans, do a lot with the little they are given... I leave a video of the chaos and the queue just to make an appointment...",['https://lh5.googleusercontent.com/p/AF1QipOoUDzrCr61vUbP8rjuIXWPSXfbZAZ3uWVYQnWF=w100-h100-p-n-k-no']
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoX2VMcm1nRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDh_eLrmgE%7CCgsI6pbJoAYQsNDJWg%7C?hl=en-US,5.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURoX2VMcm1nRRAB,,,Mario ID,https://www.google.com/maps/contrib/104769960779601308700?hl=en-US,104769960779601308700,https://lh3.googleusercontent.com/a-/ALV-UjWisQoN3D3qH6Avr0H6d2ImC9Koegdny9dwEcf5ka3obrY=s40-c-rp-mo-ba5-br100,True,120,466.0,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURobmR1UHd3RRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDhnduPwwE%7CCgwI64zHoAYQ-MbmrQI%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURobmR1UHd3RRAB,"Atención terrible por parte de los médicos de consulta. A pesar de que se trae analíticas y diagnósticos para que verifiquen que el malestar es por eso y para quitarte de en medio , te dicen que es gripe y se limpian las manos .
NO LES IMPORTA EN ABSOLUTO LA SALUD EN SI DEL CLIENTE",,Carlota Centty,https://www.google.com/maps/contrib/110115059823916602799?hl=en-US,110115059823916602799,https://lh3.googleusercontent.com/a/ACg8ocLNWXHkD9P7jrYqVJ6yZXWjdaH5btaPP7HQr1DOcfOCPH8=s40-c-rp-mo-br100,,17,5.0,"Atención terrible por parte de los médicos de consulta. A pesar de que se trae analíticas y diagnósticos para que verifiquen que el malestar es por eso y para quitarte de en medio , te dicen que es gripe y se limpian las manos .
NO LES IMPORTA EN ABSOLUTO LA SALUD EN SI DEL CLIENTE","Terrible care from consulting doctors. Even though tests and diagnoses are brought in to verify that this is the reason for the discomfort and to get you out of the way, they tell you it's the flu and they clean their hands.
THEY DON'T CARE AT ALL ABOUT THE CUSTOMER'S HEALTH",
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoamJiSDhnRRAB!2m1!1s0x0:0xc2076009cb9792c2!3m1!1s2@1:CIHM0ogKEICAgIDhjbbH8gE%7CCgsI6bjCoAYQsKblAg%7C?hl=en-US,1.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURoamJiSDhnRRAB,A los usuarios nos obligan a usar mascarilla MIENTRAS LA RECEPCIONISTA ESTA SIN MASCARILLA ATENDIENDO A LOS PACIENTES DENTRO DEL HOSPITAL,,Cristina,https://www.google.com/maps/contrib/104284863917938279396?hl=en-US,104284863917938279396,https://lh3.googleusercontent.com/a/ACg8ocII_HBMDRZu5MBtF8uDYKIN4W03r2Wm58hGYD-ckhK-=s40-c-rp-mo-ba2-br100,True,28,1.0,A los usuarios nos obligan a usar mascarilla MIENTRAS LA RECEPCIONISTA ESTA SIN MASCARILLA ATENDIENDO A LOS PACIENTES DENTRO DEL HOSPITAL,Users are forced to wear a mask WHILE THE RECEPTIONIST IS WITHOUT A MASK ATTENDING PATIENTS INSIDE THE HOSPITAL,
