,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,snippet,extracted_snippet.original,extracted_snippet.translated,likes
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwMGJQb19BRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDp0bPo_AE%7CCgsI6sHerQYQyOCyXw%7C?hl=en-US,5.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSURwMGJQb19BRRAB,Elisa Escabia,https://www.google.com/maps/contrib/115657193582352142170?hl=en-US,115657193582352142170,https://lh3.googleusercontent.com/a-/ALV-UjVn3muBJyGE4RUSDUCeD1dfcEajOJeXaMz8xPetOfQp764=s40-c-rp-mo-ba4-br100,True,46,58.0,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN0ak5Eb3B3RRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgICtjNDopwE%7CCgwI08HerQYQgPqqmQE%7C?hl=en-US,5.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN0ak5Eb3B3RRAB,Elisa Escabia,https://www.google.com/maps/contrib/102798857467002816840?hl=en-US,102798857467002816840,https://lh3.googleusercontent.com/a-/ALV-UjVDrECjiJktoIDSo8jTKcPgc3UvxtBMhoDcwNvL8P1-OQ=s40-c-rp-mo-br100,,2,,,,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROMTlfLWhRRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDN19_-hQE%7CCgwIldHRrQYQoISUowE%7C?hl=en-US,1.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUROMTlfLWhRRRAB,Dimitris Syrichas,https://www.google.com/maps/contrib/107653183237926751712?hl=en-US,107653183237926751712,https://lh3.googleusercontent.com/a-/ALV-UjUYJAoGsiVuAiXHbsQNbvLpVNGz3XV5ThTYaBrm-hoZNg=s40-c-rp-mo-br100,,5,,Terrible service st the emergency room. Minimum 5 hours,,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUROMjdXOFJ3EAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDN27W8Rw%7CCgsIn57OrQYQoNX0eg%7C?hl=en-US,5.0,a month ago,Google,ChZDSUhNMG9nS0VJQ0FnSUROMjdXOFJ3EAE,bego dd,https://www.google.com/maps/contrib/103705374676188214153?hl=en-US,103705374676188214153,https://lh3.googleusercontent.com/a/ACg8ocJOGOmX4a_2xEfUWD_6fZcZtrevnOY283BNwJJTO3i2=s40-c-rp-mo-br100,,4,,Después de la estancia de mi madre en el Clínico por una operación de fémur solo puedo agradecer y dar las gracias a todo el equipo de la 4° planta escalera 10 por el buen trato tanto profesional como humano. Muchísimas gracias por todo. Nuria Mir,Después de la estancia de mi madre en el Clínico por una operación de fémur solo puedo agradecer y dar las gracias a todo el equipo de la 4° planta escalera 10 por el buen trato tanto profesional como humano. Muchísimas gracias por todo. Nuria Mir,"After my mother's stay at the Clinic for a femur operation, I can only thank and thank the entire team on the 4th floor, staircase 10, for the good treatment, both professional and human. Thank you very much for everything. Nuria Mir",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURONjV2anpRRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDN65vjzQE%7CCgwIm7fNrQYQwLy5hgE%7C?hl=en-US,1.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSURONjV2anpRRRAB,alba,https://www.google.com/maps/contrib/103520854300309153681?hl=en-US,103520854300309153681,https://lh3.googleusercontent.com/a-/ALV-UjXteZHx9kdzy62lxpw7mwWuZ0ai7nLhrj_98_Y4fjPmn74=s40-c-rp-mo-br100,,28,15.0,Si no tienes 90 años y cáncer te mandan a otro sitio …,Si no tienes 90 años y cáncer te mandan a otro sitio …,"If you are not 90 years old and have cancer, they send you somewhere else...",
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROMDVfUHl3RRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDN05_PywE%7CCgwIofXKrQYQ0OrsvgE%7C?hl=en-US,1.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUROMDVfUHl3RRAB,BSM Televizija,https://www.google.com/maps/contrib/117730695356736435237?hl=en-US,117730695356736435237,https://lh3.googleusercontent.com/a-/ALV-UjVOGt4laEgiIwa2QIiIaUFNeG516q4lv6k6oMHm0KZpjNg=s40-c-rp-mo-br100,,2,,"Was waiting for emergency help, after 3 hours nothing! Thats not normal for emergency help",,,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROZ19ycnd3RRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDNg_rrwwE%7CCgwIlvTIrQYQyOm_pwM%7C?hl=en-US,4.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUROZ19ycnd3RRAB,José Altamirano,https://www.google.com/maps/contrib/107178687947405492337?hl=en-US,107178687947405492337,https://lh3.googleusercontent.com/a-/ALV-UjUmKubuSGZKbhZ4vWnkGsMDpZZ7YPHySxNmH_OCYAHoV1M=s40-c-rp-mo-ba3-br100,True,47,87.0,Muy buenos profesionales!!,Muy buenos profesionales!!,Very good professionals!!,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUROcmRyWFFnEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDNrdrXQg%7CCgwI6p7GrQYQgNin_AI%7C?hl=en-US,5.0,a month ago,Google,ChZDSUhNMG9nS0VJQ0FnSUROcmRyWFFnEAE,Kim,https://www.google.com/maps/contrib/116430039736210687540?hl=en-US,116430039736210687540,https://lh3.googleusercontent.com/a-/ALV-UjUVivHrr9yYpsNiVnGcBGP-deQLGJtw5tSAa5oe3SpzJLo=s40-c-rp-mo-ba5-br100,True,304,270.0,"He ido al servicio de endoscopia, y súper recomendable. Han sido súper rápidos, profesionales y amables.","He ido al servicio de endoscopia, y súper recomendable. Han sido súper rápidos, profesionales y amables.","I have been to the endoscopy service, and highly recommended. They have been super fast, professional and friendly.",
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURObGZlQVlBEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDNlfeAYA%7CCgsIiKXErQYQiLfvcg%7C?hl=en-US,1.0,a month ago,Google,ChZDSUhNMG9nS0VJQ0FnSURObGZlQVlBEAE,Sophie Snowball,https://www.google.com/maps/contrib/103097482703923352890?hl=en-US,103097482703923352890,https://lh3.googleusercontent.com/a/ACg8ocLeLFo475meq-CNCTtJY5wDyJ3hbcD8Q4f3lELOLX9T=s40-c-rp-mo-ba4-br100,True,55,54.0,"The worst experience ever. Not only for me the patient but for my family too. I was brought to this hospital by ambulance in an emergency. A previous surgery I had had, didn't work and I needed a new ventricle valve placed. What we were not informed if it the lady ""Dr"" brain surgeon who would do the operation was infact a resident. This to me is surprising as in most countries it is illegal not to inform the patient.

To top it off, 10 hours at the most after brain surgery I spent in ICU, which I was sent home from. My mum crying begging the Dr and nurses to keep me at least another night. They didn't pay attention to her concerns. So I reluctantly signed the paperwork and was sent home.

After this I had problems with the valve as it broke apart in my body. Causing me to have another steam of problems. The follow up care in this hospital is non existent. Absolutely disgusting how they treated both myself and my mum.

Go ANYWHERE ELSE!",,,1.0
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROeGRYTC1nRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIDNxdXL-gE%7CCgwI3fzCrQYQwMPouAI%7C?hl=en-US,3.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUROeGRYTC1nRRAB,sergio nuñez flores,https://www.google.com/maps/contrib/100316660581414686918?hl=en-US,100316660581414686918,https://lh3.googleusercontent.com/a-/ALV-UjVzy3c0hj1qtecChtoT-DtUPlPublqVlsPLWaK-NPhhRPk=s40-c-rp-mo-ba5-br100,True,215,746.0,,,,
