,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,snippet,likes,extracted_snippet.original,extracted_snippet.translated,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxODV1eTZBRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC185uy6AE%7CCgwIzvjVrAYQgI3TzwE%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxODV1eTZBRRAB,Lali Nogue,https://www.google.com/maps/contrib/114909854239199942243?hl=en-US,114909854239199942243,https://lh3.googleusercontent.com/a-/ALV-UjVFLDdW0-_5Q8hvme70IQwb-6rJz0jTaKht6ogR4xIlyyBU=s40-c-rp-mo-ba3-br100,True,40,10.0,,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxeVpmNHVnRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1yZf4ugE%7CCgwIrPrHrAYQgPv3mAI%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxeVpmNHVnRRAB,Jose Archilla,https://www.google.com/maps/contrib/100602902830204586602?hl=en-US,100602902830204586602,https://lh3.googleusercontent.com/a/ACg8ocIBTnLEug5lPw0oQ_zbONIKUrZ7ksuX_zodgZaTRIYp=s40-c-rp-mo-br100,,3,,"En urgencias uno de los que mandan por la noche que se llama David es muy mala persona
Una enfermera me llamó para ser atendido despues de 4 horas y él le dijo que no por que le dio la gana por que gente no habia ya",3.0,"En urgencias uno de los que mandan por la noche que se llama David es muy mala persona
Una enfermera me llamó para ser atendido despues de 4 horas y él le dijo que no por que le dio la gana por que gente no habia ya","In the emergency room, one of the people in charge at night called David is a very bad person.
A nurse called me to be seen after 4 hours and he told her no because he felt like it because people weren't there already.",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxc2ZPYjFBRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1sfOb1AE%7CCgwI6vPGrAYQyPXYxwM%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxc2ZPYjFBRRAB,minmaxer,https://www.google.com/maps/contrib/102685287799200409468?hl=en-US,102685287799200409468,https://lh3.googleusercontent.com/a/ACg8ocK8cmPuTLpVlCKHCyeJscaXVLRgQ-XTLb2PfZy7SYlr=s40-c-rp-mo-br100,,2,,good service,,,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxb1lfdkRBEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1oY_vDA%7CCgsIr63DrAYQoJz4fw%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxb1lfdkRBEAE,a r,https://www.google.com/maps/contrib/116891805452914120818?hl=en-US,116891805452914120818,https://lh3.googleusercontent.com/a/ACg8ocJOaMD5q0hrmyLMqCMqA66jXt-MO3lC_IuPw-fXexLZ=s40-c-rp-mo-br100,,29,,"Una vergüenza, más de 10 horas de espera en urgencias. En un pasillo sin apenas luz y con frío. No hay mantas y a alguna de las enfermeras les falta fibra y educación (son jóvenes pero muy antipáticas)
Entiendo que hay muchos enfermos, faltas médicos y faltan modales",5.0,"Una vergüenza, más de 10 horas de espera en urgencias. En un pasillo sin apenas luz y con frío. No hay mantas y a alguna de las enfermeras les falta fibra y educación (son jóvenes pero muy antipáticas)
Entiendo que hay muchos enfermos, faltas médicos y faltan modales","A shame, more than 10 hours of waiting in the emergency room. In a hallway with hardly any light and cold. There are no blankets and some of the nurses lack fiber and education (they are young but very unfriendly)
I understand that there are many sick people, there are no doctors and there is a lack of manners.",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxdXQ2dUxBEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1ut6uLA%7CCgsIvOW0rAYQ8Jb9Vg%7C?hl=en-US,5.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxdXQ2dUxBEAE,Bruno Sanllehí,https://www.google.com/maps/contrib/105511812686717895623?hl=en-US,105511812686717895623,https://lh3.googleusercontent.com/a-/ALV-UjVguqisRTTSez7f51SbWrbhF_MpLx_obsQYNDAa3QZMrw=s40-c-rp-mo-ba7-br100,True,753,8010.0,"Centro Sanitario de referencia mundial, especial mención a la 4ª planta (escalera 10) de traumatología, tras un par de semanas ingresada una familiar doy testimonio del gran trato tanto profesional como humano de todo el equipo…millón de gracias!!!!",4.0,"Centro Sanitario de referencia mundial, especial mención a la 4ª planta (escalera 10) de traumatología, tras un par de semanas ingresada una familiar doy testimonio del gran trato tanto profesional como humano de todo el equipo…millón de gracias!!!!","World-renowned Health Center, special mention to the 4th floor (staircase 10) of traumatology, after a couple of weeks of admission to a family member, I can testify to the great professional and human treatment of the entire team...thank you a million!!!!","['https://lh5.googleusercontent.com/p/AF1QipOtjtXjHPj-i8imqIDH_iuNTuzHl__33epzz-Oq=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOkhRhhHhmYU7gMlrkgby6Sx9fI4mlT5F5ym65E=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOFzKNZW03-BPhF4Dw3V2HtwVdY-M7xIrbkjsqC=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOwkoxNzmy4moC_pmP6nPHvXQ_0Fyte_SsSIvbP=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO80KMltZD6cj5WG3Yl0IN9hywKt-ux5wGbZUQx=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP-wRSmjb4h74iqh_4yEZn4CmlQotn2wvoVM492=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVzVaaWogFlZevfGqhRcGy4r_KnmoorMzZ9ev9=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXOtvJR7gUmPrAhvlMypoklA4v_PPzDS5IsslB=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPyDIQf0nHkw59W8I1tnqnEspcWAt8dP5gryORq=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOzfQsX5OhoKYlWYoESAcHf2EqCi5vy7wwAnNmd=w100-h100-p-n-k-no']"
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxa3BXWWRBEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1kpWYdA%7CCgsIi_SrrAYQ4OKjVQ%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxa3BXWWRBEAE,Sara Corrales,https://www.google.com/maps/contrib/115738627268727471026?hl=en-US,115738627268727471026,https://lh3.googleusercontent.com/a-/ALV-UjV8zxGkScjVpCuoy5caN9f7NXvSKBoN2sIGo6d5r9pvU5E=s40-c-rp-mo-ba3-br100,True,44,55.0,"100% decepcionada. Fui hace una semana por fiebre y tos y luego de 6hs de espera y 3hs más adentro, solo me recetaron “paracetamol” porque según ellos no tenían “una máquina” para detectar si tenía bacterias o virus en la garganta. Me vine a otro lugar y el doctor me dijo que eso de la máquina no existe sino solo para pulmones, que fueron negligentes. No es posible que tengo Bronquitis aguda! y no me lo he detectado a tiempo por un lugar como este, en donde lo que hice fue empeorar. Esto es denunciable.",4.0,"100% decepcionada. Fui hace una semana por fiebre y tos y luego de 6hs de espera y 3hs más adentro, solo me recetaron “paracetamol” porque según ellos no tenían “una máquina” para detectar si tenía bacterias o virus en la garganta. Me vine a otro lugar y el doctor me dijo que eso de la máquina no existe sino solo para pulmones, que fueron negligentes. No es posible que tengo Bronquitis aguda! y no me lo he detectado a tiempo por un lugar como este, en donde lo que hice fue empeorar. Esto es denunciable.","100% disappointed. I went a week ago for fever and cough and after 6 hours of waiting and 3 more hours inside, they only prescribed “paracetamol” because according to them they did not have “a machine” to detect if I had bacteria or viruses in my throat. I went to another place and the doctor told me that the machine does not exist except only for lungs, which were negligent. It's not possible that I have acute bronchitis! and I haven't detected it in time in a place like this, where what I did was get worse. This is reportable.",
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxcEpHY2JBEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1pJGcbA%7CCgwI3ciZrAYQ2OSOiQM%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxcEpHY2JBEAE,kath boukharki,https://www.google.com/maps/contrib/105689762028484859009?hl=en-US,105689762028484859009,https://lh3.googleusercontent.com/a/ACg8ocJFNcnfYSLJOLttxdOWKgBpxa6ObwSL7IFPTMh29a8i=s40-c-rp-mo-br100,,7,,"Llegue a este hospital con un fuerte dolor de pecho y mareo. El médico que me atendió, un saludo “David” un ser de los más grosero que me he podido encontrar en este mundo.
Todo empieza Porque yo llego a las 2 de la mañana después de estar casi 1h y 30’ a que la ambulancia llegará, llegó con el móvil apagado. A lo que pregunté a uno de los enfermeros si me lo podía poner a cargar para poder avisar a mis padres de que estaba ahí. Cuando pasan unos 15 min toco al timbre porque veo que me están llamando y al estar lejos el móvil no podía cogerlo. Entra este señor y le digo que si por favor  me podía acercar el móvil. Después de un rato me hizo preguntas y al salir le dijo a otra enfermera en la puerta del box “esta chica está mejor que yo, solo al entrar me dice que le de el móvil, es flipante”. Cosa que me sentó fatal porque yo solo le pedí el móvil para llamar a mis padres. Todo el rato estuvo con mala cara y haciéndome ver que no me pasaba nada y que estaba exagerando, soltando cosas como “yo creo que estás bien” “estás perfecta”. Cuando vino a darme el alta me dijo ya te puedes ir y se retiro del box, a lo que yo confundida me quede esperando a que alguien viniera a desenchufar los cables y a quitarme las cosas que tenia puestas. Después de 15min nadie vino y me tuve que desenchufar las cosas yo misma e irme por la puerta. Nadie me dijo nada ni siquiera un simple adiós ni me ayudo a desenchufar los cables ni a quitarme las pegatinas.
Una vergüenza de servicio, me he sentido súper mal tratada por los enfermeros. Que no paraban de preguntarme si había bebido o si me había drogado. Diciéndome que “no has tomado drogas no? Porque vamos a hacer una analítica” y no me hicieron absolutamente nada. Me fui a casa con el mismo dolor de pecho y con una receta de paracetamol.",6.0,"Llegue a este hospital con un fuerte dolor de pecho y mareo. El médico que me atendió, un saludo “David” un ser de los más grosero que me he podido encontrar en este mundo.
Todo empieza Porque yo llego a las 2 de la mañana después de estar casi 1h y 30’ a que la ambulancia llegará, llegó con el móvil apagado. A lo que pregunté a uno de los enfermeros si me lo podía poner a cargar para poder avisar a mis padres de que estaba ahí. Cuando pasan unos 15 min toco al timbre porque veo que me están llamando y al estar lejos el móvil no podía cogerlo. Entra este señor y le digo que si por favor  me podía acercar el móvil. Después de un rato me hizo preguntas y al salir le dijo a otra enfermera en la puerta del box “esta chica está mejor que yo, solo al entrar me dice que le de el móvil, es flipante”. Cosa que me sentó fatal porque yo solo le pedí el móvil para llamar a mis padres. Todo el rato estuvo con mala cara y haciéndome ver que no me pasaba nada y que estaba exagerando, soltando cosas como “yo creo que estás bien” “estás perfecta”. Cuando vino a darme el alta me dijo ya te puedes ir y se retiro del box, a lo que yo confundida me quede esperando a que alguien viniera a desenchufar los cables y a quitarme las cosas que tenia puestas. Después de 15min nadie vino y me tuve que desenchufar las cosas yo misma e irme por la puerta. Nadie me dijo nada ni siquiera un simple adiós ni me ayudo a desenchufar los cables ni a quitarme las pegatinas.
Una vergüenza de servicio, me he sentido súper mal tratada por los enfermeros. Que no paraban de preguntarme si había bebido o si me había drogado. Diciéndome que “no has tomado drogas no? Porque vamos a hacer una analítica” y no me hicieron absolutamente nada. Me fui a casa con el mismo dolor de pecho y con una receta de paracetamol.","I arrived at this hospital with severe chest pain and dizziness. The doctor who treated me, greetings “David”, one of the rudest beings I have ever encountered in this world.
It all starts because I arrive at 2 in the morning after spending almost 1 hour and 30 minutes waiting for the ambulance to arrive, it arrived with my cell phone turned off. To which I asked one of the nurses if I could carry it so I could notify my parents that it was there. After about 15 minutes I ring the doorbell because I see that they are calling me and since I was far away I couldn't pick up my cell phone. This man comes in and I ask him if he could please bring me his cell phone. After a while she asked me questions and when she left she said to another nurse at the door of the box ""this girl is better than me, only when she came in she told me to give her my cell phone, it's amazing."" Which made me feel terrible because I only asked for his cell phone to call my parents. The whole time he had a bad face and made me see that nothing was wrong with me and that he was exaggerating, saying things like “I think you're fine” “you're perfect.” When he came to discharge me he told me you can go now and left the box, to which I was confused and waited for someone to come and unplug the cables and take off the things I was wearing. After 15 minutes no one came and I had to unplug things myself and walk out the door. No one said anything to me, not even a simple goodbye or helped me unplug the cables or remove the stickers.
A disgraceful service, I have felt extremely badly treated by the nurses. They kept asking me if I had been drinking or taking drugs. Telling me that “you haven't taken drugs, right? Because we are going to do an analysis” and they did absolutely nothing to me. I went home with the same chest pain and a prescription for paracetamol.",
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxLU1iemR3EAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC1-Mbzdw%7CCgwIzLeWrAYQ4N_XvgI%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxLU1iemR3EAE,Mairam Balian,https://www.google.com/maps/contrib/100482921290042843903?hl=en-US,100482921290042843903,https://lh3.googleusercontent.com/a-/ALV-UjWSluLS1tgL7vbTeYuekT04_ki05nnOjdgcRPGGmO1LEIOk=s40-c-rp-mo-ba2-br100,True,12,,,,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxNk92U3NBRRAB!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC16OvSsAE%7CCgwI9qSTrAYQ2M7NtAE%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxNk92U3NBRRAB,Adrian Martinez,https://www.google.com/maps/contrib/115416315055331433928?hl=en-US,115416315055331433928,https://lh3.googleusercontent.com/a/ACg8ocJsZVEXYf1HhtfWVYJoQ1Qj_jHJMVUw3Cpw34jAwH9_=s40-c-rp-mo-br100,,1,,Desastroso. 6h esperando,1.0,Desastroso. 6h esperando,Disastrous. 6 hours waiting,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxNk1LSFhBEAE!2m1!1s0x0:0x7bacaced73cdac27!3m1!1s2@1:CIHM0ogKEICAgIC16MKHXA%7CCgwInc-SrAYQoObrhgI%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxNk1LSFhBEAE,anibal gomez,https://www.google.com/maps/contrib/101034589009982033894?hl=en-US,101034589009982033894,https://lh3.googleusercontent.com/a/ACg8ocLZ8-oE90AlW7R4iz3mt-NmSFVzIWYx8MHzOSsSgu5z=s40-c-rp-mo-ba3-br100,True,12,33.0,"6 horas de espera en urgencias. Eso sí, todo lleno de enfermeros y administrativos paseando, mirando el móvil y descojonandose y tranquilamente.",5.0,"6 horas de espera en urgencias. Eso sí, todo lleno de enfermeros y administrativos paseando, mirando el móvil y descojonandose y tranquilamente.","6 hours of waiting in the emergency room. Of course, everything was full of nurses and administrators walking around, looking at their cell phones and calmly relaxing.",
