,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNseVltUUp3EAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIClyYmQJw%7CCgsIpcLyqgYQ0IPoMg%7C?hl=en-US,3.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNseVltUUp3EAE,"El problema del aparcamiento aquí es importante. Pagar por aparcar cuando vienes para una prueba o consulta que te ocupa toda la mañana, sea para llevar a una persona mayor o a quien tienen que poner una anestesia o calmante, puede salir tan cara como un taxi, Cabify o Uber. No todos podemos permitirnos ese desembolso. Y no tengo tan claro que se pueda ceder el suelo y el aparcamiento de un Hospital Público a una empresa privada para que negocie con ellos.",2.0,M. Mar Collantes Martín,https://www.google.com/maps/contrib/103677820973919781744?hl=en-US,103677820973919781744,https://lh3.googleusercontent.com/a/ACg8ocIn3WamfocE1bIjlhK5W1Jlg4_esMjS6I0rzTGo1Glx=s40-c-rp-mo-ba3-br100,True,18,9.0,"El problema del aparcamiento aquí es importante. Pagar por aparcar cuando vienes para una prueba o consulta que te ocupa toda la mañana, sea para llevar a una persona mayor o a quien tienen que poner una anestesia o calmante, puede salir tan cara como un taxi, Cabify o Uber. No todos podemos permitirnos ese desembolso. Y no tengo tan claro que se pueda ceder el suelo y el aparcamiento de un Hospital Público a una empresa privada para que negocie con ellos.","The parking problem here is important. Paying for parking when you come for a test or consultation that takes up the entire morning, whether to take an elderly person or someone who needs anesthesia or painkillers, can be as expensive as a taxi, Cabify or Uber. Not all of us can afford that expense. And I am not so sure that the land and parking of a Public Hospital can be transferred to a private company so that it can negotiate with them."
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsc2FidG13RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIClsabtmwE%7CCgsIu73vqgYQqJPRPg%7C?hl=en-US,5.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsc2FidG13RRAB,Personal muy amable y atentos Buenos profesionales,,vicente ruiz lozano,https://www.google.com/maps/contrib/110295456326070131654?hl=en-US,110295456326070131654,https://lh3.googleusercontent.com/a-/ALV-UjWWgklyb1gakGpm9oNuwmQaLT8i6NnT6n4ZUj6yh9XCNXs=s40-c-rp-mo-br100,,2,,Personal muy amable y atentos Buenos profesionales,Very friendly and attentive staff Good professionals
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsa2VYenh3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIClkeXzxwE%7CCgwIh_vtqgYQ4MbpogE%7C?hl=en-US,5.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsa2VYenh3RRAB,"Acabo de ser operado de prótesis de rodilla ,estoy muy contento con todo el trato,los días que he estado en planta ingresado,tengo que decir que el trato ha sido muy bueno ,un equipo muy preparado y muy humano .
Planta sexta ,lado izquierdo,ahí he estado ingresado , habitación 634",,Jose Antonio Fernandez Garcia,https://www.google.com/maps/contrib/109850966864040965716?hl=en-US,109850966864040965716,https://lh3.googleusercontent.com/a-/ALV-UjVqexUZV7Cf14m8NFcPO8kkk9-MmRcB5yJwXZXgCViynNc=s40-c-rp-mo-ba3-br100,True,24,8.0,"Acabo de ser operado de prótesis de rodilla ,estoy muy contento con todo el trato,los días que he estado en planta ingresado,tengo que decir que el trato ha sido muy bueno ,un equipo muy preparado y muy humano .
Planta sexta ,lado izquierdo,ahí he estado ingresado , habitación 634","I have just had knee replacement surgery, I am very happy with all the treatment, the days that I have been admitted to the ward, I have to say that the treatment has been very good, a very prepared and very humane team.
Sixth floor, left side, I have been admitted there, room 634"
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsOXBpaDhnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICl9pih8gE%7CCgsIks3hqgYQ6JjyYw%7C?hl=en-US,1.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsOXBpaDhnRRAB,"Entro a las 5 de la mañana en urgencias por rotura de córnea en el ojo, en recepción me dan 2 papeles y me mandan a triaje, en triaje sin mirarme ni si quiera el ojo me mandan a la sala de espera directamente, espero 1 hora, vuelvo a triaje a preguntar si es ahí donde llaman por las pantallas ya que había dos salas de espera y solo se oía la pantalla en la sala de espera que yo no estaba, me dicen que sí que es ahí, aprovecho que entra una mujer vestida de médico en una de las habitaciones de la sala de espera y la pregunto si llaman por la pantalla, me dice que sí pero que tiene que bajar todavía el oftalmólogo, después de haber estado esperando 3 horas a ser atendida me he tenido que ir finalmente a las 8 de la mañana porque trabajaba.
¡UNA VERGÜENZA TOTAL!
Siempre lo mismo en este hospital, puedes tirarte esperando HORAS Y HORAS SIN SER ATENDIDO.
¿Para qué pagamos la sanidad, señores?",5.0,Sheila García,https://www.google.com/maps/contrib/107488814567576940211?hl=en-US,107488814567576940211,https://lh3.googleusercontent.com/a-/ALV-UjVqBW7d4lpoZKKKKzrrGnkDpkY2LdkXnyoRTfJ8W8TzpA=s40-c-rp-mo-ba2-br100,True,13,10.0,"Entro a las 5 de la mañana en urgencias por rotura de córnea en el ojo, en recepción me dan 2 papeles y me mandan a triaje, en triaje sin mirarme ni si quiera el ojo me mandan a la sala de espera directamente, espero 1 hora, vuelvo a triaje a preguntar si es ahí donde llaman por las pantallas ya que había dos salas de espera y solo se oía la pantalla en la sala de espera que yo no estaba, me dicen que sí que es ahí, aprovecho que entra una mujer vestida de médico en una de las habitaciones de la sala de espera y la pregunto si llaman por la pantalla, me dice que sí pero que tiene que bajar todavía el oftalmólogo, después de haber estado esperando 3 horas a ser atendida me he tenido que ir finalmente a las 8 de la mañana porque trabajaba.
¡UNA VERGÜENZA TOTAL!
Siempre lo mismo en este hospital, puedes tirarte esperando HORAS Y HORAS SIN SER ATENDIDO.
¿Para qué pagamos la sanidad, señores?","I entered the emergency room at 5 in the morning due to a broken cornea in my eye, at reception they gave me 2 papers and sent me to triage, in triage without even looking at my eye they sent me to the waiting room directly, I waited 1 hour I go back to triage to ask if that's where they call through the screens since there were two waiting rooms and I could only hear the screen in the waiting room that I wasn't in. They tell me that it is there, I take advantage of the fact that a woman enters. dressed as a doctor in one of the rooms of the waiting room and I ask her if they are calling on the screen, she tells me yes but that the ophthalmologist still has to come down, after having been waiting 3 hours to be seen I had to leave finally at 8 in the morning because I worked.
A TOTAL SHAME!
Always the same in this hospital, you can wait HOURS AND HOURS WITHOUT BEING ATTENDED.
Why do we pay for healthcare, gentlemen?"
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsbHQyTnV3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICllt2NuwE%7CCgwI34XfqgYQ2K3SsAM%7C?hl=en-US,3.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsbHQyTnV3RRAB,"Las instalaciones son viejas y el aparcamiento es carísimo,con lo que pagas por el parking se podría mejorar el hospital",,jose maria saneiro morales,https://www.google.com/maps/contrib/103745118705797811470?hl=en-US,103745118705797811470,https://lh3.googleusercontent.com/a-/ALV-UjVng9OIZ5VQc1s6m71n8I7LgwOB5x4Y0DJ7d16Ip2a2gQ=s40-c-rp-mo-ba3-br100,True,37,13.0,"Las instalaciones son viejas y el aparcamiento es carísimo,con lo que pagas por el parking se podría mejorar el hospital","The facilities are old and parking is very expensive, with what you pay for parking you could improve the hospital"
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNsaXJUVExREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIClirTTLQ%7CCgwIs93TqgYQ4LKHtwE%7C?hl=en-US,5.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNsaXJUVExREAE,Posiitivá,,Vicky,https://www.google.com/maps/contrib/114822508690047819565?hl=en-US,114822508690047819565,https://lh3.googleusercontent.com/a/ACg8ocKjEyIgHa6vz_g0_IWConQ-NqNp089EeFxMqdidmN0c=s40-c-rp-mo-br100,,9,,Posiitivá,Positive
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsN011ZXhBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICl7MuexAE%7CCgsIlL7OqgYQwMzrPA%7C?hl=en-US,1.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsN011ZXhBRRAB,"Pésimo servicio! La atención es nefasta, dure 3 horas esperando a q me atendieran con un fuerte dolor en el brazo para q ni siquiera me hicieran un chequeo a ver qué es lo q realmente me genera el dolor, tanto esperar para q me manden a tomar paracetamol cuyo tratamiento ya lo he tomado y no quita el dolor, una basura de atención dan pena",2.0,Sandra perez,https://www.google.com/maps/contrib/103720562461663909449?hl=en-US,103720562461663909449,https://lh3.googleusercontent.com/a-/ALV-UjXO7v8cgm41JBlh9MX96PTas5ScVg0sG5N2Vt15rFfk3fli=s40-c-rp-mo-br100,,11,2.0,"Pésimo servicio! La atención es nefasta, dure 3 horas esperando a q me atendieran con un fuerte dolor en el brazo para q ni siquiera me hicieran un chequeo a ver qué es lo q realmente me genera el dolor, tanto esperar para q me manden a tomar paracetamol cuyo tratamiento ya lo he tomado y no quita el dolor, una basura de atención dan pena","Terrible service! The care is disastrous, I spent 3 hours waiting for them to treat me with severe pain in my arm so they didn't even give me a check-up to see what was really causing my pain, waiting so long for them to send me to take paracetamol whose treatment I've already taken it and it doesn't take away the pain, rubbish care is sad"
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsbU43bThRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIClmN7m8QE%7CCgwI6dDJqgYQsJ6_zAM%7C?hl=en-US,5.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsbU43bThRRRAB,Es mi hospital de referencia.  Siempre nos han atendido muy bien. No puedo decir nada malo.,,Sonia Malaga,https://www.google.com/maps/contrib/113173073797498685157?hl=en-US,113173073797498685157,https://lh3.googleusercontent.com/a/ACg8ocKsVucra9Cq5u_ITZ7NIR-eGouFb40K72IHp0J1CHGe=s40-c-rp-mo-ba2-br100,True,15,15.0,Es mi hospital de referencia.  Siempre nos han atendido muy bien. No puedo decir nada malo.,It is my reference hospital. They have always taken care of us very well. I can not say anything bad.
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGNzhPM1RREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDF78O3TQ%7CCgwIpZbAqgYQ6OS2rgM%7C?hl=en-US,5.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURGNzhPM1RREAE,"Yo siendo un chico de Toledo, pero enamorado de Madrid decidí traer a mi pareja un día antes del embarazo a este hospital para que nuestra hija naciera en Madrid.
La verdad que no nos pusieron ninguna pega, además fueron muy humanos.
Solo tengo cosas buenas que decir referente a la maternidad de este hospital y os estaré siempre agradecido.",4.0,cristian de la cruz,https://www.google.com/maps/contrib/116658151736680548112?hl=en-US,116658151736680548112,https://lh3.googleusercontent.com/a-/ALV-UjVsuMQstX3laOagwNiK4x0iq64UJFOpy5-OwQBHuJLgmkg=s40-c-rp-mo-ba2-br100,True,24,2.0,"Yo siendo un chico de Toledo, pero enamorado de Madrid decidí traer a mi pareja un día antes del embarazo a este hospital para que nuestra hija naciera en Madrid.
La verdad que no nos pusieron ninguna pega, además fueron muy humanos.
Solo tengo cosas buenas que decir referente a la maternidad de este hospital y os estaré siempre agradecido.","Being a boy from Toledo, but in love with Madrid, I decided to bring my partner one day before the pregnancy to this hospital so that our daughter would be born in Madrid.
The truth is that they didn't give us any problems, and they were also very humane.
I only have good things to say about the maternity hospital at this hospital and I will always be grateful."
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURGdC1xai1nRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDFt-qj-gE%7CCgwIgai9qgYQ2O_28wI%7C?hl=en-US,4.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURGdC1xai1nRRAB,Muy buenos profesionales de cada especialidad,,Rafael Fernandez,https://www.google.com/maps/contrib/105808238685795665952?hl=en-US,105808238685795665952,https://lh3.googleusercontent.com/a/ACg8ocJtbGFdjLoQlgJ0km5RiIDjTGgvcB-78pJmRFOtourK=s40-c-rp-mo-ba3-br100,True,16,1.0,Muy buenos profesionales de cada especialidad,Very good professionals in each specialty
