,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,snippet,likes,extracted_snippet.original,extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKNHBuc2lRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ4pnsiQE%7CCgwIqZ3YpAYQ0IqF6AI%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKNHBuc2lRRRAB,Begoña Garcia,https://www.google.com/maps/contrib/104431622866333584787?hl=en-US,104431622866333584787,https://lh3.googleusercontent.com/a-/ALV-UjUDSdF3pt3BpEZ10um-dBxYI39RcfmQir9kf9yTgtiMNZTU=s40-c-rp-mo-ba3-br100,True,30,12.0,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKM05ua2d3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ3NnkgwE%7CCgsIx5rTpAYQ-IilGA%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKM05ua2d3RRAB,A. R.,https://www.google.com/maps/contrib/107227722734794710549?hl=en-US,107227722734794710549,https://lh3.googleusercontent.com/a/ACg8ocKCj-iq_1Yx6YmE9Qs0qYR9Ktso8F2GTR9JaW3Xyt8e=s40-c-rp-mo-ba3-br100,True,33,8.0,"Un hospital en el que médicos y enfermeros siempre han sido de primera, amables y profesionales. Los últimos años el trato hacia el paciente es nefasto. Los pacientes no tenemos la culpa ni de la pandemia ni de la política. Los últimos ingresos se han convertido en experiencias de riesgo, se olvidan conectarte, se lo dices y te contestan airados. Te tratan realmente mal incluso afectando a su profesionalidad, he visto a pacientes sin cambiar por una rabieta de una auxiliar, se les olvidan cosas, etc. Ante cualquier observación por correcto que sea el tono la respuesta siempre levantar la voz y jamás corregir o disculparse. Terrible e inhumano como tratan a la gente que está ingresada en planta o urgencias. No hay derecho y es un abuso si tenemos en cuenta que estando enfermo uno no puede defenderse. Siempre he ido a la sanidad pública incluso teniendo seguro, lamentablemente no vuelvo a este hospital. Lo siento por la gente que no puede elegir. Insisto, es un trato inhumano y de castigo al paciente el que he visto en los últimos años.",12.0,"Un hospital en el que médicos y enfermeros siempre han sido de primera, amables y profesionales. Los últimos años el trato hacia el paciente es nefasto. Los pacientes no tenemos la culpa ni de la pandemia ni de la política. Los últimos ingresos se han convertido en experiencias de riesgo, se olvidan conectarte, se lo dices y te contestan airados. Te tratan realmente mal incluso afectando a su profesionalidad, he visto a pacientes sin cambiar por una rabieta de una auxiliar, se les olvidan cosas, etc. Ante cualquier observación por correcto que sea el tono la respuesta siempre levantar la voz y jamás corregir o disculparse. Terrible e inhumano como tratan a la gente que está ingresada en planta o urgencias. No hay derecho y es un abuso si tenemos en cuenta que estando enfermo uno no puede defenderse. Siempre he ido a la sanidad pública incluso teniendo seguro, lamentablemente no vuelvo a este hospital. Lo siento por la gente que no puede elegir. Insisto, es un trato inhumano y de castigo al paciente el que he visto en los últimos años.","A hospital where the doctors and nurses have always been first class, friendly and professional. In recent years, the treatment of patients has been disastrous. Patients are not to blame for the pandemic or politics. The last few admissions have become risky experiences, they forget to connect, you tell them and they answer you angrily. They treat you really badly, even affecting their professionalism. I have seen patients not changing because of a tantrum from an assistant, they forget things, etc. When faced with any observation, no matter how correct the tone, the response is always to raise your voice and never correct or apologize. Terrible and inhumane how they treat people who are admitted to the ward or emergency room. There is no right and it is an abuse if we take into account that being sick one cannot defend oneself. I have always gone to public healthcare even if I have insurance, unfortunately I will not return to this hospital. I feel sorry for people who can't choose. I insist, it is inhumane and punishing treatment of the patient that I have seen in recent years."
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKOU15eE5nEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ9MyxNg%7CCgsI3-3NpAYQ-LWObg%7C?hl=en-US,3.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKOU15eE5nEAE,Begoña ODogherty,https://www.google.com/maps/contrib/108909930418345072750?hl=en-US,108909930418345072750,https://lh3.googleusercontent.com/a/ACg8ocIcsrKJHb1LU_NObw37jWSzYH-u5t0m3Nq-OHQyj6V4=s40-c-rp-mo-br100,,2,,"Las instalaciones son arcaicas, y me atrevería a decir insalubres en algunos casos...
La atención médica, que al final es lo importante, es bastante buena según la especialidad.
Mi baja calificación, además de por instalaciones, es por el trato que se da a los pacientes en los ingresos, al menos en cuanto al materno- infantil se refiere. Enfermeras muy antipáticas y con pocas ganas de trabajar. Algunas son más simpáticas, pero su forma de trabajar se basa en que te hagas tú las cosas (te laves recién parida, te quites el tapón de la sonda, te recorras el pasillo para sacar leche...) una vergüenza! A mi me pilló primeriza, y no he vuelto a ver un trato así en los otros hospitales donde he dado a luz.
Es más, una de las matronas que atendió mi último parto, me contaba que su anterior lugar de trabajo fue el 12, y que estaba deseando irse por eso.
Una pena, debería haber alguien que asesore y motive un poco a este personal.",1.0,"Las instalaciones son arcaicas, y me atrevería a decir insalubres en algunos casos...
La atención médica, que al final es lo importante, es bastante buena según la especialidad.
Mi baja calificación, además de por instalaciones, es por el trato que se da a los pacientes en los ingresos, al menos en cuanto al materno- infantil se refiere. Enfermeras muy antipáticas y con pocas ganas de trabajar. Algunas son más simpáticas, pero su forma de trabajar se basa en que te hagas tú las cosas (te laves recién parida, te quites el tapón de la sonda, te recorras el pasillo para sacar leche...) una vergüenza! A mi me pilló primeriza, y no he vuelto a ver un trato así en los otros hospitales donde he dado a luz.
Es más, una de las matronas que atendió mi último parto, me contaba que su anterior lugar de trabajo fue el 12, y que estaba deseando irse por eso.
Una pena, debería haber alguien que asesore y motive un poco a este personal.","The facilities are archaic, and I would dare say unhealthy in some cases...
Medical care, which in the end is what is important, is quite good depending on the specialty.
My low rating, in addition to facilities, is due to the treatment given to patients on admission, at least as far as maternal and child care is concerned. Very unfriendly nurses with little desire to work. Some are nicer, but their way of working is based on you doing things yourself (washing yourself after giving birth, removing the tube cap, walking down the hallway to express milk...) a shame! It caught me for the first time, and I have never seen treatment like that in the other hospitals where I have given birth.
What's more, one of the midwives who attended my last birth told me that her previous workplace was number 12, and that she was looking forward to leaving because of that.
A shame, there should be someone to advise and motivate this staff a little."
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKaExDb2RREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJhLCodQ%7CCgwIt-_LpAYQ8JaA0wE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKaExDb2RREAE,Sandra N,https://www.google.com/maps/contrib/108153367828810481651?hl=en-US,108153367828810481651,https://lh3.googleusercontent.com/a-/ALV-UjXloV6vSkrz0KM4AVduWmHIxFyd9Eo5WATPaI5PGxJkTg=s40-c-rp-mo-ba4-br100,True,56,37.0,"Las condiciones del hospital son completamente indignas para cualquier persona. Las instalaciones son absolutamente decadentes (parece que no se considera realizar ni la más mínima reparación a la espera de la apertura del nuevo hospital, para la cual aún falta medio año). Las habitaciones son tan pequeñas que resulta imposible que dos pacientes con sus respectivas limitaciones, dolores, goteros, etc. puedan moverse ni siquiera hasta el baño. Los acompañantes nos vemos obligados a mover los muebles una y otra vez para abrirles el paso. La comida es terrible, y para colmo, escasísima. Muy triste que no se tenga en cuenta que la alimentación juega un papel importantísimo en la recuperación de los enfermos. Falta material: vendas, medicamentos, toallas... y en ocasiones son los propios pacientes los que tienen que traerlo de casa. La posibilidad de comunicación con el equipo médico es escasísima o nula; hemos pasado muchos días de incertidumbre e intranquilidad ante la falta de información recibida.
Querría, no obstante, destacar y agradecer la labor de todos los profesionales que allí trabajan, ya que en las condiciones en las que está el hospital, debe ser muy complicado desempeñar su trabajo.",4.0,"Las condiciones del hospital son completamente indignas para cualquier persona. Las instalaciones son absolutamente decadentes (parece que no se considera realizar ni la más mínima reparación a la espera de la apertura del nuevo hospital, para la cual aún falta medio año). Las habitaciones son tan pequeñas que resulta imposible que dos pacientes con sus respectivas limitaciones, dolores, goteros, etc. puedan moverse ni siquiera hasta el baño. Los acompañantes nos vemos obligados a mover los muebles una y otra vez para abrirles el paso. La comida es terrible, y para colmo, escasísima. Muy triste que no se tenga en cuenta que la alimentación juega un papel importantísimo en la recuperación de los enfermos. Falta material: vendas, medicamentos, toallas... y en ocasiones son los propios pacientes los que tienen que traerlo de casa. La posibilidad de comunicación con el equipo médico es escasísima o nula; hemos pasado muchos días de incertidumbre e intranquilidad ante la falta de información recibida.
Querría, no obstante, destacar y agradecer la labor de todos los profesionales que allí trabajan, ya que en las condiciones en las que está el hospital, debe ser muy complicado desempeñar su trabajo.","The hospital conditions are completely unworthy for anyone. The facilities are absolutely decadent (it seems that not even the slightest repair is being considered while waiting for the opening of the new hospital, which is still half a year away). The rooms are so small that it is impossible for two patients with their respective limitations, pain, drips, etc. They can't even move to the bathroom. We companions are forced to move the furniture over and over again to make way for them. The food is terrible, and to make matters worse, very scarce. Very sad that it is not taken into account that food plays a very important role in the recovery of patients. There is a lack of material: bandages, medications, towels... and sometimes it is the patients themselves who have to bring it from home. The possibility of communication with the medical team is very limited or non-existent; We have spent many days of uncertainty and unrest due to the lack of information received.
I would like, however, to highlight and thank the work of all the professionals who work there, since in the conditions in which the hospital is, it must be very complicated to carry out their work."
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKLUpfNGt3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ-J_4kwE%7CCgsI3enHpAYQyOnPfg%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKLUpfNGt3RRAB,Alberto Franco Urkia,https://www.google.com/maps/contrib/113002364479245608322?hl=en-US,113002364479245608322,https://lh3.googleusercontent.com/a-/ALV-UjU9vfUrvvaNhouSFxo05oOPNUB9Yt5hVRVTZgetiFPzCw=s40-c-rp-mo-br100,,27,8.0,"Un edificio que se cae a cachos (es verdad que están construyendo uno al lado) pero se echa muy de menos un mínimo de mantenimiento en las instalaciones. Falta de pestillos en cuartos de baño, paredes que se caen, ascensores que tiemblan y parece que se van a quedar parados. Habitaciones minúsculas y con cuartos de baño de horror. Lo de la comida a los pacientes es absolutamente terrorífico. Puedo asegurar que, tras una semana estando con un familiar ingresado, los desayunos, comidas, meriendas y cenas se iban de vuelta al carro sin tocarse. Pan duro, dieta que no era la adecuada al paciente. Repito. El 75% o más, devuelta. No me la comería ni yo. Hay que reflexionar con todo esto ya que tanta comida a la basura me parece una barbaridad.",7.0,"Un edificio que se cae a cachos (es verdad que están construyendo uno al lado) pero se echa muy de menos un mínimo de mantenimiento en las instalaciones. Falta de pestillos en cuartos de baño, paredes que se caen, ascensores que tiemblan y parece que se van a quedar parados. Habitaciones minúsculas y con cuartos de baño de horror. Lo de la comida a los pacientes es absolutamente terrorífico. Puedo asegurar que, tras una semana estando con un familiar ingresado, los desayunos, comidas, meriendas y cenas se iban de vuelta al carro sin tocarse. Pan duro, dieta que no era la adecuada al paciente. Repito. El 75% o más, devuelta. No me la comería ni yo. Hay que reflexionar con todo esto ya que tanta comida a la basura me parece una barbaridad.","A building that is falling apart (it is true that they are building one next door) but a minimum of maintenance is greatly missed in the facilities. Lack of latches in bathrooms, walls that fall, elevators that shake and seem like they are going to stop. Tiny rooms with horrible bathrooms. The food to the patients thing is absolutely terrifying. I can assure you that, after a week spent with a hospitalized relative, breakfasts, lunches, snacks and dinners went back to the car without touching each other. Hard bread, diet that was not appropriate for the patient. I repeat. 75% or more, returned. I wouldn't even eat it. We have to reflect on all this since so much food thrown away seems outrageous to me."
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4My1QMWZBEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDx3-P1fA%7CCgwIvaa5pAYQ-Je3tAI%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4My1QMWZBEAE,Pedro Rodriguez,https://www.google.com/maps/contrib/107900483538368884906?hl=en-US,107900483538368884906,https://lh3.googleusercontent.com/a-/ALV-UjVsk_f-lQHY_gC83Z_5a86jo2VsAB8pj8yRPXIbgzl2vAw=s40-c-rp-mo-ba4-br100,True,47,5.0,Profesionales al 100/100,,Profesionales al 100/100,100/100 professionals
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4M19MVllnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDx3_LVYg%7CCgwIz924pAYQgLHb7wI%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4M19MVllnEAE,Israel Armero,https://www.google.com/maps/contrib/107088627053977722514?hl=en-US,107088627053977722514,https://lh3.googleusercontent.com/a-/ALV-UjU8ez1awOvdBFgX-HRSQGeOLxEX_cRLKENP2L_1VMRK9Qc=s40-c-rp-mo-ba5-br100,True,84,31.0,Uno de los mejores hospitales de España en todos los sentidos. Un personal MUY profesional y una implicación de los profesionales difícilmente igualable.,,Uno de los mejores hospitales de España en todos los sentidos. Un personal MUY profesional y una implicación de los profesionales difícilmente igualable.,One of the best hospitals in Spain in every sense. A VERY professional staff and an involvement of professionals that is difficult to match.
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4dTd5WVpREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDxu7yYZQ%7CCgwIhaOtpAYQsJfK1wM%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4dTd5WVpREAE,Ruslan Tihhomirov,https://www.google.com/maps/contrib/104768638196488468761?hl=en-US,104768638196488468761,https://lh3.googleusercontent.com/a-/ALV-UjWwW47CjKYkwIhw0M2bU23IcIBh8xq5E2j7wIMe6LDp2jU=s40-c-rp-mo-ba3-br100,True,45,136.0,,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4MjZiS2NnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDx26bKcg%7CCgwIyvCspAYQsMue2AE%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4MjZiS2NnEAE,Jhosef smith,https://www.google.com/maps/contrib/102451278390185159650?hl=en-US,102451278390185159650,https://lh3.googleusercontent.com/a/ACg8ocJzKhfOy9M83NtcvJXxd4y64vl7rlwDkLjzpUfBYTbY=s40-c-rp-mo-ba5-br100,True,183,,Es un buen hospital. Esperando que acaben las obras es un caos para emtrarvyvsalir.,,Es un buen hospital. Esperando que acaben las obras es un caos para emtrarvyvsalir.,It's a good hospital. Waiting for the works to finish is chaos to start and leave.
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4eThqV3BBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDxy8jWpAE%7CCgwIp76ppAYQwJCsqAI%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4eThqV3BBRRAB,Patri Trp,https://www.google.com/maps/contrib/110060211578063545583?hl=en-US,110060211578063545583,https://lh3.googleusercontent.com/a-/ALV-UjViCQ7PTx46-1EMXsRjsLCA-8B3_1KJjDxki8KLMWvC6Go=s40-c-rp-mo-ba3-br100,True,83,,"Recomiendo ir comido, cenado y desayunado, ya que fácilmente se echa el día esperando en Urgencias",1.0,"Recomiendo ir comido, cenado y desayunado, ya que fácilmente se echa el día esperando en Urgencias","I recommend having lunch, dinner and breakfast, since you can easily spend the day waiting in the emergency room."
