,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,snippet,likes,extracted_snippet.original,extracted_snippet.translated,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4azYzeUZ3EAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxk63yFw%7CCgwIksa8owYQqLyarQE%7C?hl=en-US,3.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4azYzeUZ3EAE,Marta Aa,https://www.google.com/maps/contrib/102787071029374842971?hl=en-US,102787071029374842971,https://lh3.googleusercontent.com/a/ACg8ocIgq-92A5Yfs6umzvAGI3OUzqJtYLZYwlRCMiTEDAtw3g=s40-c-rp-mo-ba2-br100,True,12,4.0,,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4LVltTnRBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICx-YmNtAE%7CCgsIsYqpowYQ4Ofldg%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4LVltTnRBRRAB,francisca garci,https://www.google.com/maps/contrib/102310777090139910484?hl=en-US,102310777090139910484,https://lh3.googleusercontent.com/a/ACg8ocLDHh9l0bDsLnBZsgKojdrXDOMUe_OB6t2kDMHA_7S0=s40-c-rp-mo-br100,,7,,"Peor hospital del mundo, tratan a los pacientes como objetos excepto un enfermero no me podía creer la atención con mi familiar, no tienen humanidad… no puedo creer que exista gente con este trato, todo paso en la planza de vascular, eapero que inspecionen el trato a los pacientes de forma urgente.",3.0,"Peor hospital del mundo, tratan a los pacientes como objetos excepto un enfermero no me podía creer la atención con mi familiar, no tienen humanidad… no puedo creer que exista gente con este trato, todo paso en la planza de vascular, eapero que inspecionen el trato a los pacientes de forma urgente.","Worst hospital in the world, they treat patients like objects except for one nurse. I couldn't believe the attention given to my family member. They have no humanity... I can't believe there are people with this treatment. Everything happened in the vascular plan, but I hope they inspect the hospital. I treat patients urgently.",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4dWVpYVhREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxueiaXQ%7CCgwI3PWnowYQqIS4wgI%7C?hl=en-US,5.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4dWVpYVhREAE,BLINK MINI,https://www.google.com/maps/contrib/107481838336678704181?hl=en-US,107481838336678704181,https://lh3.googleusercontent.com/a/ACg8ocLzH8ZgCXNNh_Pun9JOOvYrjYsG2PVyXIiNJact4BxC=s40-c-rp-mo-br100,,1,7.0,Nuestra alma mater,1.0,Nuestra alma mater,Our alma mater,"['https://lh5.googleusercontent.com/p/AF1QipNm8AgDCRf_1nuJsYlaLXLM-xOQvMGXuAUHMfRo=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNuTsjG7b3JvFK35qx5zVIFh4bVriddLOqHHwnX=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPJWul3wVb4IwgM7wZOSOOGWtyib557kNYwNMNn=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNE73dJM6ecWo_hDjGHV3yQmgeZFjBUc3uw-E2v=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNiycZa0tv8Qqxb8kqMJsGIIfKkZzcGEUk709ZP=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOe0wBUqOHWRfNy_w5JTBJE4L8kNdIim0TFRQs6=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-X85L249paLcuCNGYVMF4WkyEzvIUJTqeU-df=w100-h100-p-n-k-no']"
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4cVplUFV3EAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxqZePUw%7CCgwI3sGkowYQgMHYkAE%7C?hl=en-US,5.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4cVplUFV3EAE,Quinito,https://www.google.com/maps/contrib/103431692188494725777?hl=en-US,103431692188494725777,https://lh3.googleusercontent.com/a-/ALV-UjVGyoghr2UurvlBUPgQ6_ztlc1ZgcmEBuii0ZXrzZuGK2I=s40-c-rp-mo-ba4-br100,True,16,4.0,,,,,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4eWJLdjVnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxybKv5gE%7CCgsItp6jowYQsODWRg%7C?hl=en-US,5.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4eWJLdjVnRRAB,Nicos Karalis,https://www.google.com/maps/contrib/116425369754603036815?hl=en-US,116425369754603036815,https://lh3.googleusercontent.com/a-/ALV-UjW5uSPnHrNh_BLwPqe2p6oMgulr2sFhaeTorFxIg-Ele_w=s40-c-rp-mo-ba3-br100,True,8,36.0,,,,,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4MnQ2WWNnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICx2t6Ycg%7CCgwI-oSKowYQ8O_eiAM%7C?hl=en-US,4.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4MnQ2WWNnEAE,Jose Sanchez Alcazar,https://www.google.com/maps/contrib/102818799003934730688?hl=en-US,102818799003934730688,https://lh3.googleusercontent.com/a-/ALV-UjWao5ebOjLefNP4889MulzUZc1SOv3hx8XMQ4Vdt2FYPw=s40-c-rp-mo-ba3-br100,True,19,3.0,,,,,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4b3VIU3ZnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxouHSvgE%7CCgwI2rT_ogYQ-Jv9tQM%7C?hl=en-US,3.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4b3VIU3ZnRRAB,Huracan Huracán,https://www.google.com/maps/contrib/105478721472562449715?hl=en-US,105478721472562449715,https://lh3.googleusercontent.com/a-/ALV-UjU1RbLbnbYPHe2oHFRn-OLP5GTfogs1ZDet23PHOM-p8w=s40-c-rp-mo-ba4-br100,True,93,2.0,"Nada importante que reseñar, aparcamiento insuficiente.",1.0,"Nada importante que reseñar, aparcamiento insuficiente.","Nothing important to note, insufficient parking.",
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4bE9fX2hRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxlO__hQE%7CCgwI_JLzogYQiODjowM%7C?hl=en-US,5.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4bE9fX2hRRRAB,Maria Jesus Vara,https://www.google.com/maps/contrib/106994318453827758611?hl=en-US,106994318453827758611,https://lh3.googleusercontent.com/a-/ALV-UjVnMqc4LWdWrwKIYe0nutNxQ-Xwo8EfGAmOsNa-qzBXqVY=s40-c-rp-mo-ba4-br100,True,37,27.0,,,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4aE9LYUJBEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxhOKaBA%7CCgwI8tXuogYQiP_j6AI%7C?hl=en-US,5.0,9 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUN4aE9LYUJBEAE,Juan,https://www.google.com/maps/contrib/104441878977262439172?hl=en-US,104441878977262439172,https://lh3.googleusercontent.com/a/ACg8ocIH9bpzowphjff7nuV3d5Q7e2cTgCum-LiurJqBBlb-ZrI=s40-c-rp-mo-ba5-br100,True,128,40.0,ESTUPENDA UNIDAD DEL DOLOR.,,ESTUPENDA UNIDAD DEL DOLOR.,GREAT PAIN UNIT.,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4Z01lTXFnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICxgMeMqgE%7CCgwIlf7gogYQ6LyQ0wE%7C?hl=en-US,1.0,9 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUN4Z01lTXFnRRAB,Carmen Garcia,https://www.google.com/maps/contrib/114010161434610661189?hl=en-US,114010161434610661189,https://lh3.googleusercontent.com/a-/ALV-UjUG-BKuQPMWSI-hJDVCRHx0hCUJa0iiTpCmJ2jpfap8sQk=s40-c-rp-mo-br100,,5,4.0,El abuelo de mi novio está en este hospital en UCI y le tienen atado a pesar de que sus familiares le vigilan y no es agresivo ni nada solo por ahorrarse problemas. Además de que se niegan a prestar una cuña para que el paciente pueda orinar y le ponen doble pañal a costa de hacer menos esfuerzos. Que se mee encima dicen.,3.0,El abuelo de mi novio está en este hospital en UCI y le tienen atado a pesar de que sus familiares le vigilan y no es agresivo ni nada solo por ahorrarse problemas. Además de que se niegan a prestar una cuña para que el paciente pueda orinar y le ponen doble pañal a costa de hacer menos esfuerzos. Que se mee encima dicen.,"My boyfriend's grandfather is in this hospital in the ICU and they have him tied up even though his family is watching him and he is not aggressive or anything just to save himself problems. In addition, they refuse to provide a bedpan so that the patient can urinate and they put a double diaper on him at the cost of making less effort. Let him piss on himself they say.",
