,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,likes,user.local_guide,user.photos,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaNWZHdXd3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZ5fGuwwE%7CCgwI_5D6qAYQ4IzzswE%7C?hl=en-US,1.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURaNWZHdXd3RRAB,Ni una estrella se merece el peor hospital de madrid en todo el sentido de la palabra,Fernando Londoño gonzalez,https://www.google.com/maps/contrib/111748017739815487697?hl=en-US,111748017739815487697,https://lh3.googleusercontent.com/a/ACg8ocIH9OUt9Ry7rBxUiIkFkwBYr7HdH37BF64VnO1zkpDj=s40-c-rp-mo-br100,1,Ni una estrella se merece el peor hospital de madrid en todo el sentido de la palabra,Not even one star deserves the worst hospital in Madrid in every sense of the word,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaaGVQVzNRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZhePW3QE%7CCgsIopn3qAYQiLOMTg%7C?hl=en-US,5.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURaaGVQVzNRRRAB,"No tengo palabras de agradecimiento suficientes para las personas que han salvado mi vida. Soy paciente oncológico y los profesionales de este hospital tienen un mérito excepcional, si bien, he de destacar 3 personas que además brillan por su calidez y empatía: el doctor Manuel Alva Bianchi, la doctora Chelo Sanz, la enfermera Sara Castro y Jacinta y la psico oncóloga Almudena Narváez. Gracias , gracias y gracias",Elena de la Casa,https://www.google.com/maps/contrib/106398520531905838486?hl=en-US,106398520531905838486,https://lh3.googleusercontent.com/a-/ALV-UjUgAR_GjTTZchcUjTv3vOOjTlNPxITlkleSjtANieIhlAk=s40-c-rp-mo-ba3-br100,64,"No tengo palabras de agradecimiento suficientes para las personas que han salvado mi vida. Soy paciente oncológico y los profesionales de este hospital tienen un mérito excepcional, si bien, he de destacar 3 personas que además brillan por su calidez y empatía: el doctor Manuel Alva Bianchi, la doctora Chelo Sanz, la enfermera Sara Castro y Jacinta y la psico oncóloga Almudena Narváez. Gracias , gracias y gracias","I don't have enough words of gratitude for the people who have saved my life. I am an oncology patient and the professionals at this hospital have exceptional merit, although I must highlight 3 people who also shine for their warmth and empathy: Dr. Manuel Alva Bianchi, Dr. Chelo Sanz, the nurse Sara Castro and Jacinta and the psycho oncologist Almudena Narváez. Thank you, thank you and thank you",2.0,True,25.0,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSURaaFowdBAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZhZ0t%7CCgwIs5P3qAYQsPXX5wI%7C?hl=en-US,5.0,5 months ago,Google,ChRDSUhNMG9nS0VJQ0FnSURaaFowdBAB,@tunofotos,Ion Madan,https://www.google.com/maps/contrib/101150373046618045899?hl=en-US,101150373046618045899,https://lh3.googleusercontent.com/a/ACg8ocJiM-M-a9CCaOQwlNYu3VOlRnu6I09vpMH1gt5hQg71=s40-c-rp-mo-br100,1,,,,,1.0,['https://lh5.googleusercontent.com/p/AF1QipOtqXcs8acr7_piGho080I5_ndq60JN_8dQ8BHB=w100-h100-p-n-k-no']
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURacVl1U2x3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZqYuSlwE%7CCgwI0IfyqAYQoP210AE%7C?hl=en-US,5.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURacVl1U2x3RRAB,"Agradecimiento a los/@s Trabajadores Sociales y Atención al Paciente, especialmente a Candi por ayudarnos a que operen a una persona mayor (Bienvenida) ,no así a la persona q llama insistiendo en cumplir el protocolo y que se la acompañe .Nunca un mayor acude solo si está desorientado/a y se entiende ,que es la familia quién debe acompañar ya q es  su responsabilidad ...ser tolerante es una virtud gracias Candi",Carmen Martinez Sanchez,https://www.google.com/maps/contrib/114044838867825162534?hl=en-US,114044838867825162534,https://lh3.googleusercontent.com/a-/ALV-UjUaphDu_qwph51mTZoOU4-T4KWI1WgPxCUdfetpcs47Fxw=s40-c-rp-mo-ba4-br100,118,"Agradecimiento a los/@s Trabajadores Sociales y Atención al Paciente, especialmente a Candi por ayudarnos a que operen a una persona mayor (Bienvenida) ,no así a la persona q llama insistiendo en cumplir el protocolo y que se la acompañe .Nunca un mayor acude solo si está desorientado/a y se entiende ,que es la familia quién debe acompañar ya q es  su responsabilidad ...ser tolerante es una virtud gracias Candi","Thanks to the Social Workers and Patient Care, especially Candi for helping us operate on an elderly person (Welcome), but not to the person who calls insisting on complying with the protocol and being accompanied. Never an elderly person Come only if you are disoriented and it is understood that it is the family who must accompany you since it is their responsibility...being tolerant is a virtue, thank you Candi",,True,47.0,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaOFlXVGJ3EAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZ8YWTbw%7CCgwIwPHvqAYQ6K7w9wI%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURaOFlXVGJ3EAE,"Esto más que una queja, es  una llamada de atención a parte del personal de la UCI pediátrica en la que estuvo ingresada mi hija. No es lugar para que un grupo de sanitarios se pasen la noche hablando en alto, impidiendo el descanso de los pacientes y sus acompañantes.
Por otro lado decir que su profesionalidad y cariño es de 10.",Lourdes Barreñada Antón,https://www.google.com/maps/contrib/109478377073563315261?hl=en-US,109478377073563315261,https://lh3.googleusercontent.com/a-/ALV-UjXCuKMx3F5YTSQXs93F_iW_HWIWE57cKDX1db5WRzJjQQ=s40-c-rp-mo-br100,2,"Esto más que una queja, es  una llamada de atención a parte del personal de la UCI pediátrica en la que estuvo ingresada mi hija. No es lugar para que un grupo de sanitarios se pasen la noche hablando en alto, impidiendo el descanso de los pacientes y sus acompañantes.
Por otro lado decir que su profesionalidad y cariño es de 10.","This is more than a complaint, it is a call for attention to some of the staff at the pediatric ICU where my daughter was admitted. It is not a place for a group of healthcare workers to spend the night talking loudly, preventing patients and their companions from resting.
On the other hand, their professionalism and affection is a 10.",1.0,,1.0,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaa2ZmU3pRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZkffSzQE%7CCgwIq73tqAYQsK-pjAM%7C?hl=en-US,5.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURaa2ZmU3pRRRAB,,Dario Olivenza,https://www.google.com/maps/contrib/100920846660716938082?hl=en-US,100920846660716938082,https://lh3.googleusercontent.com/a-/ALV-UjWDMpxXD3KCe8KWLJMlId_IR0ykFK7VGW8FyPfjZSkHAQdu=s40-c-rp-mo-br100,8,,,,,2.0,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaOW9uX09REAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZ9on_OQ%7CCgwI-93hqAYQuM6lrQI%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURaOW9uX09REAE,Profesionales en neurología es lo mejor que puede pedir para que me viesen para mí lo mejor gracias por todo a los especialistas,Damián Fernández Jiménez,https://www.google.com/maps/contrib/115447944760005243706?hl=en-US,115447944760005243706,https://lh3.googleusercontent.com/a-/ALV-UjWRz4wokxpKOE2enp513KAzeZBExYnHB0HVQyMPwx3GIAER=s40-c-rp-mo-ba3-br100,39,Profesionales en neurología es lo mejor que puede pedir para que me viesen para mí lo mejor gracias por todo a los especialistas,"Professionals in neurology are the best you can ask for to see me in the best possible way, thanks for everything to the specialists.",,True,,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURabHQtMWJnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZlt-1bg%7CCgwI1PffqAYQ6PuoxAE%7C?hl=en-US,4.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURabHQtMWJnEAE,,Angel Rubio,https://www.google.com/maps/contrib/108656281756503908650?hl=en-US,108656281756503908650,https://lh3.googleusercontent.com/a/ACg8ocIEwi1yKE2cG5xGHXTlb7mPjtW_x7MrRERdEBSdKr6c=s40-c-rp-mo-ba4-br100,3,,,,True,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURabHJIeUFREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZlrHyAQ%7CCgwItsrfqAYQiOqtqQI%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURabHJIeUFREAE,Muy buen hospital,Mª Teresa González,https://www.google.com/maps/contrib/111627821334865293981?hl=en-US,111627821334865293981,https://lh3.googleusercontent.com/a-/ALV-UjXs7Lxp-MV7xXxEqdpp6mkO5h10EPuZekGrohjs75LzOEdH=s40-c-rp-mo-ba4-br100,145,Muy buen hospital,Very good hospital,,True,228.0,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaLXU3ZE1REAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDZ-u7dMQ%7CCgwIxZfbqAYQqOS0jwI%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURaLXU3ZE1REAE,"La señora que coge el teléfono cuando llamas al teléfono que aparece en Internet es un maleducada: te contesta de malas formas, no te escucha, solo te interrumpe diciendo que ""no sé qué me dices, yo no sé nada, que no"" y en cuanto le dices ""me puedes escuchar"", te corta porque no quiere escucharte. Cuando le digo ""espero que seas más simpática con el próximo que llame"" me cuelga el teléfono. Vuelves a llamar y ya no te lo coge. Lamentable que tengan a una persona en atención al cliente que no quiere escuchar ni atender al cliente.",Beatriz,https://www.google.com/maps/contrib/108992797887265066024?hl=en-US,108992797887265066024,https://lh3.googleusercontent.com/a/ACg8ocLvMtRontfrrg9VOuq94hGb002EfTkP2KpQS1t0pmzObQ=s40-c-rp-mo-br100,2,"La señora que coge el teléfono cuando llamas al teléfono que aparece en Internet es un maleducada: te contesta de malas formas, no te escucha, solo te interrumpe diciendo que ""no sé qué me dices, yo no sé nada, que no"" y en cuanto le dices ""me puedes escuchar"", te corta porque no quiere escucharte. Cuando le digo ""espero que seas más simpática con el próximo que llame"" me cuelga el teléfono. Vuelves a llamar y ya no te lo coge. Lamentable que tengan a una persona en atención al cliente que no quiere escuchar ni atender al cliente.","The lady who picks up the phone when you call the phone number that appears on the Internet is rude: she answers you in a bad way, she doesn't listen to you, she just interrupts you saying that ""I don't know what you're saying to me, I don't know anything, no"" and in When you tell him ""can you listen to me"", he cuts you off because he doesn't want to listen to you. When I tell him ""I hope you'll be nicer to the next person who calls"" he hangs up on me. You call again and he doesn't pick up. It's unfortunate that they have a person in customer service who doesn't want to listen to or serve the customer.",5.0,,,
