,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,likes,user.local_guide,user.photos
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSMl9tcjVBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICR2_mr5AE%7CCgwIuLnVoQYQuMrD3gE%7C?hl=en-US,5.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSMl9tcjVBRRAB,Muy buen hospital.,Jose Luis Gonzalez Vega,https://www.google.com/maps/contrib/112093926429658013505?hl=en-US,112093926429658013505,https://lh3.googleusercontent.com/a/ACg8ocKRZE0uMVEGCOmrAloYSuUNY5x-TOdTPPLB5Tk7oBvR=s40-c-rp-mo-br100,94.0,Muy buen hospital.,Very good hospital.,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSOWEyeVhREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICR9a2yXQ%7CCgwIiuTAoQYQ8P_qoQI%7C?hl=en-US,1.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSOWEyeVhREAE,"He ido a las 12:00 de la mañana a urgencias de maternidad  para ginecologia y desde que entre solo me han tomado la tensión y me dejaron esperando 3 horas y media.y una vez que entro se ponían hablar en darme la patada para ir a comer juntas , hicieron todo rápido. Falta de profesionalidad. Un pinchacito y para casa. Me hicieron una prueba de orina que al final nisiquiera han examinado .  C",Sara erhs,https://www.google.com/maps/contrib/116225095633247287794?hl=en-US,116225095633247287794,https://lh3.googleusercontent.com/a-/ALV-UjXdVUDlY9ZxD5AOrwa4I3sFOMM0R-dPTt9ZVOEDuuuQ8VRC=s40-c-rp-mo-br100,12.0,"He ido a las 12:00 de la mañana a urgencias de maternidad  para ginecologia y desde que entre solo me han tomado la tensión y me dejaron esperando 3 horas y media.y una vez que entro se ponían hablar en darme la patada para ir a comer juntas , hicieron todo rápido. Falta de profesionalidad. Un pinchacito y para casa. Me hicieron una prueba de orina que al final nisiquiera han examinado .  C","I went at 12:00 in the morning to the maternity emergency room for gynecology and since I came in they have only taken my blood pressure and left me waiting for 3 and a half hours. And once I went in they started talking about giving me the kick to go to eat together, they did everything quickly. Lack of professionalism. A little prick and for home. They did a urine test on me that in the end they didn't even examine. c",4.0,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNScGRiLUxBEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICRpdb-LA%7CCgwIyt67oQYQuNG_oQM%7C?hl=en-US,4.0,10 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNScGRiLUxBEAE,,Izabela Anna Pniewska,https://www.google.com/maps/contrib/116888441738869739987?hl=en-US,116888441738869739987,https://lh3.googleusercontent.com/a-/ALV-UjWPremq04V-ScSdE5qMv2CE6M4nH-EqG-cV81_pR6FNCmI=s40-c-rp-mo-br100,1.0,,,,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSMmVqazlRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICR2ejk9QE%7CCgwI_Me2oQYQuLH43QE%7C?hl=en-US,1.0,10 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSMmVqazlRRRAB,"Una vergüenza, desde las 14 de la tarde en urgencias y son las 18.30 y no atienden, aquí siempre pasa lo mismo, todos los médicos de vacaciones... Y urgencias lleno sin atender, y luego hay médicos en el paro, es alucinante. Que descontrol y que poca vergüenza.",L R,https://www.google.com/maps/contrib/100275570677789582138?hl=en-US,100275570677789582138,https://lh3.googleusercontent.com/a/ACg8ocLP_7lA0N55m0PgddraJWYcalrtdpC0YSrYFq3XHsSR=s40-c-rp-mo-ba3-br100,57.0,"Una vergüenza, desde las 14 de la tarde en urgencias y son las 18.30 y no atienden, aquí siempre pasa lo mismo, todos los médicos de vacaciones... Y urgencias lleno sin atender, y luego hay médicos en el paro, es alucinante. Que descontrol y que poca vergüenza.","A shame, since 2 pm in the emergency room and it's 6:30 p.m. and they don't answer, the same thing always happens here, all the doctors on vacation... And the emergency room is full without attending, and then there are doctors on unemployment, it's amazing. What lack of control and how little shame.",3.0,True,21.0
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNScHNyMFBREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICRpsr0PQ%7CCgwIzp6coQYQ2J7CtwM%7C?hl=en-US,2.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNScHNyMFBREAE,"Hospital bastante viejo, triste y aparcamiento de pago",mariah,https://www.google.com/maps/contrib/114387195415957231405?hl=en-US,114387195415957231405,https://lh3.googleusercontent.com/a-/ALV-UjVUMLAhiMdUbTvceSTndRCOgaYz8hV0sc4AcM2DSTi_GQ=s40-c-rp-mo-ba3-br100,72.0,"Hospital bastante viejo, triste y aparcamiento de pago","Pretty old, sad hospital and paid parking",,True,2.0
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSeXNMbGRnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICRysLldg%7CCgsI_uaSoQYQuPepOw%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSeXNMbGRnEAE,"Es la primera vez que e venido a este hospital .. literalmente jamás volveré por mas que esté mi vida en juego .. siempre e ido al hospital la princesa.. entre otros y jamás me han demorado tanto como este hospital 5 horas y hasta ahora no me atienden .. me acerco a preguntar si me van atender .. y el jefe de enfermeros es un mal educado .. despota .. me dice .. si usted a venido a las 7:25pm y es el primero pero si viene alguien con mayor prioridad será atendido ENTENDIDO .. muy en cambio su compañera amablemente ya será atendido si .. y el otro como si le pidiera un favor .. me viene mal .. me quede dormido esperando .. y sigo con dolores .. pero jamás volveré .. qué deprimente la atención .. en los demás hospitales son lo mejor.
Agradezco mucho la atención pero no regresaré y siendo las 23:53 aún no soy ni siquiera atendido.",Carlos Saul Valderrama Ventura,https://www.google.com/maps/contrib/104727918177067371215?hl=en-US,104727918177067371215,https://lh3.googleusercontent.com/a/ACg8ocLdJzZQDkLItQKqRdcXm0uUZYjvt-Br38PYvHVrSxqI=s40-c-rp-mo-br100,2.0,"Es la primera vez que e venido a este hospital .. literalmente jamás volveré por mas que esté mi vida en juego .. siempre e ido al hospital la princesa.. entre otros y jamás me han demorado tanto como este hospital 5 horas y hasta ahora no me atienden .. me acerco a preguntar si me van atender .. y el jefe de enfermeros es un mal educado .. despota .. me dice .. si usted a venido a las 7:25pm y es el primero pero si viene alguien con mayor prioridad será atendido ENTENDIDO .. muy en cambio su compañera amablemente ya será atendido si .. y el otro como si le pidiera un favor .. me viene mal .. me quede dormido esperando .. y sigo con dolores .. pero jamás volveré .. qué deprimente la atención .. en los demás hospitales son lo mejor.
Agradezco mucho la atención pero no regresaré y siendo las 23:53 aún no soy ni siquiera atendido.","It is the first time that I have come to this hospital.. I will literally never return no matter how much my life is at stake.. I have always gone to the princess hospital.. among others and they have never taken me as long as this hospital, 5 hours and until now They don't attend to me.. I come up to ask if they are going to attend to me.. and the head nurse is rude.. a despot.. he tells me.. yes, you have come at 7:25pm and you are the first but if someone comes with greater priority he will be attended to UNDERSTOOD .. on the other hand his partner will kindly be attended to if .. and the other as if asking him for a favor .. it is bad for me .. I fell asleep waiting .. and I am still in pain .. but never I will return.. how depressing the care.. in the other hospitals they are the best.
I really appreciate the attention but I will not return and at 11:53 p.m. I still haven't even been attended to.",3.0,,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSaXQzbl93RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICRit3n_wE%7CCgwI5qCSoQYQwPH3nQM%7C?hl=en-US,5.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSaXQzbl93RRAB,"Agradecer al equipo de neumólogos de la planta 11, a enfermeros y enfermeras, auxiliares algunas , estuve ingresada desde el 6 hasta el 21 de marzo, a la Dra Noemí Jiménez en urgencias, gracias por vuestra labor",Yolanda Romero Fernández,https://www.google.com/maps/contrib/111827024188850875348?hl=en-US,111827024188850875348,https://lh3.googleusercontent.com/a-/ALV-UjXO64CJfgFnya5-mIFG2lAPxoP_ab4D5KuK7Vzk5u8RPA6Y=s40-c-rp-mo-br100,41.0,"Agradecer al equipo de neumólogos de la planta 11, a enfermeros y enfermeras, auxiliares algunas , estuve ingresada desde el 6 hasta el 21 de marzo, a la Dra Noemí Jiménez en urgencias, gracias por vuestra labor","Thank the team of pulmonologists on the 11th floor, the male and female nurses, some assistants, I was admitted from March 6 to 21, Dr. Noemí Jiménez in the emergency room, thank you for your work",,,1.0
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSNHNLMElREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICR4sK0IQ%7CCgwIxOeMoQYQ-Lm-owE%7C?hl=en-US,5.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSNHNLMElREAE,,Rodrigo Baeza-Rojano Alvarez,https://www.google.com/maps/contrib/104432917516223467405?hl=en-US,104432917516223467405,https://lh3.googleusercontent.com/a-/ALV-UjUKvqfFrTMfE9WZ_7O70tpVrDEXfvzZ6hLq7FZHUPyneMk=s40-c-rp-mo-br100,,,,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSN016Rk5REAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICR7MzFNQ%7CCgwIiNKFoQYQ2ND5rQM%7C?hl=en-US,1.0,11 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNSN016Rk5REAE,"Vergonzoso. A mi madre la dijeron ayer en urgencias que a lo mejor la operaban del brazo y que no lo sabian seguro. Que la llamarian. Pero no la han llamado, la han mandado un mensaje del Anestesista. Dan un tfno., en el mensaje para que llamemos, pero directamente lo tienen descolgado. Por cierto a mi madre no la duele su brazo, lo tiene roto pero sin dolor, pero da igual lo importante, es que un nuevo residente aprenda a operar.
Somos personas no cosas, no nos despersonalicen. Somos pacientes, no muñecos que se ponen encima de una mesa de operaciones. Y apreciamos que nos escuchen, pero como ustedes no lo hacen, yo lo escribo aqui para que el resto de pacientes, vean como esta la situación en su hospital.
Y pongo una estrella porque me obliga google para publicar la reseña, que sino les pondría un CERO ¡¡¡",Lidia Yelmo Rodriguez,https://www.google.com/maps/contrib/115525596748205840545?hl=en-US,115525596748205840545,https://lh3.googleusercontent.com/a/ACg8ocKEdc5YKoDzJT8hoSb3boNGVXsvFZEywrirkhHQd6LH=s40-c-rp-mo-br100,2.0,"Vergonzoso. A mi madre la dijeron ayer en urgencias que a lo mejor la operaban del brazo y que no lo sabian seguro. Que la llamarian. Pero no la han llamado, la han mandado un mensaje del Anestesista. Dan un tfno., en el mensaje para que llamemos, pero directamente lo tienen descolgado. Por cierto a mi madre no la duele su brazo, lo tiene roto pero sin dolor, pero da igual lo importante, es que un nuevo residente aprenda a operar.
Somos personas no cosas, no nos despersonalicen. Somos pacientes, no muñecos que se ponen encima de una mesa de operaciones. Y apreciamos que nos escuchen, pero como ustedes no lo hacen, yo lo escribo aqui para que el resto de pacientes, vean como esta la situación en su hospital.
Y pongo una estrella porque me obliga google para publicar la reseña, que sino les pondría un CERO ¡¡¡","Shameful. They told my mother yesterday in the emergency room that they might have surgery on her arm and that they didn't know for sure. That they would call her. But they haven't called her, they have sent her a message from the Anesthetist. They give a phone number in the message for us to call, but they have it picked up directly. By the way, my mother's arm doesn't hurt, it's broken but not in pain, but what's important is that a new resident learns to operate.
We are people, not things, don't depersonalize us. We are patients, not dolls that are placed on an operating table. And we appreciate that you listen to us, but since you don't, I write it here so that the rest of the patients can see what the situation is like in their hospital.
And I put a star because Google forces me to publish the review, otherwise I would give them a ZERO!!!",5.0,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSMUxTR2xBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICR1LSGlAE%7CCgwIy53_oAYQ8KTBoAE%7C?hl=en-US,4.0,11 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNSMUxTR2xBRRAB,"Trato muy bueno de los profesionales,  cariñosos y cordiales, y madre mía que paciencia con nuestros mayores como las gritan y q carácter tienen,  admirable su actuación por lo q observaba, único detalle a destacar negativo los asientos de los acompañantes son muy duros e incómodos me iré a casa con un dolor de cuerpo inmenso, deberían eso mejorarlo más de un día ahí debe ser una pesadilla....por lo demás gracias por el trato a mi mamá",Soñita,https://www.google.com/maps/contrib/116106779977407965289?hl=en-US,116106779977407965289,https://lh3.googleusercontent.com/a-/ALV-UjWAULg65ulklwIjybfcZQKDpoI-jSdzo4MTaMhhcYO7Naw=s40-c-rp-mo-ba3-br100,67.0,"Trato muy bueno de los profesionales,  cariñosos y cordiales, y madre mía que paciencia con nuestros mayores como las gritan y q carácter tienen,  admirable su actuación por lo q observaba, único detalle a destacar negativo los asientos de los acompañantes son muy duros e incómodos me iré a casa con un dolor de cuerpo inmenso, deberían eso mejorarlo más de un día ahí debe ser una pesadilla....por lo demás gracias por el trato a mi mamá","Very good treatment from the professionals, affectionate and cordial, and my goodness, how patient they are with our elders, how they yell at them and what character they have, their performance is admirable from what I observed, the only negative detail worth highlighting is that the passenger seats are very hard and uncomfortable for me. I will go home with immense body pain, they should improve it for more than a day, it must be a nightmare....for the rest, thank you for your treatment of my mother.",1.0,True,10.0
