,link,rating,date,source,review_id,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,snippet,likes,extracted_snippet.original,extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURWbDRLckR3EAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVl4KrDw%7CCgsI_pH-qwYQwInTBg%7C?hl=en-US,4.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURWbDRLckR3EAE,Angel Luis Camuñas Camacho,https://www.google.com/maps/contrib/101795140714561895412?hl=en-US,101795140714561895412,https://lh3.googleusercontent.com/a/ACg8ocIW4Ls8G4PmjOn_OC4p5pUIxLAZcVbzAI3DOZb289Tt=s40-c-rp-mo-ba3-br100,True,7,10.0,,,,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWaTZhaF9nRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVi6ah_gE%7CCgsI_tPzqwYQyP_KHA%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWaTZhaF9nRRAB,Esmeralda Motos Escudero,https://www.google.com/maps/contrib/114950610168774306465?hl=en-US,114950610168774306465,https://lh3.googleusercontent.com/a-/ALV-UjXt0iv8AwKZQMXPB7r3XsQTYBmtY17n5b22p6qEu3XM2wE=s40-c-rp-mo-ba4-br100,True,46,9.0,esta muy viejo pero pronto terminaran el nuevo va a ser la caña ese hospital es el 2 hospital mejor de España en oncologia te tratan con mucho cariño cuando estan ingresados los pacientes las enfermeras son muy atentas gracias a Dios la operacion de mi marido fue un exito gracias a Dios primero y al Dr ViVas el mejor de Oncologia de el 12 de Octubre,1.0,esta muy viejo pero pronto terminaran el nuevo va a ser la caña ese hospital es el 2 hospital mejor de España en oncologia te tratan con mucho cariño cuando estan ingresados los pacientes las enfermeras son muy atentas gracias a Dios la operacion de mi marido fue un exito gracias a Dios primero y al Dr ViVas el mejor de Oncologia de el 12 de Octubre,"It is very old but they will soon finish the new one. It is going to be the best. That hospital is the 2nd best hospital in Spain in oncology. They treat you with great affection when the patients are admitted. The nurses are very attentive. Thank God, my husband's operation was a success. Thank God first and Dr ViVas, the best in Oncology on October 12"
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4Mm9DbUdnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDx2oCmGg%7CCgsImubwqwYQgJugHA%7C?hl=en-US,2.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUR4Mm9DbUdnEAE,E gg,https://www.google.com/maps/contrib/111811141773474102499?hl=en-US,111811141773474102499,https://lh3.googleusercontent.com/a-/ALV-UjXDn9Qhxc0SRXIIyqpcjJNRQCbBi4MAPahMrENEWSVwyiY=s40-c-rp-mo-br100,,11,1.0,"La verdad es que es una pena como funcionan las urgencias de este hospital,   11 horas en urgencias!!Ya fue vergonzoso en las salas no se podía ni respirar del calor que tenían y de la gente que había,una vergüenza también el precio que tienen los parking 2€ la hora un robo para ser un hospital que no vas allí por gusto...
Veremos cuando inauguren lo nuevo..",3.0,"La verdad es que es una pena como funcionan las urgencias de este hospital,   11 horas en urgencias!!Ya fue vergonzoso en las salas no se podía ni respirar del calor que tenían y de la gente que había,una vergüenza también el precio que tienen los parking 2€ la hora un robo para ser un hospital que no vas allí por gusto...
Veremos cuando inauguren lo nuevo..","The truth is that it is a shame how the emergency rooms of this hospital work, 11 hours in the emergency room!! It was already embarrassing in the wards, you couldn't even breathe because of the heat they had and the people there, the price they have is also a shame The parking is €2 an hour, a robbery for a hospital that you don't go there for pleasure...
We'll see when they inaugurate the new one..."
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWcmNlTzdRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVrceO7QE%7CCgwIz7nuqwYQyPvixgI%7C?hl=en-US,4.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWcmNlTzdRRRAB,Toñi Minguez,https://www.google.com/maps/contrib/110161446575756065745?hl=en-US,110161446575756065745,https://lh3.googleusercontent.com/a/ACg8ocJCyGOOIg9sDDsdnl4vBEtS4b_IiusNbmSuUMW8Jm_v=s40-c-rp-mo-br100,,6,61.0,,,,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURWbGViaFFREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVlebhQQ%7CCgwIvOLrqwYQiPDgwQI%7C?hl=en-US,4.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURWbGViaFFREAE,Ascension Gonzalez,https://www.google.com/maps/contrib/114186151890033264510?hl=en-US,114186151890033264510,https://lh3.googleusercontent.com/a/ACg8ocIpZgCSlLOcyR42S3reDtYNMBUpFs6GTYXrYz_aAQdS=s40-c-rp-mo-ba3-br100,True,55,26.0,,,,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWaGNqTmt3RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVhcjNkwE%7CCgsImZDqqwYQ0LPIYQ%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWaGNqTmt3RRAB,Marcela Altamirano,https://www.google.com/maps/contrib/101419892058919146322?hl=en-US,101419892058919146322,https://lh3.googleusercontent.com/a/ACg8ocJt_R2M6HPCTJShDwj5xYpctrC5N8kpF8ZT9u_-15ix=s40-c-rp-mo-br100,,1,,"Lo único que puedo decir de este hospital es que no sirven, te hacen esperar más de 4 horas aparte de que te tratan mal para poderte atender, y como máximo un doctor para atender a más de 20 personas
Para cada llamado algún paciente se tardan 30 min o mas . Me parece injusto",2.0,"Lo único que puedo decir de este hospital es que no sirven, te hacen esperar más de 4 horas aparte de que te tratan mal para poderte atender, y como máximo un doctor para atender a más de 20 personas
Para cada llamado algún paciente se tardan 30 min o mas . Me parece injusto","The only thing I can say about this hospital is that they are useless, they make you wait more than 4 hours and they treat you badly to be able to treat you, and at most one doctor can treat more than 20 people.
For each patient call it takes 30 minutes or more. It seems unfair to me"
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURWb3NyWlpnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVosrZZg%7CCgwIw-_dqwYQkN32zgI%7C?hl=en-US,5.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURWb3NyWlpnEAE,Carlos Garcia,https://www.google.com/maps/contrib/117837524654954233948?hl=en-US,117837524654954233948,https://lh3.googleusercontent.com/a/ACg8ocKJzwy8lgngdFNRf3RtL7GeOQh84iQKv-dA42rZ5n3L=s40-c-rp-mo-br100,,5,,,,,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURWd3ZmeU13EAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVwvfyMw%7CCgwIuOHdqwYQ8LLH0QI%7C?hl=en-US,1.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURWd3ZmeU13EAE,Cristina Prados Torres,https://www.google.com/maps/contrib/108789280334789889929?hl=en-US,108789280334789889929,https://lh3.googleusercontent.com/a/ACg8ocLJebfxRLOoUd4hK6mxgt9twi2P-Azr8oijf-_38Sc=s40-c-rp-mo-br100,,21,24.0,"Un hospital lamentable, el trato con el paciente es nefasto, empatía 0 no hay gente con vocación ni profesional ni con tacto.
Cometen negligencia medicas por todos lados.",2.0,"Un hospital lamentable, el trato con el paciente es nefasto, empatía 0 no hay gente con vocación ni profesional ni con tacto.
Cometen negligencia medicas por todos lados.","A regrettable hospital, the treatment with the patient is disastrous, there is no empathy or people with professional or tactful vocation.
They commit medical negligence everywhere."
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwamV2RnBnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICpjevFpgE%7CCgwIz8rcqwYQkNfO3wE%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNwamV2RnBnRRAB,Miriam E,https://www.google.com/maps/contrib/113093055225352362525?hl=en-US,113093055225352362525,https://lh3.googleusercontent.com/a-/ALV-UjW_jxfL6ttLiBUCbA1s-uNVjf-j5-cPSf7E7P-s3BFTvzhm=s40-c-rp-mo-ba4-br100,True,102,27.0,,2.0,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWekp2RjNBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIDVzJvF3AE%7CCgwIpujbqwYQqKTl5wI%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWekp2RjNBRRAB,Wilmer Arley Guevara Guevara,https://www.google.com/maps/contrib/113990893119508278446?hl=en-US,113990893119508278446,https://lh3.googleusercontent.com/a-/ALV-UjXHfbiwhYliEUhTpKGZKI6qAGQrC7_CUqMjTzrTpBmZ4nI=s40-c-rp-mo-br100,,7,3.0,"Fataalllll…. atención demorada, cero servicio oportunos, una consulta por urgencias demorar 4 horas, pesimo…. nadie gestiona, solo espere y espere",1.0,"Fataalllll…. atención demorada, cero servicio oportunos, una consulta por urgencias demorar 4 horas, pesimo…. nadie gestiona, solo espere y espere","Fataalllll…. Delayed attention, zero timely service, an emergency consultation takes 4 hours, terrible…. no one manages, just wait and wait"
