,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,extracted_snippet.original,extracted_snippet.translated,user.local_guide,user.photos
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNOeHFlV3FBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICNxqeWqAE%7CCgwI0bKNrQYQwLbr8AI%7C?hl=en-US,1.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNOeHFlV3FBRRAB,"La atención es súper mala desde que entra hasta que sales , hay una de las dos señoras que recibe que tiene un genio que no se aguanta ni ella , más bien se pone hablar por teléfono para no atender, y por otra parte se supone que uno va es porque es una urgencia no por gusto  y como es que me ponen a esperar desde las 23 hasta las 5:30  para poderme atender,y encima me despachan en 2 minutos , y me dicen que no tengo nada , ni examemes, ni medicamentos,  ni nada , de verdad es una falta de respetó con los usuarios , jugar con la salud y la vida del ser humano de esa forma  , no hay ni vocación,  ni ética, nada tienen , sino tiene amor por lo que hacen estas personas , por lo
menos que hagan el trabajo porque se los pagan , pero ni eso, es triste ver como jugan con algo tan importante como es la vida del ser humano , nunca en mi vida habia presenciado un sistema de salud tan malo y perverso como este .de verdad una persona bien grabe la dejan es morir, es decepcionante.",1.0,ERIKA SOTO,https://www.google.com/maps/contrib/108040196659592835429?hl=en-US,108040196659592835429,https://lh3.googleusercontent.com/a-/ALV-UjV89d7TT5vKTNHbzvayBIiGeOksPsAjFOcMeFG54ibJpQ=s40-c-rp-mo-br100,1,"La atención es súper mala desde que entra hasta que sales , hay una de las dos señoras que recibe que tiene un genio que no se aguanta ni ella , más bien se pone hablar por teléfono para no atender, y por otra parte se supone que uno va es porque es una urgencia no por gusto  y como es que me ponen a esperar desde las 23 hasta las 5:30  para poderme atender,y encima me despachan en 2 minutos , y me dicen que no tengo nada , ni examemes, ni medicamentos,  ni nada , de verdad es una falta de respetó con los usuarios , jugar con la salud y la vida del ser humano de esa forma  , no hay ni vocación,  ni ética, nada tienen , sino tiene amor por lo que hacen estas personas , por lo
menos que hagan el trabajo porque se los pagan , pero ni eso, es triste ver como jugan con algo tan importante como es la vida del ser humano , nunca en mi vida habia presenciado un sistema de salud tan malo y perverso como este .de verdad una persona bien grabe la dejan es morir, es decepcionante.","The attention is super bad from the moment you enter until you leave, there is one of the two ladies who receives who has a temper that even she cannot stand, rather she starts talking on the phone so as not to answer, and on the other hand it is assumed that one Well, it's because it's an emergency, not for pleasure, and how they make me wait from 11:30 p.m. to 5:30 a.m. to be able to attend to me, and on top of that, they send me out in 2 minutes, and they tell me that I have nothing, no exams, no medications. , or anything, it really is a lack of respect for users, playing with the health and life of human beings in that way, there is neither vocation nor ethics, they have nothing, but love for what these people do, for the
Unless they do the work because they are paid for it, but not even that, it is sad to see how they play with something as important as human life, never in my life have I witnessed a health system as bad and perverse as this one. Really A very serious person is left to die, it is disappointing.",,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNObXFTeTJRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICNmqSy2QE%7CCgwIm7GLrQYQ8LKMuwI%7C?hl=en-US,4.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNObXFTeTJRRRAB,,,Laura Garcia,https://www.google.com/maps/contrib/109286715809769905229?hl=en-US,109286715809769905229,https://lh3.googleusercontent.com/a/ACg8ocIce5tG7L5PRZw-KSv2nfuG1CvxgVbKiYRUPpl_IHv3=s40-c-rp-mo-ba2-br100,8,,,True,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNOdk5UcW5RRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICNvNTqnQE%7CCgsI1-qGrQYQwKLoGA%7C?hl=en-US,5.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNOdk5UcW5RRRAB,Buen hospital,,Àngel García Valcárcel,https://www.google.com/maps/contrib/114745121678917329053?hl=en-US,114745121678917329053,https://lh3.googleusercontent.com/a-/ALV-UjVK4ER97Wtx0bO5xY6ZMhS8y_0K9gu7XEbS3TI_FCbVDAw=s40-c-rp-mo-ba5-br100,229,Buen hospital,good hospital,True,8.0
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQxMGNQZDRRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgID10cPd4QE%7CCgwIpM_srAYQ2NDL7AE%7C?hl=en-US,4.0,a month ago,Google,ChdDSUhNMG9nS0VJQ0FnSUQxMGNQZDRRRRAB,,,DAVID GOMEZ,https://www.google.com/maps/contrib/118253596842457520390?hl=en-US,118253596842457520390,https://lh3.googleusercontent.com/a/ACg8ocJUOIznYPw8GgrdLSRIzgZsXuMKq34VyBpfAGFZ_yHo=s40-c-rp-mo-ba4-br100,9,,,True,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQxX0tPRGVnEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgID1_KODeg%7CCgsI8sLirAYQ0JmcOw%7C?hl=en-US,1.0,a month ago,Google,ChZDSUhNMG9nS0VJQ0FnSUQxX0tPRGVnEAE,"Una pésima atención médica, llegue con dolor en el pecho y dificultad para respirar y me dejan esperando por atención médica desde las siete de la tarde hasta la dos de la mañana y cuando pregunto; ¿cuándo me van a tender? me dicen que cuando me toque y a mí pareja que fue conmigo por gripe lo atendieron a las doce de la mañana. Muy mala experiencia en este centro de salud.",3.0,victor Rada,https://www.google.com/maps/contrib/113567971691688955757?hl=en-US,113567971691688955757,https://lh3.googleusercontent.com/a/ACg8ocL2KRwOQQTBWzZ9Twvx5lrfHcXhSs6VaVHdmdcMZSmH=s40-c-rp-mo-br100,1,"Una pésima atención médica, llegue con dolor en el pecho y dificultad para respirar y me dejan esperando por atención médica desde las siete de la tarde hasta la dos de la mañana y cuando pregunto; ¿cuándo me van a tender? me dicen que cuando me toque y a mí pareja que fue conmigo por gripe lo atendieron a las doce de la mañana. Muy mala experiencia en este centro de salud.","Terrible medical attention, I arrived with chest pain and difficulty breathing and they left me waiting for medical attention from seven in the afternoon until two in the morning and when I ask; When are they going to lay me down? They tell me that when it was my turn and my partner who went with me for the flu, they treated him at twelve in the morning. Very bad experience in this health center.",,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQxLUs2Xy1nRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgID1-K6_-gE%7CCgwIguLerAYQ2Nm27wI%7C?hl=en-US,5.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUQxLUs2Xy1nRRAB,"Hace más de un mes mi hermano entro en el hospital por un infarto y quiero agradecerle a todo el personal del hospital desdé urgencias, UCI y planta de cardiología por todo su esfuerzo y su trabajo, grandísimos profesionales muchísimas gracias por todo.solo puedo poner 5 estrellas pero yo pondría más de 20 una por cada persona que estuvo a su lado en todo el proceso.MUCHAS GRACIAS.",2.0,Salvador Lopez,https://www.google.com/maps/contrib/111400563289690392698?hl=en-US,111400563289690392698,https://lh3.googleusercontent.com/a/ACg8ocIShYfkOqPt1UCMTQ9lR_8HVcKzQL-5w92cRqdNNfET=s40-c-rp-mo-br100,12,"Hace más de un mes mi hermano entro en el hospital por un infarto y quiero agradecerle a todo el personal del hospital desdé urgencias, UCI y planta de cardiología por todo su esfuerzo y su trabajo, grandísimos profesionales muchísimas gracias por todo.solo puedo poner 5 estrellas pero yo pondría más de 20 una por cada persona que estuvo a su lado en todo el proceso.MUCHAS GRACIAS.","More than a month ago my brother was admitted to the hospital for a heart attack and I want to thank all the hospital staff from the emergency room, ICU and cardiology ward for all their effort and work, great professionals, thank you very much for everything. I can only give 5 stars but I would give more than 20, one for each person who was by your side throughout the entire process. THANK YOU VERY MUCH.",,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQxeUlPXzJRRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgID1yIO_2QE%7CCgsItb_drAYQkMuZdQ%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUQxeUlPXzJRRRAB,"Pésimo hospital , la atención a los pacientes es pésimo , te dejan ahí tirado hasta que se acuerdan que estas ahí. Te tienes que estar muriendo para que te hagan algo por lo menos .
Los Doctores tienen una cara de amargados y solo te pasan al pasillo de espera y ni te revisan. Y las enfermeras ni creen en lo que dices , ni que fuera que vas estar ahí por estar o porque te guste el hospital!!! Me da vergüenza como atienden !!!
Nos mandan en una camilla que ni siquiera son capaces de limpiar y se supone que si otro paciente había estado ahí antes tendría que cambiar  el papel que está encima  de la camilla para que otro paciente se pueda instalar ahí, pero no son capaces ni para eso
Me da vergüenza como hospital , para esto pagamos ? Para que nos atiendan así de pésimo?
Doctores que solo llevan el uniforme como traje PORQUE NI HACEN SU TRABAJO SOLO VAN A ESTAR AHÍ SENTADOS SIN HACER NADA.",3.0,Gabriela Rodriguez,https://www.google.com/maps/contrib/112910772607857347352?hl=en-US,112910772607857347352,https://lh3.googleusercontent.com/a-/ALV-UjVWQ7FTA6gAsgFIZ_7Xfin4uo4s9k57Y5tu2fwOs80jTzQ=s40-c-rp-mo-br100,2,"Pésimo hospital , la atención a los pacientes es pésimo , te dejan ahí tirado hasta que se acuerdan que estas ahí. Te tienes que estar muriendo para que te hagan algo por lo menos .
Los Doctores tienen una cara de amargados y solo te pasan al pasillo de espera y ni te revisan. Y las enfermeras ni creen en lo que dices , ni que fuera que vas estar ahí por estar o porque te guste el hospital!!! Me da vergüenza como atienden !!!
Nos mandan en una camilla que ni siquiera son capaces de limpiar y se supone que si otro paciente había estado ahí antes tendría que cambiar  el papel que está encima  de la camilla para que otro paciente se pueda instalar ahí, pero no son capaces ni para eso
Me da vergüenza como hospital , para esto pagamos ? Para que nos atiendan así de pésimo?
Doctores que solo llevan el uniforme como traje PORQUE NI HACEN SU TRABAJO SOLO VAN A ESTAR AHÍ SENTADOS SIN HACER NADA.","Terrible hospital, the patient care is terrible, they leave you lying there until they remember you are there. You have to be dying for them to do something to you at least.
The Doctors have a bitter face and they only take you to the waiting hallway and don't even check you. And the nurses don't even believe in what you say, not even that you are going to be there because you are there or because you like the hospital!!! I'm ashamed of how they serve!!!
They send us on a stretcher that they are not even capable of cleaning and it is assumed that if another patient had been there before they would have to change the paper that is on top of the stretcher so that another patient can settle there, but they are not capable of even doing that.
I am ashamed as a hospital, is this what we pay for? Why should they treat us like this?
Doctors who only wear the uniform as a suit BECAUSE THEY DO NOT EVEN DO THEIR JOB THEY ARE JUST GOING TO BE SITTING THERE DOING NOTHING.",,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxeThTUDdnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIC1y8SP7gE%7CCgwIuvPWrAYQ-I7KiAE%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxeThTUDdnRRAB,Esperar mas de 5 horas solo para que digan un Paracetamol,3.0,A El,https://www.google.com/maps/contrib/114226411221438421078?hl=en-US,114226411221438421078,https://lh3.googleusercontent.com/a/ACg8ocJhyu9sWrkeu_8MI_xPZrGaA9kKUKcpEnnr4wiiFrO-=s40-c-rp-mo-br100,1,Esperar mas de 5 horas solo para que digan un Paracetamol,Waiting more than 5 hours just for them to say Paracetamol,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxczhhbmRBEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIC1s8andA%7CCgwIkvzUrAYQgLjl2gM%7C?hl=en-US,5.0,2 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUMxczhhbmRBEAE,"Dar las gracias al equipo de Ginecología por su saber hacer, su humanidad y su profesionalidad.
Algo que, en un principio, tenía muy mala solución ha resultado sin consecuencias gracias a unas manos maravillosas y un equipo estupendo",,Jaime Gallego,https://www.google.com/maps/contrib/103516462955373571796?hl=en-US,103516462955373571796,https://lh3.googleusercontent.com/a/ACg8ocL7dYPS-f0lgdfgRm3gAhV9VE69I3ePtAp_A69L83sm=s40-c-rp-mo-br100,5,"Dar las gracias al equipo de Ginecología por su saber hacer, su humanidad y su profesionalidad.
Algo que, en un principio, tenía muy mala solución ha resultado sin consecuencias gracias a unas manos maravillosas y un equipo estupendo","Thank the Gynecology team for their know-how, their humanity and their professionalism.
Something that, at first, had a very bad solution has turned out without consequences thanks to wonderful hands and a great team",,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxdzdxY3NnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgIC1w7qcsgE%7CCgwI1u3RrAYQ2LfHgQE%7C?hl=en-US,4.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUMxdzdxY3NnRRAB,Si es una urgencia te atiende rápido pero habeces como que se estancan y algunas consultas parece que no hay nadie y esperas mucha algunas veces viene el médico a la consulta algunas veces me pregunto si hay alguien allí o se an marchado,1.0,Cai Hongyi,https://www.google.com/maps/contrib/101650486469558748305?hl=en-US,101650486469558748305,https://lh3.googleusercontent.com/a/ACg8ocIbSEw8R7TFc3IftVtuTEPVlLlxfCZP9SdGd7C5vE3r=s40-c-rp-mo-ba3-br100,27,Si es una urgencia te atiende rápido pero habeces como que se estancan y algunas consultas parece que no hay nadie y esperas mucha algunas veces viene el médico a la consulta algunas veces me pregunto si hay alguien allí o se an marchado,"If it's an emergency, they will attend to you quickly but you seem to get stuck and some consultations seem like there is no one and you wait a long time. Sometimes the doctor comes to the consultation. Sometimes I wonder if there is someone there or if they have left.",True,31.0
