,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,likes
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKa19fbW9BRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJk__moAE%7CCgwIwfmPpQYQuIzP0AI%7C?hl=en-US,3.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKa19fbW9BRRAB,Ir lo justo,Miguel Ángel Zarco,https://www.google.com/maps/contrib/110723378712434283623?hl=en-US,110723378712434283623,https://lh3.googleusercontent.com/a-/ALV-UjXS2McePYIOtsoNHHDnrRqMfLp0tz3tV96sY7mK82SxwZ8=s40-c-rp-mo-ba5-br100,True,114,20.0,Ir lo justo,Go just right,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKbmZDX19BRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJnfC__AE%7CCgwI86aIpQYQ8MPf2AE%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKbmZDX19BRRAB,,Isis Herrero,https://www.google.com/maps/contrib/107430379776923184048?hl=en-US,107430379776923184048,https://lh3.googleusercontent.com/a/ACg8ocJIK_ZHfaWDJFsTtpUUVZauYsESOVcNQqAanBMDX5klng=s40-c-rp-mo-ba4-br100,True,132,50.0,,,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKelp5NGZREAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJzZy4fQ%7CCgwI8viFpQYQqOKaigI%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKelp5NGZREAE,,Lissette Vidal,https://www.google.com/maps/contrib/116476939520580535891?hl=en-US,116476939520580535891,https://lh3.googleusercontent.com/a/ACg8ocIiYhLmFvjPiyiIRUNXae1rGg1I2n0TIza6QGEunnvl=s40-c-rp-mo-br100,,1,,,,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKc2ZQTW53RRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJsfPMnwE%7CCgwIwKj2pAYQwJuM7AE%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKc2ZQTW53RRAB,,Lil BUKAT,https://www.google.com/maps/contrib/114493521152032808106?hl=en-US,114493521152032808106,https://lh3.googleusercontent.com/a-/ALV-UjVdW3s_c5m8vr_meSkHbgoNuLvoribpB-U_MclalNghnX8=s40-c-rp-mo-br100,,4,,,,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKMFpYdC1nRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ0ZXt-gE%7CCgwIysL1pAYQsOe8ugI%7C?hl=en-US,4.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKMFpYdC1nRRAB,Viejo pero muy bueno en la atencion,Valhalla Private,https://www.google.com/maps/contrib/114070124604943483029?hl=en-US,114070124604943483029,https://lh3.googleusercontent.com/a-/ALV-UjWkCBzm92as2LMkGqnpodIDtC7nr6cNAWyntLuVCxXztg=s40-c-rp-mo-ba3-br100,True,36,4.0,Viejo pero muy bueno en la atencion,Old but very good at attention,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKMGQ3VFFBEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ0d7TQA%7CCgsIz6_1pAYQ6Le_OQ%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKMGQ3VFFBEAE,,José A. Vidales,https://www.google.com/maps/contrib/116396689317338313049?hl=en-US,116396689317338313049,https://lh3.googleusercontent.com/a-/ALV-UjXEJZS2ZMc8ZA3W3Ry9azWOK0coaQR78rvRbUn20YZYdrQ=s40-c-rp-mo-br100,,2,4.0,,,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKNGVLR2tnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ4eKGkgE%7CCgsIrvvypAYQ4LutVg%7C?hl=en-US,4.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKNGVLR2tnRRAB,Para estudiantes conferencias y residentes,AGUSTIN ML,https://www.google.com/maps/contrib/113539876103395833645?hl=en-US,113539876103395833645,https://lh3.googleusercontent.com/a-/ALV-UjUlxork0sJpeHDmlBWpaAJJ5b9MhgZxo5F8h9WDqgQltg=s40-c-rp-mo-ba4-br100,True,98,6.0,Para estudiantes conferencias y residentes,For student conferences and residents,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKaXFDNGhBRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJiqC4hAE%7CCgwIl6LcpAYQ0PDquAM%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKaXFDNGhBRRAB,,Alberto,https://www.google.com/maps/contrib/113790090959790880324?hl=en-US,113790090959790880324,https://lh3.googleusercontent.com/a-/ALV-UjWSiGpIeUDgqcgopIBzFzlIp2hTjaEHV6voB7qbsr8QICqM=s40-c-rp-mo-ba5-br100,True,37,682.0,,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKOHRETGZBEAE!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJ8tDLfA%7CCgwIlczbpAYQ0IvyjAI%7C?hl=en-US,3.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKOHRETGZBEAE,,M. CIH,https://www.google.com/maps/contrib/113271616112553500757?hl=en-US,113271616112553500757,https://lh3.googleusercontent.com/a/ACg8ocJzlOZbsbKGvyXR7us_vkFrtdMZHmZegs6ycEEiTBfT=s40-c-rp-mo-ba5-br100,True,37,100.0,,,
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKa3FqejlnRRAB!2m1!1s0x0:0x3fc04c6571b3029!3m1!1s2@1:CIHM0ogKEICAgICJkqjz9gE%7CCgwI6OLYpAYQkMK1ugM%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKa3FqejlnRRAB,Gracias al gran equipo estoy viva,Mª José Caravaca Crespo,https://www.google.com/maps/contrib/111000119185592716928?hl=en-US,111000119185592716928,https://lh3.googleusercontent.com/a/ACg8ocKCo8VeXDRdNz5mnaHYIuS2OSEvaE8iatLGWh9nn9M6=s40-c-rp-mo-br100,,5,,Gracias al gran equipo estoy viva,Thanks to the great team I am alive,1.0
