,link,rating,date,source,review_id,snippet,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,response.date,response.snippet,response.extracted_snippet.original,response.extracted_snippet.translated,likes
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKbklLVF9BRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDJnIKT_AE%7CCgwIl6O7pQYQ4PWf7QE%7C?hl=en-US,5.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURKbklLVF9BRRAB,"5* para Almudena De la Llave Rodríguez del Servicio de Logofoniatría. Una profesional excepcional, muy didáctica. Una fortuna haberla encontrado .",Inma Gamoneda,https://www.google.com/maps/contrib/103111785562653423388?hl=en-US,103111785562653423388,https://lh3.googleusercontent.com/a-/ALV-UjUz1fkahzT6wDXHlEaFlqctBnJK0M3Xu3MFs4sAI7Ipwj8E=s40-c-rp-mo-ba2-br100,True,20,1.0,"5* para Almudena De la Llave Rodríguez del Servicio de Logofoniatría. Una profesional excepcional, muy didáctica. Una fortuna haberla encontrado .","5* for Almudena De la Llave Rodríguez from the Logophoniatric Service. An exceptional professional, very didactic. A fortune to have found her.",6 months ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Thank you for the trust you place in us, as it helps us to continue providing the best service from our centers.",
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKbE9qWXRnRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDJlOjYtgE%7CCgwI2ZG1pQYQ8JuFtQE%7C?hl=en-US,5.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURKbE9qWXRnRRAB,"Desde que me mudé a Madrid este ha sido mi hospital en el que he depositado toda mi confianza. Siempre me han tratado de 10, el personal totalmente capacitado y dispuesto a tratar a los pacientes. En urgencias son súper rápidos y diligentes. Gracias gracias gracias !!",Roberto Evangelista,https://www.google.com/maps/contrib/112772204141589145798?hl=en-US,112772204141589145798,https://lh3.googleusercontent.com/a/ACg8ocLhMBril9qDfuklyETyMrc1Kc3UoXhNY0UUKckbY0iZ=s40-c-rp-mo-br100,,15,,"Desde que me mudé a Madrid este ha sido mi hospital en el que he depositado toda mi confianza. Siempre me han tratado de 10, el personal totalmente capacitado y dispuesto a tratar a los pacientes. En urgencias son súper rápidos y diligentes. Gracias gracias gracias !!","Since I moved to Madrid this has been my hospital in which I have placed all my trust. They have always treated me 10, the staff is fully trained and willing to treat patients. In emergencies they are super fast and diligent. Thank you thank you thank you !!",7 months ago,"Gracias a ti, Roberto por compartir tu experiencia, que nos anima a seguir trabajando para ofrecer el mejor servicio.","Gracias a ti, Roberto por compartir tu experiencia, que nos anima a seguir trabajando para ofrecer el mejor servicio.","Thank you, Roberto, for sharing your experience, which encourages us to continue working to offer the best service.",
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKNUpmWTV3RRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDJ5JfY5wE%7CCgwIrIW1pQYQ4PKHnAM%7C?hl=en-US,5.0,7 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURKNUpmWTV3RRAB,"Profesionalidad y amabilidad. A destacar la atención prestada por Noelia, recepcionista de la especialidad de Digestivo, empatizando y buscando el mejor servicio posible  para el paciente",Ignacio París,https://www.google.com/maps/contrib/118044526800713708515?hl=en-US,118044526800713708515,https://lh3.googleusercontent.com/a/ACg8ocJ9fimMAsKG9PGs_9XoAKhzJFZfjym6qkq0GjFi9Uwl=s40-c-rp-mo-ba4-br100,True,87,,"Profesionalidad y amabilidad. A destacar la atención prestada por Noelia, recepcionista de la especialidad de Digestivo, empatizando y buscando el mejor servicio posible  para el paciente","Professionalism and kindness. To highlight the attention provided by Noelia, receptionist of the Digestive specialty, empathizing and seeking the best possible service for the patient",7 months ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Thank you for the trust you place in us, as it helps us to continue providing the best service from our centers.",
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKbWNxeHhRRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICJmcqxxQE%7CCgwItYr7pAYQ8PC9iAI%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKbWNxeHhRRRAB,,Diana M,https://www.google.com/maps/contrib/117299144534513460101?hl=en-US,117299144534513460101,https://lh3.googleusercontent.com/a-/ALV-UjWr0_b8QYS4GHn_wmwme6mYKWozYn2gjUCaYWgbkF0kbTs=s40-c-rp-mo-br100,,8,,,,7 months ago,"Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes.","Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes.","Thank you for your evaluation, as it helps us to continue improving for you, our patients.",
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKaVlfMEhnEAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICJiY_0Hg%7CCgwIl_D3pAYQ8JznqgM%7C?hl=en-US,5.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKaVlfMEhnEAE,Un gran médico doctor Ferro y todo su equipo de quirofano.Muy agradecida sin duda  sigo confiando en el.Gracias.,nuria cenamor,https://www.google.com/maps/contrib/109072348156176540838?hl=en-US,109072348156176540838,https://lh3.googleusercontent.com/a/ACg8ocJ9S973IZkuEhIu_BJU1u3RNWZL5PeqzWdkGjnfosDW=s40-c-rp-mo-br100,,3,,Un gran médico doctor Ferro y todo su equipo de quirofano.Muy agradecida sin duda  sigo confiando en el.Gracias.,"A great doctor, Dr. Ferro and his entire operating room team. Very grateful, without a doubt I continue to trust him. Thank you.",7 months ago,Muchas gracias por tu comentario. Todo el equipo está encantado de leerte: nos anima a continuar en esta dirección. ¡Que tengas un buen día y hasta pronto!,Muchas gracias por tu comentario. Todo el equipo está encantado de leerte: nos anima a continuar en esta dirección. ¡Que tengas un buen día y hasta pronto!,Thank you very much for your comment. The entire team is delighted to read you: it encourages us to continue in this direction. Have a good day and see you soon!,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKanJHNjhBRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICJjrG68AE%7CCgwI-K3qpAYQsKXR5AI%7C?hl=en-US,4.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKanJHNjhBRRAB,,Irene Morales Díaz,https://www.google.com/maps/contrib/111320767160037101463?hl=en-US,111320767160037101463,https://lh3.googleusercontent.com/a/ACg8ocLb3kANdXf73_G3WpMICATLeekNr1uk7e37oOPLjFjB=s40-c-rp-mo-br100,,3,,,,7 months ago,"Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes","Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes","Thank you for your evaluation, as it helps us to continue improving for you, our patients.",
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKekl1bXFBRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICJzIumqAE%7CCgsIrrDQpAYQqLzKIA%7C?hl=en-US,1.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNKekl1bXFBRRAB,"Muy mala atencion, poca empatia... falta de asuncion de responsabilidades... antes de venir a este hospital id al de la moraleja... tambien es sanitas y la atencion es mejor",victor sanchez,https://www.google.com/maps/contrib/114453617000130807399?hl=en-US,114453617000130807399,https://lh3.googleusercontent.com/a/ACg8ocK0LStM8P3AkbJjMH8BaE25WtFcwXW4tTyYkhUR1WGB=s40-c-rp-mo-br100,,15,,"Muy mala atencion, poca empatia... falta de asuncion de responsabilidades... antes de venir a este hospital id al de la moraleja... tambien es sanitas y la atencion es mejor","Very bad care, little empathy... lack of assumption of responsibilities... before coming to this hospital, go to the moral one... it is also healthy and the care is better",8 months ago,"Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor mándanos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor mándanos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Your opinion is very important to us and we would like to give you personal attention. To do this, please send us an Email to teescuchamos-zarzuela@sanitas.es with your contact information. Thank you so much. [+info. about how we treat your personal data at www.sanitas.es/gdpr]",1.0
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKelBQM0JREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICJzPP3BQ%7CCgwIg7DQpAYQ8MWKhQE%7C?hl=en-US,1.0,8 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNKelBQM0JREAE,"Pésima atención, muy poca empatía con los pacientes.",alexandra morcillo,https://www.google.com/maps/contrib/109714529738698920450?hl=en-US,109714529738698920450,https://lh3.googleusercontent.com/a/ACg8ocI8-e2sYq4y1MEqtW_43WfnwcOiDgcxcxDAbfuwe7h2=s40-c-rp-mo-br100,,8,,"Pésima atención, muy poca empatía con los pacientes.","Terrible attention, very little empathy with patients.",8 months ago,"Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, vuestra opinión nos importa tanto y la transmitiremos a los departamentos correspondientes.","Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, vuestra opinión nos importa tanto y la transmitiremos a los departamentos correspondientes.",We are sorry for the evaluation obtained. We are committed to continuous learning and improvement; That is why your opinion is so important to us and we will transmit it to the corresponding departments.,1.0
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4ajdiWTRRRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDxj7bY4QE%7CCgwIqey0pAYQgJeyxQM%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4ajdiWTRRRRAB,Gran trato por parte del doctor Pulido e Isabel del grupo ginecológico edificio G. Sin duda seguiré revisándome en estas consultas. Muchas gracias por vuestra atención y cuidados.,Ana Cont,https://www.google.com/maps/contrib/114184818764911839998?hl=en-US,114184818764911839998,https://lh3.googleusercontent.com/a/ACg8ocIAOBCPodItC0IZhkAYWDldD5u0_El9ZGOdD96jFeTz=s40-c-rp-mo-br100,,9,,Gran trato por parte del doctor Pulido e Isabel del grupo ginecológico edificio G. Sin duda seguiré revisándome en estas consultas. Muchas gracias por vuestra atención y cuidados.,Great treatment from Dr. Pulido and Isabel from the gynecological group building G. I will definitely continue to have myself checked in these consultations. Thank you very much for your attention and care.,8 months ago,Muchas gracias por tu confianza. Tu comentario nos anima a prestar siempre el mejor servicio :),Muchas gracias por tu confianza. Tu comentario nos anima a prestar siempre el mejor servicio :),Thank you very much for your confidence. Your comment encourages us to always provide the best service :),
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4bF9UZ2d3RRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDxl_TggwE%7CCgwI6uCxpAYQwJbuvgE%7C?hl=en-US,5.0,8 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUR4bF9UZ2d3RRAB,"Soy paciente oncologico y tengo mi seguro con Sanitas , para mi es un hospital de 10 , en cuanto a trato médico, especialistas ,como en atención para citas todo te lo facilitan tanto en recepción , como por la aplicación .
En cuanto a ingresos, habitaciones muy amplias y limpias y el trato de los enfermeros de 10 .
El trato en el edifico de oncología solo tengo buenas palabras, seguido de ginecólogos y cirujano plástico .
Sin duda seguiré tratándome allí .",Keka Mc,https://www.google.com/maps/contrib/104493847079839192066?hl=en-US,104493847079839192066,https://lh3.googleusercontent.com/a-/ALV-UjWUaOna5AdFyZ9AWGGGRaOZG300PpVVU_sjprcEVmDS7w=s40-c-rp-mo-ba3-br100,True,27,43.0,"Soy paciente oncologico y tengo mi seguro con Sanitas , para mi es un hospital de 10 , en cuanto a trato médico, especialistas ,como en atención para citas todo te lo facilitan tanto en recepción , como por la aplicación .
En cuanto a ingresos, habitaciones muy amplias y limpias y el trato de los enfermeros de 10 .
El trato en el edifico de oncología solo tengo buenas palabras, seguido de ginecólogos y cirujano plástico .
Sin duda seguiré tratándome allí .","I am an oncology patient and I have my insurance with Sanitas, for me it is a 10 hospital, in terms of medical treatment, specialists, as well as appointment care, everything is provided for you both at the reception and through the application.
In terms of income, very spacious and clean rooms and the treatment of the nurses of 10.
I only have good things to say about the treatment in the oncology building, followed by gynecologists and a plastic surgeon.
Without a doubt I will continue to treat myself there.",8 months ago,"Gracias Keka por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestro hospital.","Gracias Keka por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestro hospital.","Thank you Keka for the trust you place in us, as it helps us to continue providing the best service from our hospital.",
