,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,response.date,response.snippet,response.extracted_snippet.original,response.extracted_snippet.translated,user.local_guide,images
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaai0tdktnEAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZj--vKg%7CCgwIrsasqAYQuIe-9QE%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaai0tdktnEAE,"Esta mañana en la cafetería me han cobrado el vaso donde me han servido el café, me dicen que su empresa así se lo han ordenado.  ¡ la primera vez que me ocurre una cosa así !",1.0,ignacio aznar,https://www.google.com/maps/contrib/118245634202093159975?hl=en-US,118245634202093159975,https://lh3.googleusercontent.com/a-/ALV-UjWkq-ODdaeGDyEDlvSUBkfGDAz5A4R4OKne7-fkPApDAV0=s40-c-rp-mo-br100,64,2.0,"Esta mañana en la cafetería me han cobrado el vaso donde me han servido el café, me dicen que su empresa así se lo han ordenado.  ¡ la primera vez que me ocurre una cosa así !","This morning in the cafeteria they charged me for the glass where they served me the coffee, they told me that their company ordered it that way. The first time something like this has happened to me!",5 months ago,"Estimado/a cliente,
Te agradecemos el tiempo que has dedicado a escribirnos y te pedimos disculpas por las molestias que has sufrido.
Tendremos en cuenta tus comentarios. 
Que tengas un buen día.","Estimado/a cliente,
Te agradecemos el tiempo que has dedicado a escribirnos y te pedimos disculpas por las molestias que has sufrido.
Tendremos en cuenta tus comentarios. 
Que tengas un buen día.","Dear customer,
We thank you for the time you have taken to write to us and we apologize for the inconvenience you have suffered.
We will take your comments into account.
Have a good day.",,
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaOTcyYkRBEAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZ972bDA%7CCgwIkeqrqAYQwNqIkAI%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaOTcyYkRBEAE,,,Fernando Lopez,https://www.google.com/maps/contrib/107281836113779236948?hl=en-US,107281836113779236948,https://lh3.googleusercontent.com/a-/ALV-UjXz7pFULDa_LQRabehWh83w3_1VCJzXs0EY5ODPcXVFJJ0I=s40-c-rp-mo-ba4-br100,70,201.0,,,5 months ago,"Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes.","Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes.","Thank you for your evaluation, as it helps us to continue improving for you, our patients.",True,
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaNC1ydVZREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZ4-ruVQ%7CCgwI_MWaqAYQ6MuzlgM%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaNC1ydVZREAE,"Respecto al hospital, como en todos, depende de la suerte que tengas. Pero por varias experiencias vividas, nunca volvería a consentir que la Dra San Miguel me tratara a mí o a alguien de mi familia.",3.0,Ana Segovia,https://www.google.com/maps/contrib/104409135314496310723?hl=en-US,104409135314496310723,https://lh3.googleusercontent.com/a-/ALV-UjXWS3kQYoTmlsv0976m8iyIoyCrN1gMmkIidwLWBReqJMQ=s40-c-rp-mo-br100,13,,"Respecto al hospital, como en todos, depende de la suerte que tengas. Pero por varias experiencias vividas, nunca volvería a consentir que la Dra San Miguel me tratara a mí o a alguien de mi familia.","Regarding the hospital, as with everyone, it depends on how lucky you are. But due to several experiences, I would never again allow Dr. San Miguel to treat me or anyone in my family.",5 months ago,"Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, si lo deseas, puedes enviarnos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, si lo deseas, puedes enviarnos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Your opinion is very important to us and we would like to give you personal attention. To do this, if you wish, you can send us an Email to teescuchamos-zarzuela@sanitas.es with your contact information. Thank you so much. [+info. about how we treat your personal data at www.sanitas.es/gdpr]",,
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaeFotMG9RRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZxZ-0oQE%7CCgwI7NyLqAYQwI2o_QI%7C?hl=en-US,1.0,5 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNaeFotMG9RRRAB,He venido se urgencias a las 10 por una faringitis es la 13:30 osea 3 horas y media más tarde y todavía no me ha visto el otorrino. El peor hospital de sanitas en el que estado. Primero me han tenido 3 horas en urgencias con un nolotil y luego me mandan a otro edificio a q me vea el otorrino y esta sala vacía y no me han atendido.  No vuelvo aquí,1.0,Jessica FM,https://www.google.com/maps/contrib/111124954196912268243?hl=en-US,111124954196912268243,https://lh3.googleusercontent.com/a/ACg8ocJumdYtBYaYE-_akP71TiS0CIcqoxSywTyAEGxaT8VE=s40-c-rp-mo-ba3-br100,17,13.0,He venido se urgencias a las 10 por una faringitis es la 13:30 osea 3 horas y media más tarde y todavía no me ha visto el otorrino. El peor hospital de sanitas en el que estado. Primero me han tenido 3 horas en urgencias con un nolotil y luego me mandan a otro edificio a q me vea el otorrino y esta sala vacía y no me han atendido.  No vuelvo aquí,"I came to the emergency room at 10 o'clock for pharyngitis. It's 1:30 p.m., that is, 3 and a half hours later and the ENT doctor still hasn't seen me. The worst Sanitas hospital I have ever been to. First they kept me in the emergency room for 3 hours with a nolotil and then they sent me to another building to be seen by the ENT doctor and this room was empty and they didn't treat me. I'm not coming back here",5 months ago,"Queremos mejorar siempre. Por eso, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Queremos mejorar siempre. Por eso, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","We always want to improve. Therefore, if you wish, you can write to us at teescuchamos-zarzuela@sanitas.es with your information and thus learn about the situation first-hand. Thank you so much. [+info. about how we treat your personal data at www.sanitas.es/gdpr]",True,
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNacWZyX1VREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZqfr_UQ%7CCgsIk_WFqAYQgK_9XA%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNacWZyX1VREAE,"Jamás cogen el teléfono y cuando lo hacen te dejan en espera hasta que se cuelga. Lamentable atención y encima el laboratorio se equivoca en algo tan sensible como tu salud, pésima experiencia",2.0,Arantxa Alvaro,https://www.google.com/maps/contrib/110684860188061192952?hl=en-US,110684860188061192952,https://lh3.googleusercontent.com/a-/ALV-UjVq2V5uEeMwmjw7-L3P1WuJhOyeFDfFU2qbvkwOwdypBhgV=s40-c-rp-mo-ba3-br100,73,4.0,"Jamás cogen el teléfono y cuando lo hacen te dejan en espera hasta que se cuelga. Lamentable atención y encima el laboratorio se equivoca en algo tan sensible como tu salud, pésima experiencia","They never pick up the phone and when they do they leave you on hold until they hang up. Regrettable attention and on top of that the laboratory is wrong about something as sensitive as your health, terrible experience",5 months ago,"Sentimos la valoración obtenida. Por eso, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Sentimos la valoración obtenida. Por eso, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","We are sorry for the evaluation obtained. Therefore, if you wish, you can write to us at teescuchamos-zarzuela@sanitas.es with your information and thus learn about the situation first-hand. Thank you so much. [+info. about how we treat your personal data at www.sanitas.es/gdpr]",True,
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaN3FLYVhBEAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZ7qKaXA%7CCgwI9oT5pwYQ2On_xwI%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaN3FLYVhBEAE,Muy buen hospital,,Sofía,https://www.google.com/maps/contrib/107157135157501096694?hl=en-US,107157135157501096694,https://lh3.googleusercontent.com/a/ACg8ocJg7Rc2uZFrTh6iUO6us3YfUX7D0mqVivvTtgzfwOpMpw=s40-c-rp-mo-br100,7,,Muy buen hospital,Very good hospital,5 months ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Thank you for the trust you place in us, as it helps us to continue providing the best service from our centers.",,
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNabE9EVEtREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZlODTKQ%7CCgsI7ZDepwYQwOPyRQ%7C?hl=en-US,1.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNabE9EVEtREAE,"Es triste y lamentable la comida que el Hospital Sanitas La Zarzuela sirve a los enfermos.
Estáis permitiendo que ensucien vuestro nombre.
Sinceramente creo que tenéis que tomar medidas urgentes respecto al catering.
Tres días acompañando a un familiar y he tenido que salir a comprar desayuno, comida, merienda y cena por que lo que les ponéis no lo comen ni los animales.
Según entraba la bandeja, volvía a salir.
Los enfermos sin acompañante o se comen eso o se quedan sin comer.
Gracias!!!",4.0,mar3228 alvarez,https://www.google.com/maps/contrib/100056394773777084426?hl=en-US,100056394773777084426,https://lh3.googleusercontent.com/a/ACg8ocIrx-mY1P6Uxd-xAGdCqfoONdJ3uEtNu77oHGY5CdrF=s40-c-rp-mo-br100,3,,"Es triste y lamentable la comida que el Hospital Sanitas La Zarzuela sirve a los enfermos.
Estáis permitiendo que ensucien vuestro nombre.
Sinceramente creo que tenéis que tomar medidas urgentes respecto al catering.
Tres días acompañando a un familiar y he tenido que salir a comprar desayuno, comida, merienda y cena por que lo que les ponéis no lo comen ni los animales.
Según entraba la bandeja, volvía a salir.
Los enfermos sin acompañante o se comen eso o se quedan sin comer.
Gracias!!!","The food that the Sanitas La Zarzuela Hospital serves to the sick is sad and regrettable.
You are allowing your name to be tarnished.
I sincerely believe that you have to take urgent measures regarding catering.
Three days accompanying a family member and I have had to go out to buy breakfast, lunch, snack and dinner because what you put in them is not even eaten by animals.
As the tray came in, it came out again.
The sick without a companion either eat that or go without eating.
Thank you!!!",5 months ago,"Estimado mar3228,
Damos mucha importancia al hecho de ofrecerte un servicio que se adapte perfectamente a tus expectativas y lamentamos sinceramente esta decepción. Nuestros equipos ya han sido informados y trabajan para encontrar una solución.
Que tengas un buen día","Estimado mar3228,
Damos mucha importancia al hecho de ofrecerte un servicio que se adapte perfectamente a tus expectativas y lamentamos sinceramente esta decepción. Nuestros equipos ya han sido informados y trabajan para encontrar una solución.
Que tengas un buen día","Dear mar3228,
We attach great importance to offering you a service that perfectly meets your expectations and we sincerely regret this disappointment. Our teams have already been informed and are working to find a solution.
Have a good day",,
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaaE5lMUFREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICZhNe1AQ%7CCgwI7N_WpwYQ-Pja5gE%7C?hl=en-US,5.0,5 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSUNaaE5lMUFREAE,"Mi felicitación a la Clínica la Zarzuela por todo el equipo que forman sanitarios y administrativos, en la prueba que me han realizado no han podido ser más profesionales y más amables, muchas gracias por la atención recibida",,María Carrasco,https://www.google.com/maps/contrib/111326911279744241779?hl=en-US,111326911279744241779,https://lh3.googleusercontent.com/a/ACg8ocKWdU35WhepfyxQkOYhR_NEmt1dMvTuYQOQ1dY_E9Kb=s40-c-rp-mo-br100,15,,"Mi felicitación a la Clínica la Zarzuela por todo el equipo que forman sanitarios y administrativos, en la prueba que me han realizado no han podido ser más profesionales y más amables, muchas gracias por la atención recibida","My congratulations to Clínica la Zarzuela for the entire healthcare and administrative team. In the test they performed on me, they could not have been more professional and kinder. Thank you very much for the attention received.",5 months ago,Muchas gracias por tu comentario. Todo el equipo está encantado de leerte: nos anima a continuar trabajando en esta dirección. ¡Que tengas un buen día y hasta pronto!,Muchas gracias por tu comentario. Todo el equipo está encantado de leerte: nos anima a continuar trabajando en esta dirección. ¡Que tengas un buen día y hasta pronto!,Thank you very much for your comment. The entire team is delighted to read you: it encourages us to continue working in this direction. Have a good day and see you soon!,,
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwMzVTdW5nRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDp35SungE%7CCgwIjLDGpwYQ4PSg0QE%7C?hl=en-US,5.0,6 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURwMzVTdW5nRRAB,Muy buena Atencion por parte de todo su personal. Siempre son muy puntuales en las citas. Buena limpieza en todo el hospital. La cafetería muy corrientita pero la bollería sin ninguna protección frente a los clientes.,1.0,Javier Sierra,https://www.google.com/maps/contrib/101181167945221302597?hl=en-US,101181167945221302597,https://lh3.googleusercontent.com/a/ACg8ocJB2I9YaJ1Sr0oM8iEpkfkFcmlrcWw6TLobRrG5MhwE=s40-c-rp-mo-br100,13,2.0,Muy buena Atencion por parte de todo su personal. Siempre son muy puntuales en las citas. Buena limpieza en todo el hospital. La cafetería muy corrientita pero la bollería sin ninguna protección frente a los clientes.,Very good attention from all the staff. They are always very punctual in appointments. Good cleaning throughout the hospital. The cafeteria is very ordinary but the pastries without any protection from customers.,5 months ago,Desde el hospital queremos agradecer tus opiniones y sugerencias con el fin de seguir mejorando para ofrecerte el mejor servicio. Gracias por tu colaboración.,Desde el hospital queremos agradecer tus opiniones y sugerencias con el fin de seguir mejorando para ofrecerte el mejor servicio. Gracias por tu colaboración.,From the hospital we want to thank you for your opinions and suggestions in order to continue improving to offer you the best service. Thank you for your collaboration.,,"['https://lh5.googleusercontent.com/p/AF1QipOH_KB2lpvb9rLwlIOKQm2Pm4KIQ9EyJ-J-GrXb=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPgJXGh4YgciDrx4NtcmRGsmXSuhskQJz2RQpjw=w100-h100-p-n-k-no']"
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwcS15eUpREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDpq-yyJQ%7CCgwIqYm3pwYQoIXDqQM%7C?hl=en-US,1.0,6 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURwcS15eUpREAE,"El servicio de otorrinolaringología deja bastante que desear. Tras hacerme un estudio, me dijeron que estaba todo bien, y que me fuera y que hiciera la consulta a otra especialidad. No me dieron ninguna explicación de los resultados de las pruebas. La atención ofrecida por la Dra. Belén Vielva del Campo ha sido nefasta, la duración de la consulta ha sido de un minuto escaso.
Algo parecido sucedió con el doctor Antonio José Lara Peinado. La consulta fue tremendamente breve y no muy buena la atención ofrecida.",1.0,silvia de la cruz,https://www.google.com/maps/contrib/110166176604515626862?hl=en-US,110166176604515626862,https://lh3.googleusercontent.com/a/ACg8ocLyBR2q8Jwh7Pc4rj-it5oL7QGD3nsOhv22fV6DFJrb=s40-c-rp-mo-br100,5,,"El servicio de otorrinolaringología deja bastante que desear. Tras hacerme un estudio, me dijeron que estaba todo bien, y que me fuera y que hiciera la consulta a otra especialidad. No me dieron ninguna explicación de los resultados de las pruebas. La atención ofrecida por la Dra. Belén Vielva del Campo ha sido nefasta, la duración de la consulta ha sido de un minuto escaso.
Algo parecido sucedió con el doctor Antonio José Lara Peinado. La consulta fue tremendamente breve y no muy buena la atención ofrecida.","The otorhinolaryngology service leaves a lot to be desired. After doing a study, they told me that everything was fine, and that I should leave and consult another specialty. They gave me no explanation for the test results. The care offered by Dr. Belén Vielva del Campo has been disastrous, the duration of the consultation has been just one minute.
Something similar happened with Dr. Antonio José Lara Peinado. The consultation was extremely brief and the attention offered was not very good.",5 months ago,"Hola Silvia,
Lamentamos que tu visita no haya respondido a tus expectativas... Nos disculpamos y tomamos en cuenta tus comentarios.
Que tengas un buen día.","Hola Silvia,
Lamentamos que tu visita no haya respondido a tus expectativas... Nos disculpamos y tomamos en cuenta tus comentarios.
Que tengas un buen día.","Hello Silvia,
We are sorry that your visit did not meet your expectations... We apologize and take your comments into account.
Have a good day.",,
