,link,rating,date,source,review_id,snippet,likes,user.name,user.link,user.contributor_id,user.thumbnail,user.local_guide,user.reviews,user.photos,extracted_snippet.original,extracted_snippet.translated,response.date,response.snippet,response.extracted_snippet.original,response.extracted_snippet.translated
0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWOTlXRjF3RRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDV99WF1wE%7CCgwIqLSBrAYQ0PrEkgE%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWOTlXRjF3RRAB,"Las urgencias por debajo de la seguridad social. Muchísima espera, ha bajado la calidad. Hora y media para un triage? Es una vergüenza.",2.0,RM RV,https://www.google.com/maps/contrib/105435533084882978373?hl=en-US,105435533084882978373,https://lh3.googleusercontent.com/a/ACg8ocILx_Rs840NGrbU-JwypvYW1bgBnFA7cu5wvkTsJtou=s40-c-rp-mo-ba3-br100,True,60,15.0,"Las urgencias por debajo de la seguridad social. Muchísima espera, ha bajado la calidad. Hora y media para un triage? Es una vergüenza.","Emergencies below social security. Too much waiting, quality has dropped. Hour and a half for triage? It is a shame.",2 months ago,"Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","We are sorry for the evaluation obtained. We are committed to continuous learning and improvement; Therefore, please contact us at teescuchamos-zarzuela@sanitas.es with your information, to better understand the situation. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
1,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWZy1fWDdBRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDVg-_X7AE%7CCgsIweTwqwYQ6PalEQ%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWZy1fWDdBRRAB,"Han pasado de un sistema de cita previa para determinadas pruebas como el test de aliento de helicobacter, a tener que ir sin cita con lo que el tiempo de espera se dispara. No se entiende, la verdad.",1.0,I MF,https://www.google.com/maps/contrib/104306527642128364620?hl=en-US,104306527642128364620,https://lh3.googleusercontent.com/a-/ALV-UjWi4IssA9nMoVJ2YTiTjfPv77fYfko4dMRDFekCMrtqg2k=s40-c-rp-mo-br100,,54,,"Han pasado de un sistema de cita previa para determinadas pruebas como el test de aliento de helicobacter, a tener que ir sin cita con lo que el tiempo de espera se dispara. No se entiende, la verdad.","They have gone from an appointment system for certain tests such as the helicobacter breath test, to having to go without an appointment, which increases the waiting time. It is not understood, the truth is.",2 months ago,"Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","We are sorry for the evaluation obtained. We are committed to continuous learning and improvement; Therefore, please contact us at teescuchamos-zarzuela@sanitas.es with your information, to better understand the situation. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
2,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWNk9hRTV3RRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDV6OaE5wE%7CCgwIn47YqwYQ8K_07wE%7C?hl=en-US,4.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWNk9hRTV3RRAB,"Mi hospital de referencia desde que tengo uso de razón. Tiene sus pros y sus contras, ha habido momentos en los que no he estado contenta con alguna situación concreta pero, en general, es un muy buen hospital, con grandes profesionales y unas instalaciones inmejorables",,María Jesús Gonzalez Nevado,https://www.google.com/maps/contrib/105207455401767345552?hl=en-US,105207455401767345552,https://lh3.googleusercontent.com/a-/ALV-UjWbJtLmVvD6FfvXtagwk-kX4xFRVcaPCMVFif--2-X26mI=s40-c-rp-mo-ba4-br100,True,89,397.0,"Mi hospital de referencia desde que tengo uso de razón. Tiene sus pros y sus contras, ha habido momentos en los que no he estado contenta con alguna situación concreta pero, en general, es un muy buen hospital, con grandes profesionales y unas instalaciones inmejorables","My reference hospital since I can remember. It has its pros and cons, there have been times when I have not been happy with a specific situation but, in general, it is a very good hospital, with great professionals and unbeatable facilities.",2 months ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.","Thank you for the trust you place in us, as it helps us to continue providing the best service from our centers."
3,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWb0tPcGhRRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDVoKOphQE%7CCgsIgITWqwYQiJipcQ%7C?hl=en-US,4.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURWb0tPcGhRRRAB,"Citas rapidas, muy agradables en el departamento de radiología",,Laura Ecija,https://www.google.com/maps/contrib/107271404193197969004?hl=en-US,107271404193197969004,https://lh3.googleusercontent.com/a/ACg8ocIZaCC9BrYFB2XYdU_07e9-xEsL4eejlrs3WsE4gU_a=s40-c-rp-mo-ba3-br100,True,41,,"Citas rapidas, muy agradables en el departamento de radiología","Quick appointments, very pleasant in the radiology department",2 months ago,"Hola Laura
Gracias por tus comentarios. Estamos contentos de poder ayudarte porque esa es nuestra misión.","Hola Laura
Gracias por tus comentarios. Estamos contentos de poder ayudarte porque esa es nuestra misión.","Hello Laura
Thank you for your comments. We are happy to help you because that is our mission."
4,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNWeE1HQW9RRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICVxMGAoQE%7CCgwIgcG8qwYQkOqOkQE%7C?hl=en-US,3.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNWeE1HQW9RRRAB,"Me cuesta mucho poder hablar con él profesional, en este caso e Psiquiatría para casos urgentes, como lo que estoy padeciendo. No me extraña que haya suicidios . No hay un seguimiento formal y médicos con vocación para esta difícil y peligrosa enfermedad, pues hay veces que es inaguantable y más si se toma la medicación equivocada para ciertos cuerpos. Es terrible, el aumento de ansiedad  al no poder contactar para saber el  qué poder hacer.¡Ni siquiera para pedir cita!…",,M Carmen Fernandez,https://www.google.com/maps/contrib/100239026105197466475?hl=en-US,100239026105197466475,https://lh3.googleusercontent.com/a-/ALV-UjX0KeDJNVFeoQCnCb19BXQExUWaOrX-YgdBUmqlLQxJtss=s40-c-rp-mo-br100,,5,2.0,"Me cuesta mucho poder hablar con él profesional, en este caso e Psiquiatría para casos urgentes, como lo que estoy padeciendo. No me extraña que haya suicidios . No hay un seguimiento formal y médicos con vocación para esta difícil y peligrosa enfermedad, pues hay veces que es inaguantable y más si se toma la medicación equivocada para ciertos cuerpos. Es terrible, el aumento de ansiedad  al no poder contactar para saber el  qué poder hacer.¡Ni siquiera para pedir cita!…","It is very difficult for me to be able to talk to a professional, in this case Psychiatry for urgent cases, like what I am suffering. No wonder there are suicides. There is no formal monitoring and doctors with a vocation for this difficult and dangerous disease, as there are times when it is unbearable and even more so if the wrong medication is taken for certain bodies. It is terrible, the increase in anxiety from not being able to contact to know what to do. Not even to make an appointment!…",2 months ago,"Hola M Carmen. Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor mándanos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hola M Carmen. Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor mándanos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hello M Carmen. Your opinion is very important to us and we would like to give you personal attention. To do this, please send us an Email to teescuchamos-zarzuela@sanitas.es with your contact information. Thank you so much. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
5,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNWd0lhNC1BRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICVwIa4-AE%7CCgwIm4O5qwYQ-JTV1wE%7C?hl=en-US,1.0,2 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNWd0lhNC1BRRAB,"Lo que viví el día 1 de diciembre en esta urgencia fue estrambótico. Acompañé al hijo de mi pareja por un dolor abdominal, después de esperar casi una hora para el triaje (dos personas triando) y casi otra hora para ser valorado por un médico, nos meten en el box vital con otras dos personas más en sillones y otro en una camilla ! Soy médico desde hace 35 años y sólo he visto esto durante la pandemia. Utilizar un vital para reducir números en los tiempos de espera es cuánto menos cuestionable.
Por mucho paciente que haya en el servicio, jamás se debe usar el vital para poner pacientes, y menos 4.
Es mejor hacer esperar a los pacientes no graves, o ir derivando, que ocupar este espacio.
Jamás en mi vida he visto algo semejante.
Además de la cuestionable calidad del personal médico, cada vez peor.
Por otro lado dar siempre las gracias a las enfermeras, que son las que dan siempre la cara y siempre con una sonrisa.",6.0,Fernando,https://www.google.com/maps/contrib/116314689121302201790?hl=en-US,116314689121302201790,https://lh3.googleusercontent.com/a/ACg8ocJXsikYn3P0oZsuFuNRK0fQ7uSubt1kgJi2fe_YGRo6=s40-c-rp-mo-br100,,6,,"Lo que viví el día 1 de diciembre en esta urgencia fue estrambótico. Acompañé al hijo de mi pareja por un dolor abdominal, después de esperar casi una hora para el triaje (dos personas triando) y casi otra hora para ser valorado por un médico, nos meten en el box vital con otras dos personas más en sillones y otro en una camilla ! Soy médico desde hace 35 años y sólo he visto esto durante la pandemia. Utilizar un vital para reducir números en los tiempos de espera es cuánto menos cuestionable.
Por mucho paciente que haya en el servicio, jamás se debe usar el vital para poner pacientes, y menos 4.
Es mejor hacer esperar a los pacientes no graves, o ir derivando, que ocupar este espacio.
Jamás en mi vida he visto algo semejante.
Además de la cuestionable calidad del personal médico, cada vez peor.
Por otro lado dar siempre las gracias a las enfermeras, que son las que dan siempre la cara y siempre con una sonrisa.","What I experienced on December 1st in this emergency was bizarre. I accompanied my partner's son due to abdominal pain, after waiting almost an hour for triage (two people triaging) and almost another hour to be evaluated by a doctor, they put us in the vital box with two other people in chairs and another on a stretcher! I have been a doctor for 35 years and I have only seen this during the pandemic. Using a vital to reduce numbers in waiting times is at least questionable.
No matter how many patients there are in the service, the vital should never be used to place patients, especially 4.
It is better to make non-serious patients wait, or to refer them, than to occupy this space.
I have never seen anything like it in my life.
In addition to the questionable quality of the medical staff, getting worse.
On the other hand, always thank the nurses, who are the ones who always show their face and always with a smile.",2 months ago,"Hola Fernando. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hola Fernando. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hello Fernando. We are sorry for the evaluation obtained. We are committed to continuous learning and improvement; Therefore, if you wish, please contact us at teescuchamos-zarzuela@sanitas.es with your information, to better understand the situation. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
6,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURseWZhZlV3EAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDlyfafUw%7CCgwI1YatqwYQqNfwtwE%7C?hl=en-US,3.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURseWZhZlV3EAE,"La verdad que me ha decepcionado este Hospital.
El servicio de enfermería bastante malo, siempre se salva algún profesional.
Después de la intervención, me dijeron que orinase en la botella para ver el color y la cantidad y al día siguiente, seguían sin venir todavía, incluso me marché y la botella seguía igual.
Por la noche estás dormido y a las 23:30h te despiertan para darte una pastilla para dormir.
Incluso el último día, tuve que pedir que me curasen las heridas de la intervención quirúrgica.
Las habitaciones bien y limpias.
Las comidas un desastre, malas, incomibles, menos mal que eran escasas y no tenías tiempo de sufrirlas.",,José María Castel,https://www.google.com/maps/contrib/103272995311759303457?hl=en-US,103272995311759303457,https://lh3.googleusercontent.com/a-/ALV-UjXBOKRdduZbhRNyauT7_dDjPUTCPgT4gdnWCJx61rWimWs=s40-c-rp-mo-ba3-br100,True,36,15.0,"La verdad que me ha decepcionado este Hospital.
El servicio de enfermería bastante malo, siempre se salva algún profesional.
Después de la intervención, me dijeron que orinase en la botella para ver el color y la cantidad y al día siguiente, seguían sin venir todavía, incluso me marché y la botella seguía igual.
Por la noche estás dormido y a las 23:30h te despiertan para darte una pastilla para dormir.
Incluso el último día, tuve que pedir que me curasen las heridas de la intervención quirúrgica.
Las habitaciones bien y limpias.
Las comidas un desastre, malas, incomibles, menos mal que eran escasas y no tenías tiempo de sufrirlas.","The truth is that this Hospital has disappointed me.
The nursing service is quite bad, some professional is always saved.
After the intervention, they told me to urinate in the bottle to see the color and quantity and the next day, they still didn't come, I even left and the bottle was still the same.
At night you are asleep and at 11:30 p.m. they wake you up to give you a sleeping pill.
Even on the last day, I had to ask for my surgical wounds to be treated.
The rooms are good and clean.
The meals were a disaster, bad, inedible, thank goodness they were scarce and you didn't have time to suffer them.",2 months ago,"Hola José María. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hola José María. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hello José María. We are sorry for the evaluation obtained. We are committed to continuous learning and improvement; Therefore, if you wish, please contact us at teescuchamos-zarzuela@sanitas.es with your information, to better understand the situation. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
7,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURsNU82X1pREAE!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDl5O6_ZQ%7CCgwIiNGhqwYQiK3TsQI%7C?hl=en-US,1.0,3 months ago,Google,ChZDSUhNMG9nS0VJQ0FnSURsNU82X1pREAE,"El servicio es bueno, coger cita telefónica o que te ayuden fuera de la App (que es lenta para obtener resultados) por ejemplo para analíticas, resonancias, etc. es HORROROSO; no te llaman, no suben pruebas y si vas a recoger nunca están hasta reclamar varias veces. La atención al cliente es NEFASTA.",1.0,Bruno Chavarri,https://www.google.com/maps/contrib/116801143145055837507?hl=en-US,116801143145055837507,https://lh3.googleusercontent.com/a/ACg8ocLU129J0m288HMSj7K-iiHK8ihvS1OypxRCVwX6y6Vo=s40-c-rp-mo-br100,,4,,"El servicio es bueno, coger cita telefónica o que te ayuden fuera de la App (que es lenta para obtener resultados) por ejemplo para analíticas, resonancias, etc. es HORROROSO; no te llaman, no suben pruebas y si vas a recoger nunca están hasta reclamar varias veces. La atención al cliente es NEFASTA.","The service is good, make an appointment by phone or have them help you outside of the App (which is slow to obtain results) for example for analysis, MRIs, etc. It's horrifying; They don't call you, they don't upload evidence and if you go to pick up they are never there until you complain several times. Customer service is TERRIBLE.",2 months ago,"Hola Bruno. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hola Bruno. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Hi Bruno. We are sorry for the evaluation obtained. We are committed to continuous learning and improvement; Therefore, if you wish, please contact us at teescuchamos-zarzuela@sanitas.es with your information, to better understand the situation. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
8,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURsc0tiaW93RRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgIDlsKbiowE%7CCgwIyL-eqwYQ2OuB2AE%7C?hl=en-US,1.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSURsc0tiaW93RRAB,"Horrible la experiencia. Antes de la pandemia las urgencias pediátricas del hospital tenían muchas más calidad.
Acudo con un niño que se ha dado un golpe en la cabeza y dentro de las 24 primeras horas se marea y le duele la cabeza. Tuve que volver 3 veces cada vez con más mareos; ganas de vomitar y dolor de cabeza. También 37,7 de fiebre.
No le hacen lo que por protocolo deberían hacer hecho que es un TAC, pero es que ni una radiografía!
Sin embargo le hacen una prueba de gripe y del estreptococo! Cuando al niño no le duele la garganta! Por supuesto las 2 pruebas negativas.
El primer día 3 horas esperando casi; el Segundo unas 2 y el tercero ya voy por la primera hora de espera.
Una vergüenza.",1.0,NURIA BARRIOS,https://www.google.com/maps/contrib/113343697378858549329?hl=en-US,113343697378858549329,https://lh3.googleusercontent.com/a/ACg8ocLoLw0JYyfOZtwtrAdmc1gBiTlrOR3_Jsigi-xnVEgW=s40-c-rp-mo-ba2-br100,True,11,,"Horrible la experiencia. Antes de la pandemia las urgencias pediátricas del hospital tenían muchas más calidad.
Acudo con un niño que se ha dado un golpe en la cabeza y dentro de las 24 primeras horas se marea y le duele la cabeza. Tuve que volver 3 veces cada vez con más mareos; ganas de vomitar y dolor de cabeza. También 37,7 de fiebre.
No le hacen lo que por protocolo deberían hacer hecho que es un TAC, pero es que ni una radiografía!
Sin embargo le hacen una prueba de gripe y del estreptococo! Cuando al niño no le duele la garganta! Por supuesto las 2 pruebas negativas.
El primer día 3 horas esperando casi; el Segundo unas 2 y el tercero ya voy por la primera hora de espera.
Una vergüenza.","Horrible experience. Before the pandemic, the hospital's pediatric emergencies had much higher quality.
I go to a child who has hit his head and within the first 24 hours he becomes dizzy and has a headache. I had to go back 3 times each time with more dizziness; desire to vomit and headache. Also 37.7 fever.
They don't do what they should do by protocol, which is a CT scan, but not even an x-ray!
However, they test him for flu and strep! When the child's throat doesn't hurt! Of course the 2 negative tests.
The first day almost 3 hours waiting; The second about 2 and the third I'm already in the first hour of waiting.
A shame.",3 months ago,"Queremos mejorar siempre. Por favor, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","Queremos mejorar siempre. Por favor, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]","We always want to improve. Please, if you wish, you can write to us at teescuchamos-zarzuela@sanitas.es with your information and thus know the situation first-hand. Thank you so much. [+info. about how we treat your personal data at www.sanitas.es/gdpr]"
9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNsNjVHRXFnRRAB!2m1!1s0x0:0x9927a6abdc88509a!3m1!1s2@1:CIHM0ogKEICAgICl65GEqgE%7CCgsIyamSqwYQwPCieg%7C?hl=en-US,4.0,3 months ago,Google,ChdDSUhNMG9nS0VJQ0FnSUNsNjVHRXFnRRAB,"Excelente atención médica.  Fui por urgencias sábado noche, con ictericia,  además recién operada de pecho, y me atendieron rápidamente. Estuve ingresada más de una semana. Me tuvieron que realizar  endoscopia para extracción de piedra vesicular. En todo momento muy buena información médica tanto por parte de cirujanos, como de doctores de digestivo. Añadido que llevaba mi problema de reciente operación y también me examinó cirujano plástico. Muy buena habitación, la comida no entro a valorar porque estuve a dieta casi todos los días por mis problemas digestivos. Valoro de EXCELENTE la atención médica  y enfermeras ( con variables, algunos más amables que otros, pero en general bien) .El punto negro es la falta de personal de auxilio, sobre todo tardes y festivos. Imposible necesitar algo , y , estando como estaba que no podía mover los brazos hubiese agradecido un poco de colaboración por su parte. Pasan , cada uno con su concreta función, y  ni se ofrecen para ayudar, tuvo que pedir mi marido que me ayudasen con la ducha; por no decir que estuve con la cuña puesta y manchada como veinte minutos esperando. Sales al pasillo y no hay nadie. Totalmente hay una clara falta de personal auxiliar y que estén dispuestos a darte un poco de ayuda que no sea traer bandejas y cambiar las sábanas. Está diseñado para que estés perfectamente bien, o te lleves acompañante las 24 horas. No para una persona convaleciente como fue mi caso, y fueron varios días de ingreso.
Una lástima, porque yo estoy encantada con el hospital, las consultas que sigo yendo y con todo, pero desde luego en la planta 1 , por las tardes y los festivos, muy desatendido de personal auxiliar.",,Beatriz García,https://www.google.com/maps/contrib/118035332331096452884?hl=en-US,118035332331096452884,https://lh3.googleusercontent.com/a-/ALV-UjVlaCdT1iluOWDV-sz1oZ3psT7VwVcwLf4hLz4z7ubp7q0W=s40-c-rp-mo-br100,,2,,"Excelente atención médica.  Fui por urgencias sábado noche, con ictericia,  además recién operada de pecho, y me atendieron rápidamente. Estuve ingresada más de una semana. Me tuvieron que realizar  endoscopia para extracción de piedra vesicular. En todo momento muy buena información médica tanto por parte de cirujanos, como de doctores de digestivo. Añadido que llevaba mi problema de reciente operación y también me examinó cirujano plástico. Muy buena habitación, la comida no entro a valorar porque estuve a dieta casi todos los días por mis problemas digestivos. Valoro de EXCELENTE la atención médica  y enfermeras ( con variables, algunos más amables que otros, pero en general bien) .El punto negro es la falta de personal de auxilio, sobre todo tardes y festivos. Imposible necesitar algo , y , estando como estaba que no podía mover los brazos hubiese agradecido un poco de colaboración por su parte. Pasan , cada uno con su concreta función, y  ni se ofrecen para ayudar, tuvo que pedir mi marido que me ayudasen con la ducha; por no decir que estuve con la cuña puesta y manchada como veinte minutos esperando. Sales al pasillo y no hay nadie. Totalmente hay una clara falta de personal auxiliar y que estén dispuestos a darte un poco de ayuda que no sea traer bandejas y cambiar las sábanas. Está diseñado para que estés perfectamente bien, o te lleves acompañante las 24 horas. No para una persona convaleciente como fue mi caso, y fueron varios días de ingreso.
Una lástima, porque yo estoy encantada con el hospital, las consultas que sigo yendo y con todo, pero desde luego en la planta 1 , por las tardes y los festivos, muy desatendido de personal auxiliar.","Excellent medical care. I went to the emergency room Saturday night, with jaundice, and I had just had chest surgery, and they treated me quickly. I was admitted for more than a week. They had to perform an endoscopy to remove a gallstone. At all times very good medical information from both surgeons and digestive doctors. Added that I had my problem from a recent operation and I was also examined by a plastic surgeon. Very good room, I don't value the food because I was on a diet almost every day due to my digestive problems. I rate the medical care and nurses as EXCELLENT (with variables, some friendlier than others, but generally good). The black point is the lack of assistance personnel, especially in the evenings and holidays. It was impossible to need anything, and being as I was I couldn't move my arms I would have appreciated a little collaboration on your part. They pass by, each one with their specific function, and they don't even offer to help, my husband had to ask them to help me with the shower; Not to mention that I was waiting with the wedge on and stained for about twenty minutes. You go out into the hallway and no one is there. There is absolutely a clear lack of auxiliary staff who are willing to give you a little help other than bringing trays and changing the sheets. It is designed so that you are perfectly well, or you have a companion 24 hours a day. Not for a convalescent person as was my case, and it was several days of admission.
A shame, because I am delighted with the hospital, the consultations that I continue to go to and everything, but of course on the 1st floor, in the afternoons and on holidays, there is very little assistance from auxiliary staff.",3 months ago,"Muchas gracias Beatriz por su reseña, tomaremos en cuenta todas sus indicaciones hablando con el responsable. Muchas gracias","Muchas gracias Beatriz por su reseña, tomaremos en cuenta todas sus indicaciones hablando con el responsable. Muchas gracias","Thank you very much Beatriz for your review, we will take into account all your instructions by speaking with the person in charge. Thank you so much"
